Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9_10,Mut3,Mut4,Mut5,Mut6,Mut7_8,Mut9_10
ACOX3,4.452772966,5.512959766,5.201787699,5.197330755,5.402845478,5.72452423,5.181098248,4.981617738,4.93840232,5.286345719,5.104578592,5.211347845,5.42614218,5.860688883
ACOXL,0.379070953,0,0.058980731,0.207901806,0.272738469,0.21024071,0.03808137,0.101119615,0.2968085,0.060962895,0,0.185814524,0.376430797,0.367737779
ACP1,5.326255842,5.082894615,4.94266203,5.344937955,5.098500746,4.67388198,5.389690859,5.502656384,5.529674251,5.237665463,5.591944237,5.388673378,5.376440527,5.009958213
ACP2,5.548001846,5.500510002,5.65318293,5.899875663,5.921729368,6.563058701,5.68722703,5.822678908,5.386211408,5.62975942,5.517048221,5.785520205,5.634184504,6.061896375
ACP6,5.861717635,6.224251146,5.661532823,6.282528842,6.398799439,4.550531957,6.014181039,5.709649949,6.667745708,6.165616384,5.943383695,6.167119164,6.362085412,6.566590049
ACP7,0.379070953,1.20655153,0.058980731,4.228689486,4.772123228,0.792532404,1.625878963,2.50031288,3.115785206,2.196111703,1.943641011,3.441308458,4.945789105,4.833276229
ACPP,0.18471545,0.258432086,0.73783578,3.016421079,4.619679039,1.446623128,1.366308104,2.872512294,4.208731467,0.863996719,0.71287473,2.964254395,4.15803057,5.325004339
ACR,0.113641384,0,0,0,0,0,0,0.081924547,0,0,0,0,0,0.020293567
ACRBP,1.878614861,2.654620203,1.683321112,1.188280101,2.05525308,1.331429017,1.030795623,1.255280937,2.893071219,1.717023137,1.655163407,1.226647302,1.586244374,1.634953841
ACRV1,0.149616054,0,0.058980731,0,0,0,0.03808137,0.041542206,0,0,0,0,0,0
ACSBG1,0.348442688,1.20655153,0.170166772,2.683752796,3.641559695,3.227586576,1.208283291,1.757290883,3.953135065,0.793895867,1.073026915,2.530245498,3.344631316,4.397306733
ACSBG2,0,0,0,0.054850966,0,0,0.075183341,0.020860466,0.134741349,0,0,0,0,0
ACSF2,2.710540136,3.05727325,4.916985837,3.438686111,3.719597561,4.297841559,3.420795753,3.366393715,3.672144183,3.543614117,3.254028208,4.274319396,3.43875211,4.120722946
ACSF3,6.172131412,5.7592687,5.230935227,5.197330755,4.946145874,4.22305803,5.466753884,5.419720327,5.004424266,5.595397874,5.882173385,5.197903562,5.170119722,4.709431218
ACSL1,5.50438687,6.937402843,6.315030104,6.36487907,6.378494868,7.301739471,7.082286874,6.003720835,5.469321004,6.857768782,6.995409227,6.227913037,6.28177841,6.075532688
ACSL3,5.210746301,5.647023522,4.830763443,6.44599126,6.6320931,5.037684509,6.024295291,5.656195962,6.656122798,6.184574897,5.841824218,6.26255089,6.559334335,6.706679597
ACSL4,9.497147177,8.589885915,6.444401878,8.790036224,8.354618031,7.422755645,8.731048791,9.879511104,7.830955104,9.20790896,9.229329202,8.441581238,8.538631759,8.028412901
ACSL5,7.027794897,7.310998985,7.41049143,7.412318606,7.328679659,7.097649754,7.924559972,7.587921367,6.784659627,7.269693211,7.501573397,7.357179192,7.112378839,7.309323717
ACSL6,0.49546833,0,0.460024984,0,0,3.749095254,0.618190796,0.141676158,0.134741349,0.060962895,0,0,0.095002509,0.478770809
ACSM1,0,0,0,0,0,0,0.03808137,0,0,0,0.15858777,0,0,0
ACSM3,0.49546833,0,0,0.431640214,0,0.606856548,1.068083029,0.876606928,0.218049484,0.642565661,0.15858777,0.310983631,0.171717821,0.054437367
ACSM4,0,0,0,0,0.35328387,0,0,0.041134591,0.091210978,0,0,0.228755571,0.099519278,0.359046886
ACSM5,0,0,0.058980731,0,0.049189022,0.504213422,0.540728322,0,0,0.060962895,0,0,0.017569482,0
ACSS1,7.454967877,8.008260728,7.758164692,7.127312599,6.363988206,6.446791533,7.625221546,7.166670189,5.7634293,7.540764488,7.859746697,6.520291158,6.25989857,6.025390995
ACSS2,5.672998748,5.372000226,5.153552775,5.203412918,4.76845613,4.854237667,5.398866083,5.620167809,4.510845966,5.892339199,5.476208159,4.527456171,4.95196802,4.329774444
ACSS3,1.778776876,0.477528123,1.171133451,2.273941753,2.632842966,3.749095254,1.191485455,2.571173824,0.666643692,3.181301333,0.763125878,2.045160516,3.257887443,3.168869887
ACTA1,8.006250068,1.361444967,2.606679315,2.296877606,1.916343233,13.6640714,9.094115498,2.441870066,1.099039004,0.175665483,0.367913316,0.599766426,3.119730447,6.097825669
ACTA2,6.551953527,5.73644611,3.038999063,5.234930275,7.040958809,9.082370555,6.000985858,5.870824726,5.810325532,4.63373887,5.295940306,5.988119045,6.071075789,7.338181161
ACTB,11.59345068,11.34721326,10.34049136,10.90862819,11.25951165,11.6313615,11.01574764,11.1078943,11.24064119,11.12199196,10.9164206,11.26670024,11.34449107,11.44011403
ACTBL2,0,0,0.058980731,1.005433476,0.873730751,0,0,0.185589577,0.574808569,0,0,0.599766426,0.260920892,1.255109032
ACTC1,1.683832502,0,0,0.107692669,0.049189022,3.282892401,0.372085099,0.102396641,0,0,0,0,0,1.463663401
ACTG1,10.37634338,10.19747451,9.711183876,9.879182715,9.907186357,9.670385957,9.978143191,10.36239611,10.20196782,10.1195359,10.29483377,10.53738887,10.28412531,10.19080077
ACTG2,3.230632866,1.324252603,0.808287244,2.341683572,3.550542311,3.69769201,3.45989685,2.260921298,2.644721541,1.114611974,1.424821449,2.347496938,2.83735501,4.464057192
ACTL10,0.076746668,0,0.170166772,0,0,0.21024071,0.03808137,0,0,0,0,0,0,0.059244301
ACTL6A,5.991275305,6.293240178,6.363360789,6.379725872,6.354235421,5.682541334,6.379814462,6.28272665,6.492174647,6.410001046,6.502134136,6.407426601,6.46802497,6.188684158
ACTL7B,0,0,0,0,0.230714179,0,0,0.021070112,0.046326194,0,0,0,0.017569482,0
ACTL9,0.409062478,1.078388029,0.322363253,0.301600234,0.096756081,0,0.372085099,0.228390917,0.257966373,0.473481327,0.15858777,0.228755571,0.14414739,0.198096873
ACTN1,7.204128716,7.216474576,6.600824941,6.903707044,7.801392297,8.133521143,6.795270483,7.163813929,8.077609566,6.798588026,6.938463374,7.289706407,7.558371987,8.063180421
ACTN2,3.962373962,0.72589526,0.115644602,0.255511563,0.096756081,8.041738678,4.0687566,0.286003328,0.134741349,0.380876088,0.081471877,0.141556047,0.46633614,2.486537669
ACTN4,10.82914267,11.31754233,9.984334074,11.02563973,10.75040235,9.408464434,11.23936326,11.09161122,10.79773929,11.33211811,11.13357961,11.21988951,10.90172804,10.727074
ACTR10,6.717269085,6.354475696,6.500002275,6.453027858,6.225076582,6.123375704,6.400517502,6.441276554,6.533925419,6.499436709,6.355280786,6.246315851,6.347392911,6.296074171
ACTR1A,8.04377349,7.480640615,7.106757446,7.636219703,7.531605434,7.447170832,7.664362197,7.87907021,7.774021239,7.603903346,7.580763057,7.575630968,7.742168116,7.697679228
ACTR1B,7.552876252,7.358912256,7.413672706,7.375420768,7.181332335,7.516383722,7.394937009,7.31949439,7.475171122,7.529349556,7.592535909,7.360803222,7.29641675,7.257764856
ACTR2,7.939906528,8.570412366,7.781336743,8.37797654,8.530816585,8.692630886,8.621171339,8.393001551,8.114938395,8.611856616,8.533543697,8.502452287,8.586653714,8.570250875
ACTR3,8.402285239,8.416016354,7.886590225,8.409393817,8.550968475,8.80113258,8.598552971,8.401660036,8.13349824,8.410091485,8.580935416,8.585202268,8.579445962,8.67682555
ACTR3B,2.928103139,2.684278188,1.77412789,3.083910445,2.807392562,2.011866408,2.986882456,3.226632472,2.867495926,3.021780139,2.611770846,3.120634464,3.448728105,3.006453476
ACTR5,4.407062464,3.906316334,3.774604987,3.756684825,3.80082847,3.45098801,3.856061113,3.701849263,3.887849906,3.850330229,4.014651154,3.609152989,3.678537141,3.676127733
ACTR6,3.659662525,3.822110708,3.679136951,3.760815012,3.753383021,3.437124017,3.494546474,3.755452598,3.782314941,3.532894431,3.91259924,3.645262411,3.714358709,3.422050885
ACTR8,5.705083638,5.362858977,5.349373355,5.112608561,5.154363273,5.009855793,5.217853139,5.179046072,4.87884602,5.255706179,5.3421298,5.163734297,5.110351085,5.046403543
ACTRT3,0.038883608,0.091385254,0.058980731,0,0.142804739,0.073537465,0.11135503,0.102396641,0,0,0.431443182,0,0.017569482,0.074175606
ACVR1,4.917949823,4.717372727,4.256301903,4.777615516,5.289715236,5.342922829,4.666397465,4.98453444,5.246865668,4.058984881,4.609582823,4.987415599,5.328296385,5.393175412
ACVR1B,6.625647333,6.73086815,7.172919053,7.01249521,6.908115057,6.097166457,6.986030056,6.864511028,6.720037079,6.936642233,7.188201066,7.095661922,6.731345078,6.840729095
ACVR1C,0.149616054,0.177325074,0.369725108,0.255511563,0.391930706,1.767871541,0.540728322,0.534227015,0.17699666,0.229768854,0.081471877,0.141556047,0.214113299,0.194133941
ACVR2A,4.892964168,4.924161989,5.246877408,4.959313103,5.032765159,5.663317395,5.067161297,5.267093308,4.789746657,4.919515318,5.021860273,4.590548687,4.89293873,5.027698411
ACVR2B,1.910415716,2.220945688,2.23692938,2.468312137,2.181954852,2.499308112,1.998453629,2.198260981,2.689196691,2.31350193,2.81600304,2.287831683,2.49232774,2.475277678
ACVRL1,6.022531481,4.942686348,4.994572549,5.163412637,5.022025434,6.788625223,5.167204356,5.073073732,4.656092145,5.182148906,4.828924966,5.304616184,4.612948922,5.380637267
ACY1,5.669905499,5.504671872,4.882704623,5.303069442,4.944521825,3.928265573,5.458879306,5.305695878,5.505005955,5.566781548,5.46676285,5.101557789,4.917520491,4.40285308
ACY3,1.385041524,2.797165041,1.738488075,2.692427803,2.33854621,2.799395139,2.805587505,1.812127721,2.710930462,2.743590967,2.43706024,2.722783732,2.1925789,2.405502624
ACYP1,4.276897671,3.880926425,3.880588617,4.010171039,3.511587076,3.531485454,4.125129021,3.963196625,3.611810197,4.131832722,4.148277918,3.844775923,3.61225884,3.280590142
ACYP2,3.57290221,3.26781021,3.956230601,3.297984995,3.062264206,4.993370974,3.83458352,3.54334489,2.94900994,3.661484676,2.919332427,3.014201316,3.324866581,3.164685608
ADA,4.147221671,4.175323852,2.416804514,4.866539742,5.151550542,4.139911976,5.064857384,4.501654379,4.883638263,4.595615073,5.228238019,4.445638739,4.903102815,4.928581527
ADAD2,0,0,0.115644602,0.054850966,0.049189022,0,0,0,0,0,0,0,0,0
ADAL,4.369421786,4.74929267,4.739058591,4.597669631,4.430760294,4.278534429,4.539399656,4.442847031,4.399260267,4.826017485,4.442321536,4.297195606,4.297716317,4.214125584
ADAM10,7.518467115,7.684250998,7.197326772,7.971696229,8.139742962,7.697749692,7.822735212,7.900381629,7.725464959,7.828709566,7.652085827,7.788371414,8.195915024,8.083054414
ADAM11,0.550324885,1.827946612,3.864145776,1.138359418,1.655514166,2.458712923,1.24130336,1.088818666,1.988961241,1.303050063,1.830363869,1.89329034,1.271350909,1.579379391
ADAM12,4.63512161,1.745941173,2.884522877,2.701050959,5.621883169,8.609504886,2.400426618,3.82550687,4.328385022,1.86110878,2.541527269,4.304741104,4.059924841,5.069242527
ADAM15,6.656448277,5.909652391,6.23895715,6.090786882,6.447198319,7.967724877,5.818837068,6.364009889,6.434013909,6.236700789,6.106754107,6.261904984,6.180153239,6.789124748
ADAM17,7.506162339,6.918030156,6.576429828,7.098229949,7.220107354,7.257556369,7.022994311,7.376602651,7.125031634,7.029174305,6.996065979,7.023188651,7.210338939,7.154499566
ADAM19,3.556246774,2.783527879,2.482911952,3.518910734,5.626954756,7.525011267,2.986882456,4.286788458,4.392551551,2.362758625,2.930369634,4.181739316,4.325127446,5.514768073
ADAM2,0.038883608,0,0,0,0,0.143507655,0,0,0,0,0,0,0,0
ADAM21,0.218981154,0.258432086,0.115644602,0.054850966,0,0,0.14664195,0.062402672,0.134741349,0,0,0.095896736,0.111012165,0.020293567
ADAM22,0.678980706,0.335221017,1.77412789,0.255511563,1.077147526,2.831546199,0.540728322,0.855800345,0.334632228,0,0.431443182,0.599766426,0.469065547,1.185487602
ADAM23,3.711728348,1.397702568,0.273393639,0.948633001,3.874320495,5.962098873,1.757246635,2.825709491,2.477283119,1.114611974,1.628303102,3.062476754,2.509838705,3.591998157
ADAM28,0,1.597970954,0.322363253,1.846541488,1.100670585,0.39370436,1.424970231,1.042145269,0.2968085,1.492003935,1.485945427,1.89329034,0.951033621,0.728771394
ADAM30,0.076746668,0,0,0,0,0,0,0,0.091210978,0,0,0,0,0.087037804
ADAM32,0.348442688,0.177325074,0.115644602,0.301600234,0.230714179,0.21024071,0.279744216,0.196854731,0.257966373,0.060962895,0.15858777,0.04874501,0.078629452,0.1965719
ADAM33,2.27855465,0.667695961,0.369725108,0.550921844,1.791815196,4.177921758,0.691705171,1.374441231,1.303599247,0.119453828,0.231789928,1.070163887,0.901899641,2.109666631
ADAM8,4.069541049,3.59112412,4.204996552,5.878177829,6.265963205,7.481770285,3.671534816,3.725282306,5.840215922,4.005710368,4.765627162,5.342988008,5.583357594,7.702532265
ADAM9,7.222982171,6.946610135,7.223747043,6.947849212,7.386342271,8.272486304,7.087970826,7.592818873,6.553604723,7.222107266,6.976897733,6.946479347,7.161845508,7.331165562
ADAMDEC1,0.379070953,0.335221017,0.369725108,0.919371528,0.604305789,0,3.923733996,1.274514479,0.218049484,0.175665483,0.660809899,0.498125184,0.567742483,0.892057757
ADAMTS1,4.454571602,5.680520153,6.169562395,3.971491066,5.520883017,7.024203456,3.683597888,4.308472413,5.566896907,3.705107827,3.419835127,5.588386842,4.687733294,5.583433321
ADAMTS10,6.15950551,5.407996792,5.450585221,4.348791606,4.909987548,5.920354252,4.443343036,5.338162329,5.141441732,4.548495522,4.977322044,4.334534544,4.354792397,4.529183176
ADAMTS12,3.650276162,2.158922287,2.382579018,3.423134385,5.629989172,7.203300531,2.991741873,4.585386533,3.453222051,2.833693738,3.056621802,4.399401935,4.205158628,5.200176861
ADAMTS13,0.076746668,0.091385254,0.058980731,0.207901806,0.049189022,0.21024071,0.03808137,0.041930578,0,0,0,0.228755571,0,0.162943355
ADAMTS14,3.200938456,1.955043917,0.503140234,1.005433476,2.05525308,5.763932167,0.972992808,2.26250479,3.474554945,0.720214061,0.904160241,2.287831683,1.660818452,2.331542131
ADAMTS15,4.393999643,4.713782076,3.743479002,4.893123267,5.678668635,6.6209268,4.204715112,4.52850215,4.408156968,3.79756995,4.666798381,5.070910664,5.883451394,5.929275233
ADAMTS16,3.300301205,0.177325074,2.299413027,0.389582602,1.876016504,4.335697546,0.667614218,2.080890188,1.671901647,0.229768854,0.15858777,1.386889872,1.283033014,2.643033894
ADAMTS17,1.242406018,1.324252603,2.932626827,1.907420353,2.32861931,2.119953296,1.289458262,1.60202484,2.124690319,1.055920354,0.991062888,1.56500756,2.376582112,2.668989459
ADAMTS18,1.084105609,3.18724367,2.224101218,2.427325256,2.523960766,0.995362132,2.737786307,2.364917839,3.48720489,2.236312495,2.108199391,2.347496938,2.314795429,1.700913049
ADAMTS19,0,0,0,0,0.187428942,2.709982124,0.14664195,0.082676796,0.2968085,0,0,0,0.253878593,0.077958334
ADAMTS2,5.872521329,3.176848987,2.394077969,4.359725199,6.483439846,8.507264208,4.107328369,5.621500371,5.256750186,3.274338377,4.014651154,5.29707003,5.055893315,6.404577565
ADAMTS20,0.438443198,0.408128502,0.322363253,0.346262012,1.255395263,1.578775357,0.11135503,0.291902119,1.465779822,0.175665483,0.301456492,0.754712163,0.614686369,1.679555326
ADAMTS3,0.409062478,2.624339708,0.503140234,2.076011314,2.367923544,2.602288643,2.188214602,1.722478363,0.960754586,2.168675039,1.628303102,3.297446724,2.257403389,2.439995325
ADAMTS4,4.43648353,2.939236341,2.916769726,4.625115285,5.934875999,7.663924546,3.782255013,5.016956718,6.287424019,3.494735572,4.592313626,4.86856116,5.131237047,5.545160722
ADAMTS5,5.431373254,2.356069967,1.088614445,2.447964246,5.152957593,6.634658699,1.979008267,4.018054963,3.037675514,1.697956906,1.965266943,3.995363718,3.207347926,5.051353118
ADAMTS6,1.920862114,1.286075998,0.273393639,1.716488659,2.969487215,4.991000548,1.467452678,1.905836445,2.325885587,1.055920354,0.991062888,2.182555279,2.55498114,3.085474076
ADAMTS7,4.268742281,4.0036304,2.868125071,3.949947468,4.79573482,5.874796581,3.850721616,4.17905588,4.445367572,3.986196716,3.814737308,4.420392063,4.533771836,4.854351803
ADAMTS8,3.90564936,3.011210775,1.986518555,2.768241257,3.349228136,1.578775357,2.901665101,3.24074083,3.332234236,2.715425024,4.375246369,3.928560287,3.321902231,3.346202282
ADAMTS9,3.130678808,3.022865003,3.78774183,3.626938461,4.62577209,6.086103832,3.215944241,3.442954783,4.606708888,3.067064136,2.941323044,3.688202981,4.142449463,4.26716028
ADAMTSL1,2.15125419,1.324252603,5.191939508,1.830911727,4.155532396,5.499542832,1.508719862,2.473114843,1.890818245,1.114611974,1.327987216,2.838203415,2.533138285,3.77441063
ADAMTSL2,4.86348224,1.165082669,1.00108765,1.236531026,2.828678705,2.030452647,1.600653455,3.31132124,1.499471557,1.535613856,1.573034006,1.945710291,2.186901496,2.309500977
ADAMTSL3,3.196646061,0.781837516,0.625255245,1.236531026,3.55905802,3.680142378,1.410526801,2.335419288,1.008337441,0.332244572,1.032626902,2.845119526,2.359884097,3.355065768
ADAMTSL4,2.425182342,2.901856224,2.249644481,2.575367862,3.85370199,4.708920219,2.952400369,2.848925081,3.649813576,3.021780139,2.30760202,2.925625643,3.603156686,3.753382657
ADAMTSL5,2.302720265,0.781837516,0.273393639,2.178368256,2.640887794,5.177665912,2.082853094,1.573815569,3.115785206,0.517646222,0.948265803,2.008665314,1.974995565,3.744081792
ADAP1,2.26221639,2.026253073,2.884522877,2.960060083,3.068242254,3.691865821,3.779447594,2.493033945,2.621959017,2.236312495,2.874319312,2.989443993,2.780037361,3.783531289
ADAP2,1.385041524,2.513054064,2.461210983,2.863500492,3.621372352,4.902962699,2.911955896,2.983682004,2.287828788,2.374814443,2.652331852,2.964254395,2.919015012,3.709625636
ADAR,5.483396822,6.59791322,6.466355242,6.825024879,6.301922764,5.93522596,6.52054178,6.198176659,6.439448522,6.68819061,6.596097888,6.654299379,6.360449547,6.324956985
ADARB1,3.284208743,3.079764467,4.293617968,3.148383243,4.101174505,5.924086576,2.617183543,3.593303543,4.333064203,2.798325001,2.908210128,3.418305788,3.523549044,4.149633075
ADARB2,0,0,0.875457924,0,0,0.143507655,0.03808137,0.021070112,0,0,0,0,0,0
ADAT1,3.121650795,3.795180438,3.39999942,3.297984995,3.493930163,2.883588576,3.190808577,3.216500872,3.668446336,3.409400887,3.288749155,3.109188966,3.370693871,2.953875535
ADAT2,3.852071676,3.943582545,4.100079677,3.833205141,3.775474962,3.118887654,3.985940909,3.636109184,3.611810197,3.90954014,4.143543305,3.915477482,3.84890031,3.687437299
ADCK1,4.884983206,4.72452733,4.750286478,4.866539742,4.689212075,4.757144761,4.964612247,4.997669542,5.085692641,4.862863367,4.834810971,4.79009655,4.635059456,4.638206184
ADCK2,4.607903318,4.044224639,3.830686973,3.864248289,3.645563486,3.50514889,3.78505698,4.293180036,3.52450253,3.913677868,3.999009916,3.855090766,3.77914102,3.612270673
ADCK5,4.646181579,5.732902676,4.541239833,5.743789126,5.237618846,4.239127298,5.598424265,4.992820731,5.531711029,6.011024912,5.76683976,5.998237257,5.211862223,4.966383213
ADCY1,0.576990294,1.20655153,0,0.977312758,0.69981497,1.895021023,0.540728322,0.435499442,1.054400901,0.602115872,0.301456492,0.867701908,1.300591325,1.266442558
ADCY10,0.113641384,0.091385254,0.058980731,0.054850966,0.230714179,0.143507655,0.181086352,0.252972371,0.046326194,0.473481327,0.15858777,0.185814524,0.099519278,0.259185098
