Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9,WT10,Mut3,Mut4,Mut5,Mut6,Mut7,Mut8,Mut9,Mut10
FLRT2,3.415592173,0.887606882,1.908485535,1.592202597,4.492080364,6.490238639,1.675044132,2.840997367,2.276099069,2.485712819,0.473481327,0.71287473,2.745140039,2.449600532,3.191057024,3.775775825,4.139609713
FLRT3,2.99389741,5.220830225,4.188582112,3.662694232,4.152721945,2.171104298,3.577695731,2.572866857,4.764055795,4.183043822,3.554254739,3.977887599,4.131708236,3.676418204,4.703242164,3.871690971,3.967019429
FLT1,4.946350118,3.567445968,4.681569784,4.660915715,5.664927012,6.787942653,4.114029378,4.6528723,4.307978636,5.335812249,4.403032045,4.484118294,4.882074391,4.863308492,4.950587903,5.278182881,5.612891501
FLT3,0.438443198,0.543741997,0.058980731,0.696019351,1.212855167,1.699831615,0.667614218,1.088362733,0.718526887,0.17699666,0.175665483,0.550679978,1.02214931,0.373916747,0.655749193,1.244614042,0.867117538
FLT3LG,2.286654914,2.392461211,1.171133451,1.188280101,1.504979428,2.344519179,1.191485455,1.740527073,1.060473063,1.771787171,1.143086025,0.948265803,1.478695813,0.916551968,0.690458329,1.788176124,1.176487542
FLT4,3.96742184,2.220945688,3.924863348,2.988515792,3.771816385,5.028467786,2.572472314,3.853659425,2.942934341,3.916191761,2.637511342,2.678752529,3.09765194,2.913360796,3.077632337,3.586581856,3.811350233
FLVCR1,4.210326031,4.609434334,4.554110463,4.613742981,4.738778872,4.998100174,4.829996043,4.419028248,4.669084294,4.471067761,4.792706062,4.692957826,4.387607429,4.527738852,4.646919274,4.802502475,4.961125621
FLVCR2,5.258889259,2.513054064,1.416396934,3.484360045,3.126698603,1.238564927,2.572472314,4.378485521,3.368827464,2.841459053,3.081848351,2.941323044,2.781647504,2.429932377,2.394571927,2.610531397,2.769047243
FLYWCH1,4.685003398,4.811088913,4.754753279,4.740452163,4.738778872,5.383248632,4.585131431,5.070568397,4.667419483,5.109070113,4.814998918,4.235403557,4.682229866,4.529280096,4.751296937,5.023619874,4.817239136
FLYWCH2,4.048258667,2.951484209,2.031389601,2.666244704,2.137158346,1.139309561,2.422188588,2.656630859,2.417504512,2.460274499,2.84240208,1.757866671,2.774419543,2.48179642,2.329995283,2.643844088,2.182189189
FMC1,3.56293204,3.943582545,4.594541449,3.920712915,3.696626204,3.620052129,4.436230778,3.365553795,3.978058285,3.453222051,4.376296478,4.203913474,3.830907069,4.008018477,3.831368451,3.882895382,3.697379316
FMN1,4.747960475,5.320991077,3.39999942,5.300234528,5.853271568,5.037684509,5.529920783,5.669150989,5.719697123,5.040633129,5.80370755,5.402823111,5.319591101,5.609746088,5.844718149,5.32514473,5.84715011
FMN2,0.076746668,1.397702568,0,2.784561025,2.988526063,0.606856548,1.898494852,0.236144715,1.875790594,0.666643692,2.083088166,2.897001417,3.617255772,2.84569765,1.940658056,1.751970471,2.019240173
FMNL2,4.765454879,3.868061917,4.85384827,4.301376617,4.852260668,5.270498742,3.936391812,4.979979588,4.655711703,5.277532585,3.631652099,3.735149742,4.179004865,4.313690254,4.367474228,4.564052829,4.972307094
FMNL3,6.247208169,5.734675481,4.533461977,5.701441223,5.919250982,6.66397021,5.823614465,5.638575959,6.100169423,6.07968783,6.10900401,5.806317674,6.403917957,5.712359297,6.034824922,6.130276558,6.103562893
FMO1,2.310686348,0.408128502,0.222703262,0.88950425,2.114227451,4.266824899,1.049559787,1.976134607,1.214338033,0.886301715,0.517646222,0.231789928,1.205305141,1.190353662,1.251592631,2.498447156,1.854976741
FMO2,1.743900841,2.299701823,2.493641242,2.395802375,2.29842208,3.787846562,3.062734769,2.140326426,2.610068319,2.325885587,2.068316716,2.088627197,2.020933246,2.113865347,1.618972465,1.977766913,1.966536778
FMO3,0.038883608,0,0,0,0,0,0,0.199374936,0,0,0,0,0,0,0,0,0
FMO4,0.076746668,0,0.170166772,0.054850966,0.049189022,0.073537465,2.017640378,0.122898584,0.041720932,0.091210978,0,0,0.04874501,0,0,0,0
FMO5,3.770669545,2.54573546,1.625960468,2.575367862,2.688236867,3.743473395,4.673975564,3.500135865,2.684387085,2.25861255,2.762067335,1.986573485,2.385945555,2.456097446,2.30781102,3.038906336,2.819450191
FMOD,4.118012006,1.773797469,0.322363253,3.841028775,6.118204211,4.251062869,3.076523558,2.982976452,3.961850549,4.799922709,1.447034569,2.324433985,4.701412383,4.366377484,4.247312253,6.129100791,5.777467039
FMR1,5.845358867,6.241810145,5.882741504,6.064296523,6.194657853,6.036394544,6.0559605,6.438774707,5.940472732,6.196628997,5.810380689,6.043354013,5.966081919,6.151188574,6.309201076,5.869479104,6.047574397
FN1,8.923392537,5.810597782,8.018974379,7.667080338,10.12173459,12.03781748,6.225409385,8.396861959,8.320581429,9.549180529,5.50778761,6.505828117,8.594338493,8.505753549,8.983870497,10.08564027,10.48535207
FN3K,0.438443198,2.445382743,4.165283549,2.437681658,1.212855167,2.373926121,2.348334543,0.341144809,1.704541539,0.936361403,2.338340484,2.691783611,1.630521734,1.420388099,1.228159298,1.098482185,1.047100183
FN3KRP,3.887122652,3.739763204,5.024475435,3.653838024,3.215565172,3.471537349,3.736667244,3.739842134,4.017798475,3.153309377,3.880238919,4.060582436,3.567942054,3.437966823,3.27920866,3.450122322,3.338087156
FNBP1,6.341108423,7.048474509,5.513879509,7.00598544,6.754390399,6.883050957,6.909774902,6.580004582,6.897418362,6.646756576,6.908410246,7.065917024,6.852219851,6.677839122,6.533679109,6.871924425,6.859469347
FNBP4,5.36979818,6.647689622,5.860118012,5.919405706,6.121082647,5.540642285,5.894088579,5.499933617,5.864042505,6.561601266,5.901743556,5.840362095,5.860819015,6.12237475,6.107260152,6.066601519,5.852001016
FNDC10,4.772682064,4.777084948,3.839124702,4.392037431,3.444228936,2.862996352,4.172977732,3.664280434,4.183046408,4.044411083,4.641244211,3.820681363,4.656905092,4.178788534,3.921786022,4.352653489,3.648029234
FNDC11,0.113641384,0.543741997,0.115644602,0.107692669,0.272738469,0.274022962,0.247602099,0.199374936,0.23394415,0.17699666,0.060962895,0.081471877,0.228755571,0.259717353,0.205954255,0.227979997,0.421479443
FNDC3A,6.235225173,7.2724653,7.626654334,7.263441138,7.272504866,6.900206262,7.052654537,6.744170195,6.802771426,6.681570713,7.326662082,7.422676728,7.076321576,7.078161517,7.456354391,6.763955801,7.162041641
FNDC3B,6.880703397,6.438455625,7.441300239,6.912087236,7.135804775,7.877247501,6.722958314,7.993773807,6.98188959,6.448101545,7.078383129,6.932986198,6.820988646,6.684079224,6.914706607,6.702835968,6.943682545
FNDC4,2.059684894,0.937719008,1.347094175,0.661090008,1.95557332,4.042551901,1.24130336,1.578161211,1.353363125,2.443062962,1.198401685,0.858663663,1.782365354,1.782784293,1.545035694,2.154586831,2.036388636
FNDC5,3.484115056,4.049931685,4.934810223,4.548346357,3.354129724,4.950095731,4.387283483,4.446745139,4.411060035,3.931699932,4.877765864,4.226476309,4.029159257,3.687503998,3.705507863,3.808461214,3.614165665
FNDC7,0.467237498,0.477528123,0.058980731,0.301600234,0.391930706,0.335104354,0.806471484,0.671567938,0.666137645,0.134741349,0.380876088,0.301456492,0.632115502,0.57832075,0.34316424,0.484862554,0.570185698
FNDC8,0.252451853,0,0,0,0,0.143507655,0.03808137,0.122898584,0.041720932,0,0,0.081471877,0,0.102949054,0,0.118488601,0.255664923
FNDC9,0.113641384,0,0,0.827848159,1.123816248,0,0,0,0,0.334632228,0,0,0.783799982,0.479735772,0.655749193,1.714832765,1.734061582
FNIP1,4.39024558,5.405773129,5.497981355,5.549772973,5.423978526,5.901546409,5.32666408,5.221459139,5.242306692,5.206636119,5.122623966,5.520704259,5.229961814,5.3676196,5.16321411,5.462176975,5.759507373
FNIP2,4.173669408,4.554286592,4.702530625,5.013973507,5.29227132,5.567935771,4.750514479,4.642637207,4.927373907,5.275103079,4.751689724,4.679937394,4.821996294,5.117033768,5.138287525,5.672910786,6.083078897
FNTA,7.034123699,6.270201039,6.247698549,6.226887416,6.078772536,6.212548493,6.447699634,6.912998352,6.33064164,6.121534957,6.381156075,6.304223668,6.113708532,6.210031034,6.143724466,6.126157172,6.109651804
FNTB,6.36998634,5.436596779,5.726647239,5.701441223,5.479986699,4.90799721,5.508040778,5.970642091,5.390941789,6.017822505,5.919341799,5.729414175,5.602741119,5.766290414,5.785746905,5.645213547,5.460829772
FOCAD,3.747381226,4.735193145,5.37135572,4.647594444,4.611514734,4.619675483,4.620073424,4.743457612,4.713323008,4.896340295,4.792706062,4.914788799,4.516667189,4.718154136,4.718037708,4.474309413,4.615219775
FOLR1,7.393475576,7.572220959,3.249873255,8.10091933,6.951210339,5.895222244,8.466567671,6.758854289,7.653700465,6.233385209,8.614083201,7.742922112,7.223242376,7.153049481,7.454777871,6.665205775,6.41924744
FOLR2,1.291534849,1.717536405,2.224101218,3.05056037,3.723390811,7.404614548,1.908808205,3.293241881,3.059223468,2.629586499,2.445107348,2.202265176,3.868730162,3.656810696,3.346046264,4.89809451,4.792219116
FOPNL,5.971312114,5.460361662,5.940738509,5.351799415,5.120243065,5.494531281,5.67368323,5.87697516,5.339597909,4.989682374,5.383521304,5.621187455,5.396933558,5.434946859,5.136715221,5.220837434,5.138358039
FOS,6.10500694,5.58548318,5.681612182,5.706803191,5.936510936,5.394053732,5.431421966,5.227178507,6.365456119,6.963163451,6.019688798,4.881053989,5.952536133,6.779444904,6.657812095,5.907007102,5.850789818
FOSB,2.988941482,2.513054064,1.955809948,2.352670961,2.308558215,2.268267387,1.613321342,1.740527073,2.83435916,3.862181055,3.9503929,1.393260069,2.057123271,2.850637395,3.466093468,2.384819017,2.227689161
