"","SUM44_P1","SUM44_P2","SUM44_P3","SUM44_TamR1","SUM44_TamR2","SUM44_TamR3"
"AMMECR1",6.00116,5.93664,5.92227,5.50574,5.54566,5.65587
"AMOT",4.79153,4.6244,4.84955,4.6531,4.47961,4.51328
"AMOTL2",8.43458,7.76888,7.67279,7.69182,7.57576,6.79566
"AMPD1",4.15306,4.26266,4.15751,4.53003,4.14787,3.99129
"AMPD2",7.62305,7.24566,7.2482,7.57463,7.50079,7.16897
"AMPD3",5.88823,5.57083,5.65589,5.98584,6.27898,6.08533
"AMPH",4.60814,4.75113,4.68042,4.71508,4.66186,4.71693
"AMT",5.63043,5.63229,5.83663,5.70019,5.75956,5.6524
"AMZ2",9.01252,8.74526,8.85543,9.18327,9.10385,8.99016
"ANAPC10",6.14672,6.06763,6.13327,5.93802,5.82079,5.60787
"ANAPC13",9.29428,9.38521,9.30932,9.14549,8.97795,9.07509
"ANAPC15",7.26759,7.4385,7.47756,7.63932,7.37438,6.85719
"ANAPC2",6.76548,6.40592,6.42432,6.86136,6.8501,6.82801
"ANAPC5",10.2509,10.3457,10.5058,10.5235,10.5652,10.2828
"ANG",6.52363,6.58732,6.35049,6.54284,6.67183,5.93493
"ANGEL1",7.44015,7.4038,7.33639,7.59862,7.44218,7.38916
"ANGEL2",7.75305,7.5332,7.81387,7.1614,7.28141,7.53354
"ANGPT1",4.88483,4.81836,4.7987,4.89,4.84659,4.84211
"ANGPT2",4.23828,4.177,4.20378,4.20111,4.12013,4.23185
"ANGPTL2",6.44709,6.33988,6.37099,6.52314,6.68474,7.1743
"ANGPTL7",4.92423,4.83512,4.84551,4.81241,5.00963,4.94197
"ANK1",5.45887,5.27374,5.26039,5.41486,5.20113,6.15089
"ANK2",4.53373,4.53071,4.62211,4.766,4.6272,4.9927
"ANK3",9.26592,9.01981,8.60474,8.35118,8.30787,8.86567
"ANKLE2",7.0498,6.82907,6.94713,7.12347,7.35262,6.93217
"ANKMY1",4.90368,4.82376,4.84484,5.07207,5.05709,5.26171
"ANKMY2",8.37705,8.21093,8.16767,8.2519,8.35723,8.42054
"ANKRA2",7.38532,7.32569,7.32609,6.93499,7.42481,6.73781
"ANKRD1",4.01652,4.09443,4.10032,4.14896,4.15029,4.2211
"ANKRD10",8.05261,8.01378,7.83693,7.14417,7.55119,7.0975
"ANKRD10-IT1",7.18059,7.20899,7.25695,7.04247,7.02121,7.09582
"ANKRD12",5.56293,5.5259,5.54668,5.30913,5.54848,5.21188
"ANKRD17",8.4983,8.44847,8.37009,7.83309,7.8801,7.84301
"ANKRD26",5.26962,5.50243,5.6778,5.55681,5.43062,5.38515
"ANKRD28",7.00373,6.77117,6.97487,6.58035,6.32424,6.37009
"ANKRD34C",4.17085,4.12812,4.0766,4.13071,4.15216,4.13071
"ANKRD36",3.82885,3.83646,3.90301,3.76481,3.89589,3.71462
"ANKRD36BP2",3.52012,3.50962,3.5748,3.53858,3.59101,3.55647
"ANKRD40",6.83069,6.66567,6.71053,6.73878,6.89694,6.4737
"ANKRD40CL",4.21289,4.13482,4.16322,4.24376,4.26709,4.43191
"ANKRD46",8.05651,8.08897,8.35233,7.89737,7.98194,7.66777
"ANKRD53",4.14482,4.04983,4.1701,4.33302,4.30972,4.23211
"ANKRD6",4.15774,4.24473,4.05695,4.31542,4.26312,4.44815
"ANKRD7",3.77702,3.77134,3.79304,3.86381,3.90203,4.08148
"ANKS1A",8.30179,8.13456,8.14686,8.43517,8.39874,7.88956
"ANKZF1",7.96163,7.81048,7.693,7.58339,7.62293,7.08594
"ANO1",3.67703,3.66699,3.65516,3.62231,3.5077,3.84482
"ANO3",3.78483,3.79707,3.86989,3.77487,3.80773,3.75026
"ANOS1",6.81894,6.48807,6.40147,6.60568,6.41805,6.53069
"ANP32A",9.27811,9.38498,9.24558,8.79463,8.94709,8.50905
"ANP32B",11.399,11.4882,11.5747,11.2356,11.5058,11.4275
"ANP32C",4.70388,4.73737,4.80874,4.82099,4.70673,4.9119
"ANP32D",3.91612,3.88108,3.80452,4.04203,3.96445,4.45206
"ANP32E",7.34772,8.12763,8.51453,7.40482,7.53814,8.23043
"ANPEP",4.59708,4.40686,4.50227,4.46372,4.54762,4.48275
"ANXA1",6.10119,5.56525,4.81532,4.49251,4.19884,5.00462
"ANXA10",4.39587,4.21467,4.33247,4.50954,4.25279,4.41118
"ANXA11",10.9918,10.7331,10.6409,11.4089,11.097,10.6586
"ANXA13",5.26917,5.4087,5.30025,5.46884,5.32456,5.86433
"ANXA2",13.1784,13.062,12.9786,13.2899,13.0925,12.848
"ANXA2P1",4.67182,4.57754,4.54444,4.93072,4.93027,4.75892
"ANXA2P2",9.44401,9.30249,9.19447,9.47817,9.3116,8.9409
"ANXA2P3",6.02012,6.20733,6.01206,6.2825,6.14105,5.84429
"ANXA3",7.47363,6.9671,6.7211,5.77448,5.03704,5.10309
"ANXA4",10.2973,10.2908,10.3457,10.3907,10.3234,9.87094
"ANXA5",10.728,10.7169,10.8491,10.8833,10.9757,10.6757
"ANXA6",10.1078,10.3678,10.2328,10.9492,10.6968,10.0621
"ANXA7",10.7597,10.8113,10.7891,10.6981,10.7367,10.5869
"ANXA9",9.21048,8.95751,8.7764,9.55355,9.63234,9.06711
"AOAH",5.24396,5.12102,5.23884,5.26313,5.18764,5.40842
"AOC1",4.56596,4.45758,4.41678,4.56747,4.57504,4.67603
"AOC2",4.54301,4.45647,4.42338,4.3899,4.53234,4.36212
"AOC3",4.25574,4.23883,4.23589,4.20538,4.13055,4.61124
"AOC4P",5.59559,5.45187,5.59546,5.61679,5.51513,5.43828
"AOPEP",7.14793,6.55919,6.02551,5.25947,5.51792,5.1006
"AOX1",6.02151,5.99188,5.96283,5.96604,5.83704,5.67021
"AP1B1",7.53232,7.53548,7.73433,8.18635,7.98973,7.95122
"AP1G1",8.00468,8.45983,8.40595,8.85624,8.9929,8.6367
"AP1G2",7.82522,7.68184,7.71402,7.6985,7.65378,7.50459
"AP1M2",9.11301,9.24207,9.19427,9.61938,9.65117,9.3032
"AP1S1",8.25913,8.16375,8.56507,8.63694,8.69121,8.30641
"AP1S2",5.84532,6.0335,5.7928,5.55698,5.2493,5.78399
"AP2A2",9.83298,9.54435,9.32185,9.91141,9.9387,9.51541
"AP2B1",7.96528,8.42533,8.61268,7.791,7.91237,7.63559
"AP2M1",9.54351,9.72842,9.52176,9.86646,9.92075,9.21605
"AP2S1",11.4424,11.2088,11.3737,11.5282,11.7058,11.4143
"AP3B1",8.18518,8.43692,8.41348,8.05704,8.05474,8.33482
"AP3B2",4.47977,4.56006,4.46795,4.63667,4.71252,4.60985
"AP3D1",9.56655,9.62231,9.73942,9.93305,9.86333,9.24183
"AP3M2",7.5309,7.87221,8.34481,8.32391,8.13256,8.16004
"AP3S1",11.8103,11.9685,12.1576,12.4337,12.5531,12.6452
"AP4M1",7.15572,7.11567,7.48741,7.5501,7.51157,7.2515
"AP4S1",6.95898,7.01878,6.9756,7.10447,7.04727,7.1286
"AP5M1",8.6705,9.03464,8.90427,8.5644,8.65369,8.67243
"APAF1",5.82791,5.7368,5.8982,5.85219,5.75278,5.74033
"APBA1",4.87988,5.02134,5.19443,5.00199,5.10676,5.1404
"APBA2",6.0205,5.99703,5.9508,5.98911,5.99873,5.96734
"APBA3",6.39783,6.40794,6.33224,6.42056,6.44907,5.87065
"APBB1",5.13247,5.20947,5.02415,5.13544,5.16881,5.4445
"APBB2",8.3707,8.17137,7.97885,6.91751,7.04773,6.85152
"APC",6.69857,7.05165,6.80424,6.52655,6.67207,6.81254
"APC2",5.75224,5.87401,5.65219,5.8632,5.87238,6.31672
"APCS",5.03642,4.72722,4.81293,4.77242,4.67341,4.86926
"APEH",8.45736,8.40552,8.57117,8.65399,8.63578,7.95649
"APEX1",10.6855,10.4268,10.2426,10.1584,10.3145,9.87935
"APEX2",8.06924,8.35701,8.25516,8.64939,8.3745,8.19122
"APH1A",9.01498,9.0324,8.9294,9.09425,9.14526,8.41818
"API5",8.56244,8.63355,8.75841,7.8614,7.89254,8.33596
"APIP",9.03061,9.19119,9.14214,8.92462,9.09142,9.04279
"APLNR",5.00489,5.08638,4.90229,5.17618,5.11635,5.4062
"APLP1",6.57808,6.901,7.34812,6.88745,6.95291,6.81741
"APLP2",11.5487,11.5699,11.7428,11.3062,11.3141,11.0515
"APMAP",10.1259,9.57215,9.15322,9.38297,9.39834,8.98514
"APOA1",5.7,5.8405,5.74905,6.61567,6.73466,6.59731
"APOA4",5.30346,5.71551,5.80351,6.03748,5.89827,5.73707
"APOB",4.31085,4.26667,4.2878,4.24872,4.08413,4.24917
"APOBEC1",4.38007,4.33913,4.30834,4.35939,4.24275,4.20849
"APOBEC2",5.52049,5.76071,5.73416,5.63067,5.56756,5.80906
"APOBEC3B",7.65992,7.91475,8.73208,8.1055,8.6141,8.18197
"APOBEC3C",5.26548,5.48449,5.32691,5.30585,5.20522,5.37922
"APOBEC3F",5.49712,5.42073,5.25785,5.54263,5.39904,5.60835
"APOBEC3G",6.24743,6.30396,6.12496,6.41405,6.16906,6.55533
"APOC1",6.37861,6.55457,6.48605,6.58337,6.54776,6.84804
"APOC3",4.20514,4.34557,4.19982,4.5218,4.52062,4.73639
"APOD",11.6365,10.4093,9.00134,6.74211,6.51795,6.30165
"APOE",6.1348,6.16153,6.2189,6.35575,6.11755,6.06347
"APOF",3.77134,3.78143,3.71461,3.75154,3.76784,3.84347
"APOH",4.8429,4.7858,4.84323,4.92863,5.01129,4.77061
"APOL1",6.64894,7.0139,6.93967,6.26606,6.10027,6.01872
"APOM",5.2043,5.31247,5.27562,5.2912,5.45831,5.56173
"APOOL",6.98531,7.16486,6.99339,6.78499,6.67144,6.39358
"APP",10.3765,10.0808,10.6861,9.78427,9.7015,9.18293
"APPBP2",6.99788,6.85442,6.88967,6.47311,6.48652,6.74432
"APPL1",5.49684,5.69545,6.01934,5.33476,5.04579,5.40687
"APPL2",7.02831,6.68418,6.52701,6.26537,6.67505,6.49591
"APRT",9.31924,9.39045,9.56654,9.93515,9.78519,9.50733
"APTX",7.76844,7.70821,7.91476,7.83535,7.75649,7.05077
"AQP1",5.06085,5.09244,4.93183,5.02471,5.04408,4.99078
"AQP2",6.73165,6.98987,6.82882,7.00636,6.85969,6.93158
"AQP3",6.35646,6.25511,6.36659,6.3588,6.49849,6.70018
"AQP4",4.27756,4.30965,4.028,4.73927,4.17311,4.74699
"AQP5",5.53061,5.57885,5.44325,5.59073,5.552,6.62412
"AQP6",6.4901,6.64651,6.44993,6.74621,6.72452,7.14248
"AQP8",5.1484,5.09665,5.02264,4.98545,5.00956,4.76923
"AQP9",4.89777,4.92223,4.81661,4.92002,4.90817,4.70165
"AQR",8.63501,8.77171,8.44722,7.99834,7.88424,8.14631
"AR",6.55424,6.46262,6.28557,7.026,7.4455,7.04211
"ARAF",7.9635,7.96583,7.8555,8.16356,8.07052,7.81091
"ARAP1",7.53742,7.5252,7.45361,7.23645,7.19874,7.12987
"ARC",5.46175,5.35097,5.4633,5.18956,5.35795,6.02012
"ARCN1",8.94976,8.91286,8.95449,8.9974,9.09081,8.98724
"AREG",3.90127,4.00966,3.96954,3.9337,3.8198,3.89011
"AREL1",8.50487,8.25549,8.29969,8.3745,8.57593,7.87338
"ARF3",10.8474,10.5788,10.5894,10.7609,10.8327,10.24
"ARF4",11.42,11.5704,11.4683,11.7994,11.6728,11.5981
"ARF5",9.91048,9.91405,9.94072,10.1506,10.1333,9.84888
"ARF6",9.3972,9.28968,9.47318,9.31201,9.51944,8.86841
"ARFGAP1",7.60749,7.39557,7.58214,7.88327,7.76087,7.80325
"ARFGAP2",8.96741,8.78986,8.82414,9.31162,9.15781,8.81471
"ARFGAP3",9.07397,8.75888,8.67358,8.80977,8.92926,9.05991
"ARFGEF1",8.49618,8.41226,8.30734,7.30277,7.5759,7.65882
"ARFGEF2",9.13717,8.76716,8.84603,8.0156,8.12881,8.54694
"ARFIP1",8.1416,8.3604,8.16643,7.30723,7.585,7.90298
"ARFIP2",9.72987,9.38055,8.89106,9.65129,9.81719,9.4565
"ARFRP1",7.59785,7.60291,7.76217,7.81803,7.76461,8.63563
"ARG1",3.95716,3.92677,3.92338,3.96583,4.02787,4.1889
"ARG2",6.75147,6.71011,7.23947,7.68118,7.20096,7.00499
"ARGLU1",7.50348,7.56633,7.81302,7.16105,7.36565,7.12972
"ARHGAP1",10.4772,10.4574,10.5036,11.0566,10.8786,10.481
"ARHGAP11A",4.03094,4.0399,4.33906,4.06317,4.21215,3.96488
"ARHGAP12",7.38203,7.50571,7.08704,6.12074,6.11662,6.02037
"ARHGAP17",9.29262,8.89924,8.75824,9.35147,9.46922,9.23592
"ARHGAP19",6.153,6.38346,6.37314,6.13409,6.41894,6.22128
"ARHGAP22",4.25624,4.0517,4.1397,4.1618,4.08417,4.08017
"ARHGAP25",5.27673,5.4299,5.46986,5.29855,5.37058,5.31433
"ARHGAP26",7.34766,6.96025,6.79067,8.54077,8.92391,8.2967
"ARHGAP29",11.6915,12.013,11.6933,11.3238,11.301,11.8442
"ARHGAP32",8.3507,8.39033,8.24655,8.47356,8.6812,8.76549
"ARHGAP33",6.33738,6.45348,6.831,6.58937,6.49147,6.51682
"ARHGAP35",6.77445,6.79007,6.71212,7.05724,6.85285,6.8688
"ARHGAP4",5.89848,5.76779,5.77096,6.03226,5.94383,6.07803
"ARHGAP44",5.83806,5.7186,5.7722,5.79455,5.56308,5.78225
"ARHGAP45",7.46018,7.20794,7.30135,7.49484,7.30852,7.08064
"ARHGAP5",6.86584,6.9716,7.1431,6.64051,6.75241,7.14324
"ARHGAP6",4.46617,4.28649,4.37208,4.4396,4.37795,4.51751
"ARHGDIA",8.71562,8.74789,9.06595,9.55859,9.29085,9.14983
"ARHGDIB",10.5353,11.1024,10.8653,10.3515,10.121,9.94657
"ARHGDIG",5.30969,5.35178,5.27546,5.36399,5.23417,5.94533
"ARHGEF10",7.37403,7.44866,7.40894,7.19735,7.06159,6.78405
"ARHGEF11",6.35015,6.14945,6.38973,6.41577,6.51933,5.92982
"ARHGEF12",9.08125,9.08125,9.08823,8.55417,8.52722,8.83241
"ARHGEF15",6.61183,6.49886,6.41922,6.59774,6.60303,6.30084
"ARHGEF16",7.29868,7.31263,7.4325,7.27545,7.32228,7.114
"ARHGEF17",7.94972,7.89369,8.28026,7.71759,7.41275,7.20957
"ARHGEF18",8.15405,8.20564,8.22684,8.27835,8.28242,7.74536
"ARHGEF2",9.41508,9.15135,9.21397,9.08967,9.29473,8.82341
"ARHGEF3",7.37898,6.94721,5.99191,8.05989,8.06589,7.95566
"ARHGEF4",5.23771,5.28359,5.23659,5.23643,5.36623,5.54662
"ARHGEF5",9.08039,8.99508,8.92173,9.31257,9.16605,8.8945
"ARHGEF6",7.40404,7.02369,6.73266,6.47293,6.5238,6.40432
"ARHGEF7",8.14727,7.74658,7.99229,7.9699,8.1855,7.69845
"ARHGEF9",5.54956,6.04614,6.01594,6.07203,5.96558,6.20365
"ARID1A",9.0479,9.18554,9.17205,9.22027,9.2981,8.91578
"ARID3A",5.39021,5.39281,5.46158,5.4978,5.61154,5.66496
"ARID4A",6.07115,6.155,6.30313,5.98656,5.73809,5.83928
"ARID4B",8.96482,9.18939,9.01814,8.49557,8.47964,8.85513
"ARID5A",5.99854,6.23345,6.11472,6.60372,6.71243,6.81294
"ARID5B",10.0958,9.65161,9.09176,8.30881,8.40248,8.44798
"ARIH1",8.58041,8.37261,8.38879,8.28207,8.34724,8.0429
"ARIH2",7.29709,6.74338,7.11275,7.44071,7.61547,7.0946
"ARL1",9.3611,9.48595,9.18582,9.56182,9.36354,9.51692
"ARL2",8.08785,8.27705,8.36985,7.69051,7.46975,7.00016
"ARL2BP",8.48674,8.79726,8.67361,9.04014,9.11466,8.88344
"ARL3",9.26516,9.28323,9.49881,9.41005,9.58107,9.32441
"ARL4A",9.47284,8.88954,7.9138,8.62848,8.99253,8.86204
"ARL4C",6.44309,6.19818,6.31424,6.33971,6.26914,6.31591
"ARL4D",7.29584,7.01004,6.84754,7.28777,7.40255,7.0449
"ARL6IP1",10.5527,10.5897,10.7516,10.0004,10.2975,10.3958
"ARL6IP4",9.04046,8.91646,9.01153,9.02982,9.04071,8.81967
"ARL6IP5",11.2961,11.1154,10.9363,10.4043,10.578,10.6259
"ARL8B",10.8236,10.5835,10.6116,10.185,10.3066,10.4442
"ARMC1",7.7167,7.92232,7.79749,7.26659,7.10578,6.8044
"ARMC8",6.50812,6.36849,6.57021,6.35008,5.94858,6.15704
"ARMCX1",9.51792,9.5601,9.34517,8.93499,9.29376,9.33983
"ARMCX2",7.59445,8.32627,8.39775,9.7616,9.87709,9.75669
"ARMCX3",9.16446,9.21992,9.12562,10.3321,10.6288,11.0629
"ARMCX4",4.58644,4.52794,4.42514,4.56512,4.77826,4.58442
"ARMCX6",11.3768,11.2046,11.2422,12.7772,12.9786,12.8562
"ARMT1",10.1042,10.3744,10.0829,9.37397,9.31661,9.68156
"ARNT",6.50421,6.44176,6.26355,6.66015,6.86484,6.32426
"ARNT2",5.93913,6.08752,6.30046,6.15903,5.74513,5.82771
"ARNTL",8.40682,8.1956,7.83823,7.85689,8.15048,8.08969
"ARPC1A",10.6431,10.8759,11.0809,11.3774,11.368,10.9078
"ARPC1B",9.30848,9.05869,9.1907,9.87458,9.63795,9.46727
"ARPC2",11.0523,10.9979,10.8846,10.826,10.766,10.4167
"ARPC3",10.0819,10.1736,10.026,10.1998,10.2268,10.064
"ARPC4",9.81384,9.68453,9.65931,9.97453,9.8696,9.69346
"ARPC5",11.0486,11.2395,11.1072,11.2566,11.3898,11.3055
"ARPIN",5.51884,5.54594,5.53235,5.90267,5.78137,6.11272
"ARPP19",9.86785,9.95504,9.76771,9.46903,9.29628,10.1412
"ARR3",5.739,5.63397,5.66226,5.74523,5.70297,5.90801
"ARRB1",10.6634,10.392,10.2366,10.0514,10.0438,9.29401
"ARRB2",6.16858,6.55471,6.45482,6.27482,6.04415,6.0661
"ARSA",7.09424,6.60075,6.84051,7.16216,7.27494,6.74835
"ARSB",5.59458,5.43358,5.30028,5.71321,5.68551,5.31598
"ARSD",5.68281,5.62387,5.66676,5.90151,5.80249,5.6736
"ARSE",4.47631,4.46591,4.5345,4.7224,4.48268,4.81137
"ARSF",5.62947,5.48004,5.5506,5.53257,5.71967,5.82966
"ART1",5.38353,5.27597,5.449,5.74835,5.55447,6.09853
"ART3",3.72354,3.69557,3.69058,3.7333,3.66321,3.74044
"ART4",4.48642,4.4726,4.48665,4.23903,4.29501,4.31096
"ARTN",6.68414,6.72224,6.88175,7.14075,7.0476,7.75375
"ARVCF",7.4958,7.46735,7.53612,7.5672,7.46105,7.84792
"ASAH1",10.2411,10.1416,10.3263,9.65845,9.44296,9.51999
"ASAP2",8.50826,8.75254,9.06569,8.13175,8.32908,8.32281
"ASB1",7.1668,7.14885,7.22619,7.36651,7.4636,7.56902
"ASB13",7.75933,8.02953,7.90316,9.28005,9.74214,9.34566
"ASB4",4.26492,4.1737,4.12106,4.23259,4.18955,4.4305
"ASB8",7.26273,7.19874,7.13739,7.27967,7.16122,7.27904
"ASB9",5.43652,5.0641,4.91731,5.33784,5.25803,4.84274
"ASCC2",6.73711,6.85055,6.90099,7.73765,7.39307,6.90274
"ASCC3",7.79873,8.28665,7.9333,7.34987,7.09188,7.68683
"ASCL1",6.99687,6.99132,6.93783,6.74304,6.75088,6.808
"ASCL2",3.74411,3.69793,3.76836,3.77406,3.6106,3.95674
"ASF1A",8.20965,8.1803,8.17149,8.29161,8.18365,8.19001
"ASF1B",6.53238,7.42395,8.11849,7.91599,7.55522,7.66735
"ASGR1",4.45842,4.40439,4.34463,4.4356,4.2909,4.63056
"ASGR2",7.04328,6.99694,6.90629,7.13996,7.03598,8.13657
"ASH1L",5.77036,5.55365,5.56678,5.47303,5.61326,5.47837
"ASH2L",11.6908,11.8788,12.1171,11.8101,11.8664,11.8877
"ASIC1",6.15405,6.01977,6.12571,6.15475,6.14747,6.03151
"ASIC2",5.70462,5.64131,5.72993,5.77528,5.74532,5.64834
"ASIP",4.71247,4.72063,4.70788,5.03123,4.73325,5.10904
"ASL",7.33713,7.58403,7.98101,8.42196,8.06374,7.79303
"ASMT",4.6308,4.54354,4.7116,4.64654,4.36188,4.67514
"ASMTL",8.40564,8.42833,8.41645,9.09274,9.14932,8.8124
"ASMTL-AS1",4.91486,5.01762,5.02065,5.08951,5.25432,4.9658
"ASNA1",8.81297,8.97082,8.77765,9.29732,9.12168,8.47396
"ASNS",11.4815,10.002,9.99033,10.0557,11.0643,10.0189
"ASNSD1",7.96439,7.81432,7.92145,7.46713,7.31261,7.74199
"ASPA",3.99135,4.24355,3.99052,4.15701,4.25357,4.13875
"ASPH",8.30634,7.71961,7.66132,7.81436,7.8531,7.97194
"ASPHD1",5.87639,5.95612,6.05125,6.3849,6.29957,6.48275
"ASRGL1",5.96857,5.87401,5.84189,5.98424,5.96477,6.06054
"ASS1",11.2305,9.16594,7.90579,9.05548,9.03933,7.85823
"ASTN1",4.06756,3.95756,3.92161,3.9361,3.97802,3.90667
"ASTN2",6.19187,5.98991,5.69163,6.5799,6.62226,6.35179
"ASXL1",7.62646,7.43447,7.47135,7.63794,7.78667,7.33555
"ASXL2",9.87005,9.94085,9.83765,9.4985,9.23938,9.65833
"ATAD2",6.77217,7.85966,8.39614,7.00393,6.88903,6.81073
"ATAD2B",8.36238,8.58502,8.43019,7.65335,7.64903,8.33522
"ATAT1",6.23234,6.33197,6.31042,6.32687,6.28102,6.43323
"ATF2",6.5218,6.60091,6.36073,6.00505,6.20246,5.74721
"ATF3",7.77452,7.0678,6.71225,7.1828,8.50072,6.95451
"ATF4",12.1697,11.1992,11.3868,11.2531,11.9705,11.2099
"ATF5",7.14361,7.22754,7.03155,7.43968,7.31753,6.89572
"ATF6",8.3818,8.30787,8.08766,8.2214,8.27947,7.84717
"ATF6B",6.68895,6.96632,6.83894,6.57776,6.92484,6.29711
"ATF7",5.49321,5.2584,5.45427,5.26947,5.28702,5.42497
"ATF7IP",7.95893,8.03507,7.52031,7.41639,7.48182,7.4324
"ATG10",4.87988,4.83863,4.75744,4.74187,4.85221,4.48641
"ATG101",10.1837,9.64039,9.47351,9.86887,9.97179,9.40145
"ATG12",7.81978,8.0283,8.33181,8.56153,8.8035,8.80099
"ATG13",8.07361,8.1069,7.91337,8.501,8.57281,8.29892
"ATG14",7.10012,6.86623,6.79152,6.96824,6.94071,6.32203
"ATG2A",7.47366,7.29882,7.19,7.00001,7.23285,6.96081
"ATG4A",7.64329,7.57196,7.52264,7.68296,7.73231,7.63934
"ATG4B",8.03509,8.08534,8.23478,8.44528,8.29218,8.25014
"ATG5",9.05319,8.85679,8.72671,8.68659,8.68411,8.79102
"ATG7",6.79804,6.6964,6.60216,7.15318,7.47332,6.4591
"ATG9A",7.43669,7.43433,7.25277,7.46043,7.39858,7.60089
"ATIC",11.3939,11.1972,11.0997,10.9723,11.0665,10.6982
"ATM",5.0962,5.3256,5.35562,5.37693,5.20294,5.62731
"ATMIN",8.28491,8.23647,8.25129,7.69331,7.81094,8.27781
"ATN1",7.5864,7.41372,7.63682,7.89994,7.7677,7.56887
"ATOX1",9.99331,10.084,9.83331,10.5808,10.6143,10.2397
"ATP10A",5.78643,5.8597,5.91777,5.93574,5.72814,5.77914
"ATP10B",5.62953,5.67353,5.80673,6.02175,5.69125,5.48618
"ATP10D",6.36466,6.28867,6.21908,5.27345,5.64647,5.6149
"ATP11A",4.84856,4.80973,4.84001,4.81976,4.936,4.49542
"ATP11B",5.03272,4.74553,4.71427,5.06354,5.28575,5.20958
"ATP12A",5.56941,5.62066,5.54574,5.77822,5.50059,5.62144
"ATP13A1",7.60434,7.52981,7.7386,8.34867,8.18641,7.83977
"ATP13A2",8.26704,8.26011,8.29238,7.89686,7.91243,7.06665
"ATP13A3",6.30377,6.49256,6.43472,5.60929,5.87238,5.89742
"ATP1A2",4.66457,4.84395,4.8235,4.95662,4.86459,5.11766
"ATP1A3",4.9872,5.0648,4.72673,4.97686,4.91972,5.95349
"ATP1B1",10.3388,10.2668,10.1333,9.24718,10.0541,9.25544
"ATP1B2",5.33577,5.23765,5.3395,5.49312,5.28491,5.45539
"ATP1B3",9.23381,9.1962,9.46013,9.23119,9.3994,9.16508
"ATP2A1",4.76355,4.69047,4.64406,4.76315,4.78164,5.69059
"ATP2A2",10.9956,11.2044,11.2553,11.1533,11.2983,11.0855
"ATP2A3",8.60398,8.41295,7.88804,7.65369,7.40193,7.66683
"ATP2B1",6.50455,6.69375,6.54425,6.29687,6.2496,6.25244
"ATP2B2",5.14402,5.25811,5.23444,5.11319,5.29333,5.18968
"ATP2B3",4.93145,4.89927,4.86471,5.05198,5.10564,5.00257
"ATP2B4",8.12837,8.3515,8.34819,8.52146,8.47356,8.2953
"ATP2C1",6.63066,6.61291,6.79025,6.53645,6.51442,6.5093
"ATP2C2",7.9501,7.76758,7.89758,6.92168,6.50947,6.19677
"ATP4A",5.54033,5.57833,5.26453,5.83538,5.92188,6.07774
"ATP4B",4.29517,4.19456,4.17968,4.27922,4.22939,4.40169
"ATP5F1A",12.2115,12.2541,12.1044,12.1121,12.2438,12.0224
"ATP5F1B",12.4871,12.62,12.718,12.7064,12.7862,12.4895
"ATP5F1C",12.3744,12.4499,12.4212,12.4427,12.4645,12.2161
"ATP5F1D",7.58233,8.05047,8.33319,8.32985,8.25681,7.89968
"ATP5F1E",11.9361,11.8917,11.6482,11.8333,11.776,11.8474
"ATP5IF1",9.08432,9.18131,9.42901,9.41465,9.52366,9.37844
"ATP5MC1",8.62735,9.14737,9.4472,9.35053,9.07711,9.13633
"ATP5MC2",11.4829,11.4559,11.34,11.4392,11.6135,11.3184
"ATP5MC3",11.9196,12.1221,12.1132,11.9001,11.898,11.5763
"ATP5ME",10.8211,11.05,11.1168,10.6131,10.329,10.4332
"ATP5MG",11.9958,12.0009,12.0592,12.2874,12.2584,12.2182
"ATP5MPL",12.3814,12.3066,12.3529,12.3577,12.3372,12.3309
"ATP5PB",11.7248,11.8406,11.9871,11.9358,11.8276,11.8767
"ATP5PD",11.3326,11.6278,11.7079,12.0541,11.8609,11.8746
"ATP5PF",11.2781,11.4748,11.3439,11.1337,11.1209,11.1112
"ATP5PO",11.4042,11.4848,11.5671,11.3808,11.4211,11.182
"ATP6AP1",10.8075,10.6129,10.6116,10.9011,10.9946,10.7672
"ATP6AP2",10.5245,10.4468,10.6017,10.1272,10.3573,10.4183
"ATP6V0A1",7.56509,7.75296,7.7833,8.05148,8.10112,7.88626
"ATP6V0A2",6.06432,5.82353,5.98083,6.07688,6.18612,5.55392
"ATP6V0B",10.1882,9.86925,9.81602,10.4865,10.4995,10.0877
"ATP6V0C",11.0885,10.9386,10.9863,11.3833,11.2855,11.0032
"ATP6V0D1",10.4816,10.703,10.8031,11.4162,11.1902,10.9676
"ATP6V0E1",11.5935,11.4703,11.2996,11.6927,11.5663,11.1615
"ATP6V0E2",9.65101,9.73426,9.92689,9.78259,9.78137,9.59212
"ATP6V1A",9.57994,9.64753,9.79972,9.42106,9.35705,9.54961
"ATP6V1B1",7.22452,6.64978,5.78892,6.11589,5.8214,6.54774
"ATP6V1B2",8.34472,8.46337,8.42149,9.01112,9.13412,8.60123
"ATP6V1C1",8.68374,8.1559,8.0977,7.91047,7.81876,7.71738
"ATP6V1D",10.1102,10.1315,10.0132,10.2309,10.1401,10.0165
"ATP6V1E1",10.1571,10.3287,10.3703,10.6594,10.5859,10.4521
"ATP6V1F",10.8137,10.7622,10.813,11.1094,11.0675,10.5729
"ATP6V1G1",10.5227,10.3887,10.3512,10.5612,10.4175,10.4807
"ATP6V1G2",4.60174,4.52336,4.56645,4.56734,4.31454,4.36221
