,T47.D_0h_1,T47.D_0h_2,T47.D_24h_13,T47.D_24h_14,BT.474_0h_15,BT.474_0h_16,BT.474_24h_25,BT.474_24h_26
SLC35F2,8.0546,7.1483,8.3839,8.1367,6.57,6.8563,7.2232,7.0118
SLC35F5,3.655,3.4142,3.6157,3.2445,3.5142,3.69,3.4741,3.446
SLC35F6,6.1733,5.7857,5.915,5.7365,5.6996,5.7878,5.3121,5.5058
SLC35G2,3.8473,3.6437,3.8732,4.0152,3.687,3.7793,3.8011,3.6527
SLC36A1,7.4591,7.3759,7.7414,7.6689,7.537,7.3637,7.3576,7.4535
SLC37A1,6.4095,6.1344,6.7556,6.3041,7.4372,7.2792,7.3405,7.0877
SLC37A4,7.6451,8.2513,9.2214,8.7804,7.8287,8.0082,8.0216,8.0139
SLC38A1,7.6468,8.7455,10.0171,10.3584,10.9022,10.7863,10.6873,10.9916
SLC38A10,7.2929,7.3055,8.042,7.5668,6.746,6.643,6.2226,6.2946
SLC38A2,11.6359,11.4788,11.2988,11.6843,10.5923,10.6512,11.0428,10.8665
SLC38A3,5.284,5.3883,5.6384,5.9441,5.7539,5.4907,5.5622,5.5211
SLC38A4,3.1683,3.2501,3.1376,3.069,3.2516,3.0691,2.9779,3.1961
SLC38A6,6.7311,5.9181,6.4197,5.9672,5.3506,5.5526,5.3415,5.4291
SLC38A7,7.023,6.9411,7.0233,6.9487,6.668,6.7364,6.7796,6.8513
SLC39A1,8.7084,8.5526,8.7315,8.4576,8.1567,8.1301,7.8835,7.9742
SLC39A14,7.5264,6.9011,8.1028,8.0199,6.6315,6.8979,6.9765,7.1051
SLC39A2,5.8226,5.7359,5.3238,5.3741,4.6622,5.1598,5.0838,4.7864
SLC39A4,7.0429,6.7091,8.8631,8.7065,5.824,5.5701,5.6585,5.9268
SLC39A6,11.1697,11.2804,10.574,10.9178,11.4941,11.6427,12.2237,12.1424
SLC39A7,6.3139,6.6659,8.4486,7.7753,8.8017,8.2767,8.0756,8.4787
SLC39A8,8.5122,7.8063,8.1408,8.3176,6.5714,6.7874,6.9846,7.3248
SLC39A9,6.1823,5.6483,8.5124,8.2859,6.9943,6.8448,7.2997,7.4887
SLC3A1,4.222,4.0093,3.635,3.7615,3.6377,3.6002,3.6289,3.7113
SLC3A2,8.3539,9.183,10.7746,10.6816,8.9856,8.8331,8.8574,9.1321
SLC41A3,5.9035,6.6003,6.5807,6.2489,7.2042,6.8856,7.0188,6.9271
SLC43A1,5.2983,4.9896,5.1085,5.2785,5.2783,5.0465,5.1148,5.1404
SLC43A3,6.8321,6.437,7.6758,7.7122,5.0068,4.9213,4.909,4.8717
SLC44A1,3.4221,3.5951,3.2454,3.6619,3.9218,3.6316,3.6464,3.7223
SLC44A4,4.3442,4.4964,4.3846,4.0811,4.1738,4.3067,4.4044,4.2273
SLC45A2,5.2541,5.3047,4.7647,4.9618,4.8402,4.4538,4.6312,4.503
SLC46A3,9.1631,9.11,7.7905,8.1161,4.265,4.8038,3.9419,3.6461
SLC47A1,3.4804,3.7007,5.1868,4.8759,3.6922,3.6702,3.6031,3.7524
SLC48A1,8.0466,7.9478,8.3407,7.9363,8.0132,8.072,7.8931,7.8953
SLC49A3,5.0469,5.0586,5.9894,5.4904,4.477,4.7311,4.5149,4.8419
SLC4A1,5.8732,6.6047,5.7067,5.7078,5.5501,5.8195,5.798,5.7737
SLC4A10,3.304,3.3904,3.2942,3.3339,3.4611,3.3794,3.161,3.2972
SLC4A1AP,7.9766,7.285,7.5177,7.4483,7.4925,7.5612,7.2722,7.147
SLC4A2,7.1896,6.9967,7.7719,7.4522,7.8991,7.9343,7.6284,7.4604
SLC4A3,4.7802,4.7149,4.2815,4.4952,4.8888,4.8838,4.6693,4.7725
SLC4A4,4.3086,4.7417,4.1662,4.1418,4.0437,3.9033,4.1364,4.0405
SLC4A5,4.9256,4.7894,4.8605,4.7447,4.8857,4.7554,4.9466,4.7461
SLC4A7,6.1235,6.444,6.0836,6.4052,5.8342,5.7817,6.5503,6.6133
SLC4A8,3.7436,3.5919,3.8636,3.8459,3.5183,3.886,3.5104,3.4818
SLC50A1,8.4449,8.9926,9.5729,9.3536,9.4706,9.5017,9.167,9.3024
SLC52A1,4.4433,4.6065,4.5536,4.5857,4.5209,4.6713,4.2891,4.3905
SLC52A2,8.0404,8.0046,8.7532,8.5006,8.8173,8.5204,8.5093,8.7971
SLC5A1,4.385,4.2866,4.188,4.3768,3.8819,4.03,4.437,4.1815
SLC5A12,3.1856,3.1789,3.0686,3.1116,3.0756,3.0792,3.163,3.0925
SLC5A2,5.8282,5.8672,5.6117,5.9155,5.5808,5.5,5.645,5.6649
SLC5A3,7.0865,6.8938,7.5087,8.2791,6.885,7.1259,7.8137,7.4096
SLC5A4,4.021,3.9439,3.7258,4.0264,3.6709,3.7704,3.7609,3.5753
SLC5A5,6.4766,6.5696,6.1434,6.1695,6.3189,6.1681,6.2291,5.9935
SLC5A6,9.6979,9.3107,9.2571,9.2074,9.8065,9.5274,9.6939,9.7909
SLC5A7,4.7097,4.3887,4.2504,4.1382,4.3001,4.4538,4.0563,4.0783
SLC6A1,3.5169,3.5338,3.5058,3.6099,3.8105,3.5391,3.6136,3.5106
SLC6A11,5.1244,5.1717,5.3688,5.0964,5.2846,5.2886,5.2486,5.5613
SLC6A12,4.7392,5.2931,4.16,4.1107,3.8537,3.7462,3.9675,3.7687
SLC6A13,5.0484,5.0757,4.8549,5.2031,5.059,5.0669,5.1726,4.8867
SLC6A14,3.4709,3.6822,3.3923,3.5338,3.6495,4.3386,6.0216,6.3844
SLC6A15,4.1715,4.0654,3.8105,3.9411,3.8058,3.6675,3.7907,3.7962
SLC6A16,4.1994,4.3109,3.9224,4.2202,5.2688,5.1462,4.8406,4.5113
SLC6A2,6.5642,6.5989,6.9556,6.8511,7.1711,6.8503,6.9354,7.156
SLC6A20,3.5585,3.9406,3.4685,3.544,3.6174,3.6309,3.5497,3.4914
SLC6A3,5.5548,5.6647,5.6025,5.6642,6.0437,5.6958,5.9063,5.9336
SLC6A4,5.5459,5.157,4.2479,4.5082,4.4768,4.2228,4.3515,4.3917
SLC6A5,4.5039,4.3856,4.225,4.4017,4.3779,3.978,4.1734,4.0619
SLC6A6,4.2791,4.3621,6.7874,5.5079,4.3625,4.0633,4.1874,4.1114
SLC6A7,5.4873,5.7589,5.1896,5.5921,5.2703,5.2578,5.1315,5.309
SLC6A8,7.2087,7.099,7.7013,7.7272,8.1683,7.9674,8.3436,7.9701
SLC6A9,4.7588,4.8081,5.1723,4.8945,4.8717,4.5318,4.7024,4.6752
SLC7A1,8.6169,8.2505,10.2327,10.0745,9.0286,9.043,9.798,9.9723
SLC7A10,3.9482,4.1881,4.4489,4.1574,4.4468,4.0889,4.2377,4.2565
SLC7A11,5.0173,5.0223,6.8253,6.6967,4.9503,5.0936,5.3573,5.5042
SLC7A2,3.7521,3.6071,3.7416,3.7022,4.2661,3.8616,4.7956,4.8093
SLC7A4,4.4524,4.3235,4.4309,4.3243,4.3761,4.223,4.5508,4.5375
SLC7A5,9.7387,10.2072,11.6474,11.5195,8.0648,7.8329,8.8893,8.9429
SLC7A6,9.4671,9.0656,8.7887,8.9309,8.2967,8.4849,8.2312,8.2481
SLC7A7,4.9344,5.2095,5.0472,5.1339,4.818,5.074,5.0491,5.0508
SLC7A8,8.8814,8.5956,8.4832,8.4453,8.0613,8.2741,8.1428,7.7852
SLC7A9,4.8323,4.7415,4.6421,4.3766,4.6917,4.6067,4.4464,4.4854
SLC8A1,4.6319,4.4791,4.4594,4.4032,4.5542,4.4864,4.6492,4.3552
SLC8A2,5.4274,5.9441,4.827,4.8399,4.4968,4.4007,4.5648,4.3987
SLC8B1,5.2036,5.5495,6.0457,5.913,5.7612,5.8503,5.6465,5.5714
SLC9A1,6.9178,6.8963,6.8631,6.9576,7.7005,7.7428,7.4059,7.374
SLC9A2,4.5733,4.692,5.7535,5.837,5.6867,5.3837,5.7702,5.8569
SLC9A3,4.687,4.5501,4.4928,4.7984,4.398,4.5104,4.9073,4.8243
SLC9A3R1,10.1513,10.1752,11.5241,11.1418,10.434,10.3216,11.1393,11.035
SLC9A3R2,3.7005,3.8692,4.0827,3.987,4.1509,3.9685,3.9816,4.0305
SLC9A5,5.7139,5.7879,5.9489,5.6695,5.7285,5.667,5.6604,5.5752
SLC9A6,7.5618,7.2555,7.0453,7.0898,3.8667,3.967,3.6681,3.9137
SLC9A7,3.9214,4.0017,3.9939,4.359,4.1023,4.2873,4.1549,4.4481
SLC9A8,6.2934,6.3888,6.8297,6.3779,7.0052,6.8576,6.921,6.9626
SLCO1A2,3.6201,3.837,3.4883,3.5199,3.4657,3.4923,3.5056,3.5599
SLCO1B1,3.6459,3.5115,3.6377,3.8735,3.4545,3.4845,3.5433,3.4524
SLCO1B3,3.6958,3.6631,3.5142,3.5556,3.3806,3.5106,3.6293,3.5078
SLCO1C1,3.6151,3.5947,3.5961,3.6688,3.4639,3.5384,3.5058,3.4369
SLCO2A1,4.1949,3.7818,4.0004,3.9073,4.0027,3.915,4.0961,3.8789
SLCO2B1,5.3537,5.6506,5.447,5.368,5.371,5.4104,5.6249,5.3896
SLCO3A1,5.0865,4.9483,4.8799,5.1334,4.996,5.0726,5.213,4.9307
SLCO4A1,6.3592,5.9505,5.5868,5.7788,6.9192,6.8839,6.9962,7.2229
SLCO4C1,3.5058,3.4539,3.5449,3.5302,3.5954,3.5364,3.5703,3.4841
SLCO5A1,3.7621,3.6947,3.5412,3.6744,3.5429,3.5168,3.7156,3.8834
SLF2,6.8067,6.9324,7.6937,7.993,7.4931,7.5859,7.7319,7.7281
SLFN12,5.8987,5.4589,6.132,5.1424,3.2273,3.5398,3.3077,3.5452
SLIRP,11.3779,11.3534,11.8074,11.8603,10.8426,10.8716,10.8466,10.8301
SLIT1,5.9615,5.9183,5.1871,5.4206,5.8854,5.6151,5.4625,5.4437
SLIT2,4.6029,4.5769,4.1153,4.4863,4.7963,4.9774,4.6802,4.4878
SLIT3,5.15,4.9489,4.8028,5.03,5.0748,4.9212,4.9392,4.948
SLITRK3,4.0079,3.8202,3.7629,3.7529,3.8286,3.5313,3.7329,3.5484
SLITRK5,7.0384,6.2635,6.4024,5.7393,4.4639,4.6946,4.4131,4.3921
SLK,7.1499,7.0181,6.8299,7.1299,7.9513,8.3914,8.1535,8.3663
SLN,5.0437,4.6855,4.7863,4.9372,4.5258,4.6403,4.9288,4.6063
SLPI,5.5849,5.4144,5.7637,5.5074,5.4388,5.9127,5.5849,5.3629
SLTM,8.5996,8.3436,8.0416,8.2134,8.5214,8.9989,8.9347,9
SLURP1,6.1195,5.4954,5.5243,5.1668,4.8062,4.6469,4.7746,4.6808
SMA4,5.8085,5.6531,7.0983,7.3117,6.2715,6.4079,5.5993,6.1887
SMAD1,5.1667,5.9875,6.8136,6.6797,8.9083,8.9286,8.7618,8.3008
SMAD2,8.6101,8.4335,8.4246,8.7451,9.4855,9.6359,9.7181,9.7946
SMAD3,5.6696,5.3762,5.174,5.2919,5.7183,5.6905,5.5436,5.5505
SMAD4,7.3824,5.8054,7.0689,7.1078,8.2377,8.5361,8.6114,8.3911
SMAD5,5.1452,5.2462,5.6483,5.4588,6.2978,6.4383,5.9989,6.9996
SMAD5-AS1,4.4046,3.9911,3.9082,4.2335,4.3207,3.9467,4.0183,3.9631
SMAD6,6.3474,6.314,5.9781,6.0163,6.8578,6.955,6.612,6.4448
SMAD7,4.7701,4.7224,4.9961,4.6827,5.7727,6.0902,6.3233,6.0959
SMAD9,4.3762,4.2148,4.2612,4.3819,4.1299,4.3179,4.1198,4.3289
SMAGP,8.4752,8.0241,8.842,8.512,7.6225,7.3825,7.221,7.3346
SMAP1,9.6528,9.4848,9.2044,9.1756,9.3729,9.4801,8.8698,9.2467
SMARCA1,10.0469,9.8588,8.7586,9.0815,4.0259,4.0907,4.1714,4.1121
SMARCA2,7.0755,6.8045,6.9786,6.8398,6.5854,7.1176,6.8109,6.94
SMARCA4,9.441,9.0507,9.3598,9.2129,10.333,10.4297,10.517,10.209
SMARCA5,8.0571,7.8311,7.4747,7.9109,8.2972,8.5076,8.7395,8.3524
SMARCAL1,6.9732,6.6406,7.2163,6.6758,7.198,7.3041,7.1349,7.3127
SMARCB1,6.7614,6.8473,7.4058,7.4715,7.8352,7.7263,7.374,7.6636
SMARCC1,9.0594,8.61,8.9635,8.9841,8.4485,8.7595,9.2167,9.007
SMARCC2,7.8785,7.8284,8.2469,8.4062,7.6764,7.9491,8.1889,7.7419
SMARCD1,8.3043,8.1582,7.8194,7.7262,7.6101,7.4959,7.2774,7.511
SMARCD2,8.637,8.6612,9.1827,8.617,8.1852,7.825,8.1122,7.8425
SMARCD3,4.5566,4.5627,4.6138,4.5119,4.7947,4.5134,4.6766,4.4876
SMARCE1,11.1052,10.9392,10.1427,10.32,9.9123,10.0423,9.7662,9.8047
SMC1A,10.0532,9.8763,10.2927,10.3044,9.1749,9.3928,9.649,9.6635
SMC2,7.7797,7.803,8.3068,8.8694,6.4585,6.5118,6.9489,6.827
SMC3,7.5753,7.316,6.9119,7.6151,6.571,7.0644,6.9569,7.1264
SMC4,10.27,10.2692,10.1759,10.735,10.1434,10.3477,10.4453,10.4733
SMC5,4.6608,4.8139,4.3643,4.6097,4.7802,4.9876,5.018,4.9313
SMC6,7.2495,7.1024,6.8883,7.3446,7.3114,7.2892,7.2866,7.2015
SMCHD1,5.4524,5.9011,6.329,7.1269,7.3795,7.5606,8.1001,7.7593
SMCO4,6.7443,5.7443,7.2187,6.843,5.225,5.2987,4.848,5.0079
SMCP,4.8485,4.2465,4.4748,4.3,4.2378,4.1621,4.3981,4.1294
SMG5,7.501,7.5687,8.2485,8.0961,8.3713,8.2375,8.6047,8.487
SMG6,5.9379,6.4048,5.5666,5.6844,5.8408,5.9322,5.9729,5.9852
SMG7,8.5777,8.0802,8.4574,8.4903,7.0212,7.1786,7.0667,6.6839
SMG7-AS1,3.9964,4.4511,3.8611,3.9639,3.5585,3.6305,3.7904,3.6497
SMG8,8.773,8.3644,8.7589,8.4958,10.8067,10.77,10.8639,10.7993
SMG9,5.8167,6.2788,7.516,7.1078,6.9904,6.8839,6.9945,6.867
SMIM10L1,8.6002,8.5612,8.3059,7.942,10.2002,10.2438,9.9904,10.2237
SMIM14,3.7098,3.6609,3.4784,3.5757,3.8356,4.1639,3.6996,3.9154
SMIM2,3.9661,4.162,3.8173,3.7766,3.689,3.7024,3.8181,3.9145
SMIM27,7.093,6.8703,6.7589,6.7672,6.4748,6.5533,6.499,6.4204
SMIM7,9.1013,8.969,8.9414,8.7764,8.84,8.7886,8.5125,8.6269
SMIM8,5.1481,4.9332,5.8648,5.4096,6.4303,6.6462,6.7135,6.4461
SMNDC1,9.6682,9.3825,9.4641,9.1569,8.1948,8.515,8.2131,8.6627
SMO,5.7516,6.0512,5.9272,5.7285,6.4735,6.0896,6.3111,6.2902
SMOX,6.4546,6.4345,6.6912,6.5368,6.7485,6.4258,6.4577,6.6374
SMPD1,6.7704,7.0348,7.0476,6.8878,7.8996,8.1636,7.585,7.6269
SMPD2,6.0018,6.0799,6.4467,6.2624,6.2347,6.2287,6.1371,6.2474
SMPD3,5.3869,5.4175,5.3988,5.4308,5.214,5.3461,5.4597,5.3675
SMPDL3A,6.4787,6.2947,5.5038,5.1155,7.7597,7.7611,7.6128,7.872
SMPDL3B,5.5007,6.5415,8.0444,7.6894,6.7568,6.6438,7.1167,7.3346
SMPX,3.8295,3.7492,3.508,3.4258,3.5889,3.781,3.359,3.46
SMR3A,3.1749,3.1912,3.3174,3.4004,3.5442,3.3697,3.458,3.2457
SMR3B,3.7886,3.9096,3.5624,3.5894,3.4546,3.5187,3.6522,3.2947
SMS,9.2315,8.7319,9.7517,9.7965,10.3687,10.555,10.985,10.8669
SMTN,7.2591,7.2877,7.0046,7.2777,6.1325,5.8867,5.9063,6.3013
SMU1,5.8982,5.516,7.4598,7.3486,7.8389,8.0576,7.4966,7.9652
SMUG1,7.9602,7.6159,8.4323,8.2244,6.7315,6.7932,6.566,6.8107
SMURF1,5.4046,4.9691,6.2386,5.7488,6.1375,6.4749,6.3386,6.2377
SMURF2,7.9107,7.9378,7.4779,7.3915,8.0542,8.2108,8.134,8.3976
SMYD2,11.047,10.7777,10.6501,10.7677,9.3926,9.38,9.3145,9.339
SMYD3,8.3653,7.5502,8.1237,7.8445,8.1029,8.2063,7.8914,8.1126
SMYD5,6.9663,6.8341,7.1808,6.9045,7.0346,6.913,6.9443,7.3003
SNAI1,5.8941,5.4765,5.2863,5.6344,5.3654,5.496,5.3812,5.2223
SNAI2,3.314,3.4245,3.3216,3.2561,3.3306,3.3354,3.1678,3.2038
SNAP23,10.0029,10.0762,9.5358,9.5542,9.5075,9.8792,9.2992,9.5521
SNAP25,4.5482,4.7369,4.4133,4.304,4.4322,4.404,4.2649,4.3361
SNAP29,8.0499,7.655,8.862,8.3306,7.9766,7.7923,7.6428,7.8975
SNAP91,3.7024,3.6493,3.6316,3.4742,3.6871,3.7193,3.5913,3.5498
SNAPC1,6.2681,6.1801,6.8915,6.9665,5.625,5.829,6.1481,6.0666
SNAPC2,6.773,7.0971,7.1824,6.9599,7.1058,7.0245,6.8378,7.1329
SNAPC3,6.3918,6.3939,6.8902,6.737,6.0287,6.1049,5.6441,5.8605
SNAPC4,7.9062,7.7706,7.5963,7.7854,7.1765,7.3804,7.447,7.3261
SNAPC5,9.4812,9.2197,8.8471,9.0391,8.8053,8.8116,8.7465,8.9545
SNCA,6.0204,5.6279,5.9781,6.3112,5.9773,6.1421,5.9658,6.1036
SNCAIP,5.5203,5.0472,5.3317,5.2916,4.8148,5.1089,5.1598,4.7915
SNCB,5.4096,5.2385,5.0112,5.2369,4.9358,5.1776,5.0125,5.0565
SNCG,4.984,5.3042,4.969,5.0803,5.0744,4.6796,4.971,4.8556
SND1,7.931,7.9299,8.3164,8.0423,8.5721,8.3982,8.4068,8.4815
SND1-IT1,3.9668,3.9737,4.0042,4.3171,3.9304,4.201,4.3913,4.2302
SNED1,5.6679,5.0498,5.0132,5.0867,5.4716,5.6699,5.8998,5.3686
SNF8,9.8475,9.1399,9.9055,9.8859,12.0919,12.0272,11.7159,11.9297
SNHG17,6.9016,6.5219,8.4334,7.9708,5.7428,5.8527,6.2026,6.7485
SNHG32,9.4851,9.9559,10.9042,10.6553,10.4599,10.3039,10.2928,10.4868
SNIP1,6.4744,5.886,6.7645,6.328,6.4622,6.1138,6.0362,6.2239
SNN,7.3665,6.7455,6.301,6.447,8.7638,8.801,8.4553,8.4788
SNORA21,4.3802,4.1862,4.7043,4.8185,7.7409,7.7889,7.8132,8.8091
SNPH,5.5344,5.6908,5.5891,5.7659,6.7116,6.5429,6.4512,6.3577
SNRK,7.4708,6.8974,7.406,7.5301,9.1835,9.3009,9.1869,9.1848
SNRNP25,10.0629,9.4478,10.3237,10.1751,10.8317,10.8701,10.7386,10.8989
SNRNP27,8.9355,8.82,8.5939,8.5535,8.2979,8.433,8.3439,8.4787
SNRNP35,8.201,7.8157,8.4194,8.1334,8.283,8.1402,8.1126,8.1091
SNRNP40,6.579,6.6311,7.831,7.873,7.9591,8.0805,7.7162,7.9194
SNRNP70,8.0441,7.9288,8.5745,8.3393,8.5987,8.607,8.7033,8.7729
SNRPA,7.3219,7.9926,9.5723,9.0811,9.2474,9.1302,9.2463,9.5462
SNRPA1,9.3974,9.5026,9.3779,9.5592,9.3252,9.3049,9.4978,9.6189
SNRPB,9.9311,10.9097,12.3263,11.901,11.8619,11.807,11.7546,11.9046
SNRPB2,10.4136,9.8861,10.048,10.1716,9.878,10.0226,9.9277,10.037
SNRPC,9.3674,9.5826,10.28,10.0959,9.6026,9.5843,9.6018,9.731
SNRPD1,9.6754,9.1842,9.8882,9.8915,9.8591,9.9009,10.2584,10.2675
SNRPD2,12.3442,11.8551,12.2233,12.2015,12.0321,11.9032,12.0027,12.0458
SNRPD3,10.2531,9.9841,10.7836,10.5678,10.2331,10.3185,10.2666,10.6349
SNRPE,11.6131,11.7027,11.5266,11.7692,11.6913,11.8173,11.9873,11.9273
SNRPF,10.6943,10.4273,11.0072,10.8899,10.0746,10.1757,10.091,10.2547
SNRPG,11.7653,11.5349,11.6649,11.7048,11.4928,11.4958,11.3885,11.4934
SNTA1,6.9636,7.2081,7.5767,7.4342,7.5427,7.2878,7.0844,7.1538
SNTB1,3.9451,4.0418,4.0997,4.184,4.0822,3.9632,4.0831,4.078
SNTB2,5.5793,5.7444,6.0058,5.9763,8.1771,8.1637,7.7976,8.1656
SNTG1,3.3013,3.5034,3.4739,3.2619,3.4557,3.3288,3.311,3.2121
SNTG2,4.1504,4.1487,3.776,3.7338,4.0294,3.8925,3.8521,3.8713
SNU13,8.8103,8.4745,9.3728,9.1345,9.5531,9.4166,9.755,9.5726
SNUPN,8.6066,8.0301,8.739,8.5001,6.1378,6.09,6.0952,5.9336
SNW1,10.4832,10.4712,10.0044,10.1823,9.5793,9.7678,9.6697,9.7268
SNX1,9.052,9.0678,9.9872,9.7779,9.0807,9.0139,8.856,8.9593
SNX10,5.5549,5.4824,6.4757,6.0164,6.4514,6.6679,6.6362,6.8566
SNX11,8.6336,8.3231,8.55,8.4959,7.993,8.107,8.0174,7.9124
SNX13,7.8224,7.8969,7.676,8.0915,7.7531,8.033,7.9786,7.8666
SNX15,7.0635,6.8812,7.1092,6.9885,7.8254,7.7567,7.6612,7.4876
SNX16,4.1713,3.9958,4.4739,4.8207,4.0011,4.4538,4.4601,4.3984
SNX17,8.3748,8.9148,9.7236,9.3366,10.1922,10.0155,9.8146,10.0914
SNX19,9.1047,9.2928,9.5158,9.5629,7.7525,7.5694,7.9044,7.4353
SNX2,8.9129,8.6228,8.7425,9.5074,8.5734,8.7834,8.5775,8.7692
SNX24,6.6611,6.0792,7.652,7.6862,6.3899,6.4988,6.8405,7.0979
SNX27,8.176,7.9231,7.6711,7.4069,7.8393,7.9072,7.7206,7.5188
SNX29P2,3.1533,3.0265,3.179,3.3074,3.3016,3.2116,3.129,3.1676
SNX3,11.3251,10.7931,10.7408,10.7477,11.3383,11.3167,11.0188,11.0803
SNX4,9.0156,8.7404,8.0974,8.3471,8.7439,8.8412,8.6505,8.6217
SNX5,8.7703,8.7654,9.0147,8.9108,9.4738,9.5313,9.7891,9.872
SNX6,8.7007,8.3747,8.5189,8.4984,9.067,9.0989,8.9948,9.0246
SNX7,4.1507,4.4437,3.7324,3.6584,7.9657,8.5005,7.9847,8.2972
SOAT1,7.5162,6.5962,6.8709,6.9174,5.3502,5.554,5.1825,5.5125
SOAT2,5.2883,4.7253,4.096,4.4366,4.6873,4.6065,4.7259,4.7784
SOBP,3.85,4.0714,3.9957,3.8266,3.9196,3.7831,3.8758,3.7609
SOCS1,4.9476,5.2203,5.0013,5.1456,5.1842,5.0193,5.0801,5.0354
SOCS2,5.4369,5.3826,4.4066,4.2418,8.7533,8.9524,8.6006,8.7355
SOCS3,5.7691,6.1191,5.2893,5.6295,5.3005,5.2283,5.2521,5.1881
SOCS5,6.0504,5.8222,6.0965,6.1238,6.8661,6.9908,7.0043,7.1182
SOCS6,4.6108,4.6246,4.439,4.6538,5.4758,5.7797,6.0624,6.1036
SOCS7,5.2582,5.0878,5.2457,5.2402,5.576,5.6686,5.5388,5.8558
SOD1,12.1065,11.9727,12.1193,12.2067,12.233,12.327,12.2862,12.3507
SOD3,9.6199,9.8402,8.8273,8.9024,6.0632,6.0125,6.2898,5.7532
SOGA1,4.3295,4.403,4.8468,4.44,4.756,4.3577,4.6677,4.4477
SON,10.5783,10.3668,10.0194,10.2882,9.6519,9.7246,9.9696,9.7112
SORBS1,7.3723,7.2193,7.2626,7.6968,7.607,7.4975,7.8766,7.598
SORBS2,5.4375,5.506,5.9323,5.6833,5.4786,5.4855,6.3856,6.4162
SORBS3,7.371,7.3962,7.3627,7.2002,7.5863,7.4589,7.5277,6.9838
SORCS3,3.2645,3.4182,3.3478,3.3491,3.0878,3.4131,3.1329,3.2696
SORD,8.5188,8.0199,9.0176,8.784,8.6838,8.7176,9.1568,9.1357
SORL1,10.5795,10.4644,10.2294,10.0986,8.1794,7.7528,7.7958,7.6613
SORT1,7.3598,6.981,7.5732,7.2987,7.2714,6.9891,6.8844,6.9595
SOS1,6.6113,6.0258,6.1011,6.2777,6.5736,6.7659,6.5596,6.5083
SOS2,8.1873,7.5311,7.5036,7.5966,7.6296,8.1343,7.9909,7.9996
SOSTDC1,4.3423,4.0309,4.0313,4.1218,3.8089,3.6494,3.5565,3.5692
SOWAHC,4.9327,4.3049,5.3781,5.3909,7.9079,8.2473,7.6414,7.7189
SOX1,3.9513,4.2489,3.9692,4.0248,3.9394,3.9711,3.9421,4.0197
SOX10,5.9227,6.0561,5.8481,5.7363,5.9725,5.7614,5.8982,6.0552
SOX11,4.0626,4.2454,4.054,4.102,8.0213,7.9531,7.607,7.682
SOX12,5.7841,6.0087,6.3607,5.9323,6.9112,6.8785,6.9764,6.7547
SOX13,9.0929,9.1784,8.1182,8.2325,8.2327,8.0482,8.2651,8.0778
SOX14,3.8991,4.2096,3.6804,3.8639,3.6775,3.6907,3.5533,3.485
SOX15,7.3064,7.4554,7.814,7.7202,8.2174,7.8843,7.953,8.0782
SOX17,3.9345,3.7751,3.5081,3.8287,3.7292,3.43,3.4593,3.5649
SOX18,3.8293,3.8583,3.6153,3.6202,3.5387,3.8081,3.5915,3.5905
SOX2,4.7684,4.984,4.9507,4.9872,5.0035,4.8287,5.0415,5.2275
SOX21,5.8317,6.0734,4.0997,4.4245,4.4876,4.2101,4.439,4.556
SOX3,3.589,3.6332,3.5316,3.4867,3.5772,3.587,3.6611,3.6022
SOX30,3.5107,3.4554,3.369,3.5764,3.5999,3.4219,3.5302,3.6127
SOX4,10.5744,10.0828,9.4361,9.0943,10.8127,10.8656,10.9881,10.9253
SOX5,3.8275,3.644,3.5,3.5784,3.4084,3.6973,3.7329,3.5747
SOX9,8.1157,7.8062,7.3036,6.3441,7.9313,8.1687,7.9364,8.393
SP1,4.9382,5.2873,6.2512,5.9331,5.1972,4.8653,5.5415,5.447
SP100,6.1698,5.523,5.8886,5.7095,5.8576,5.848,5.8512,6.3049
SP110,7.8575,7.4839,7.2788,7.0577,8.2346,8.1919,7.7642,7.8766
SP140,3.6321,3.6829,3.6829,3.6411,3.5486,3.6167,3.5495,3.6001
SP140L,5.8634,5.9723,6.063,6.2395,3.8865,3.7135,4.0259,3.7938
SP2,7.7055,6.9855,7.7405,7.5797,7.095,7.2883,7.009,7.2756
SP3,8.2848,8.0748,7.8397,8.0794,9.3434,9.6429,9.7969,9.898
SP3P,4.0481,3.9206,3.5404,4.0248,4.0118,4.0691,4.1184,4.2387
SP4,3.7644,3.6418,3.4764,3.5453,3.6794,3.4765,3.3961,3.5765
SPA17,9.6178,9.4171,9.4998,9.2824,5.7017,5.9621,5.5337,5.6894
SPACA1,3.7344,3.5751,3.6794,3.7532,3.8038,3.6886,3.5817,3.5957
SPACA9,6.3777,5.3601,5.4065,5.0592,5.052,4.5167,4.5265,4.4576
SPAG1,8.1659,7.5392,7.7203,7.9734,6.8635,7.3632,6.6477,6.3894
SPAG11A,5.4566,5.1612,5.0483,4.7981,4.7076,4.4177,4.6907,4.5316
SPAG16,7.5725,8.0283,7.7135,7.8209,4.8321,5.0971,4.9299,5.1803
SPAG4,5.3822,5.3847,7.8468,6.2847,4.2883,4.524,4.5364,4.6925
SPAG5,9.1742,8.6077,9.5708,9.6707,8.8043,8.6009,8.7133,8.9224
SPAG6,4.0535,3.7021,3.9236,3.9286,3.9989,4.0882,4.2857,3.6543
SPAG7,8.7652,8.8349,9.4827,9.2516,9.1884,9.1879,9.0621,9.1448
