hugo,MWV1,MWV2,MWV3,MWE1,MWE2,MWE3
SNRPD3,6.585991557,6.685802724,6.653523386,6.690992829,6.742253108,6.753383042
PES1,6.675725427,6.61417047,6.604171662,6.916184971,6.940779214,6.972997219
MAPK1,5.410935422,5.513974826,5.565050274,5.444744248,5.543125882,5.464438581
PRODH,1.26419663,0.818791224,0.981103061,0.838188257,0.861897012,1.339984221
PPM1F,3.106016136,3.203946121,3.255151544,3.315128617,3.198531305,3.422359312
SLC35E4,2.466989869,2.442788273,2.475207092,2.356797102,2.34901716,2.426416317
TOP3B,3.341614227,3.337208987,3.416160651,3.471114855,3.271605613,3.332330421
CYTH4,0.639221974,0.917455205,0.60799628,0.998266167,1.09967231,0.737720157
DGCR14,3.960222734,4.055168925,3.92128655,3.958440427,3.99524227,3.976543274
CRYBB2P1,2.660239337,2.878789325,2.926222431,3.136492824,3.183544316,2.780168763
CARD10,2.923003097,2.863016654,2.952504294,3.093910329,3.121495175,3.054023325
LRP5L,1.106991927,1.381395405,1.232903846,1.687821263,1.589372431,1.381617286
SLC25A1,7.259101218,7.292192774,7.245830979,7.295512922,7.274561539,7.235261306
ADRBK2,2.119913225,1.925631105,2.038506418,2.018344324,2.176445014,1.866599432
GGA1,4.470694922,4.430093862,4.595375593,4.669406466,4.581499245,4.462039424
HIRA,4.653854829,4.608984366,4.720974469,4.764286965,4.80026223,4.781611869
SH3BP1,3.448118989,3.431575359,3.417654607,3.61945237,3.394800924,3.562799121
LGALS1,9.850663241,9.867498777,9.781193219,9.548203202,9.515477924,9.527978639
HPS4,3.621116017,3.415968987,3.566697299,3.430216509,3.553730457,3.565182707
PIK3IP1,2.567664937,2.579276807,2.491858739,2.173739569,2.517680095,2.667960229
SRRD,5.101597764,5.303975773,5.101370048,5.001304643,5.026548805,5.076543105
PATZ1,5.40254732,5.410253512,5.383246531,5.630096751,5.553773314,5.520372586
TRIOBP,4.605435248,4.598795127,4.693816902,4.544153978,4.468747973,4.460811356
TFIP11,4.399403534,4.459774939,4.453549449,4.390130358,4.398891117,4.426635467
GCAT,2.914996885,2.97465045,3.017069932,3.262908014,3.047801428,2.993974281
ANKRD54,4.335453028,4.283018588,4.433568884,4.497121549,4.320817081,4.441783102
EIF3L,7.482841871,7.552705212,7.55149217,7.607863583,7.550750463,7.617864922
SNU13,6.861929757,6.838751139,6.82849122,7.198293294,7.156766112,7.220114531
MICALL1,4.667301192,4.711610059,4.696230569,4.628772021,4.50973365,4.630710195
POLR2F,6.421601288,6.443019708,6.53372103,6.505688472,6.58158118,6.642634027
CCDC134,2.121473011,2.140058764,1.887197703,2.241315472,2.349801191,2.43612985
DEPDC5,3.505827048,3.665233233,3.540881025,3.503427738,3.88326479,3.326947003
PICK1,4.461656243,4.241071965,4.392202415,4.237669637,4.092599355,4.210468354
TTC28,1.636119455,1.637478096,1.509815914,1.940698993,1.618755804,1.801632163
SLC16A8,1.08481808,0.653096898,0.808037361,1.071100882,1.15739302,1.026274575
CENPM,3.042676553,3.327469507,3.115418843,3.370223578,3.498255591,3.39928418
42616,1.828689581,1.804572786,1.958136686,2.032481749,1.960089812,2.012549008
TPTEP1,1.071307277,0.988236768,1.147036632,0.890013994,1.472192236,1.094157682
KDELR3,5.321799329,5.420878493,5.29738073,5.063135319,5.244278579,5.183896159
DDX17,6.519149208,6.53117089,6.540971171,6.328256894,6.363561264,6.331985218
DMC1,0.818763048,0.567603855,1.363283236,0.600764524,0.913345486,1.385194112
TCF20,3.903920108,3.96943096,3.997120665,4.069887732,3.993713032,4.060472951
HSCB,4.113412727,4.303979571,4.102965616,4.658105262,4.561304322,4.4980257
CBY1,4.118830635,4.137437125,3.969640839,4.231540391,4.242445318,4.222182133
TOMM22,5.949187057,5.831129865,5.819908272,6.034154075,5.992195136,6.012231201
XBP1,7.071465044,7.123240461,7.098222675,8.357082877,8.382059071,8.328725571
RTCB,5.760818769,5.869271532,5.790820952,5.765072771,5.766674158,5.766364508
JOSD1,4.709053972,4.647782129,4.611019838,4.607903608,4.670435484,4.731336357
FBXO7,5.25382737,5.238083948,5.265140893,5.245346997,5.316261689,5.262260741
GTPBP1,3.577717084,3.47682091,3.554570803,3.482803272,3.625843759,3.575040832
POLDIP3,5.161898926,5.094899067,5.069084731,4.977115539,5.050191402,5.090453925
RAB36,1.4096451,1.087489998,1.262175747,1.533937703,1.152079554,1.445939067
TIMP3,3.17953812,3.224509568,3.212752971,3.027097419,3.027329245,3.100461346
PPP6R2,4.795589716,4.791614528,4.814186064,4.652175092,4.673771908,4.72273869
SBF1,4.766199135,4.702237472,4.884031037,4.840702354,4.745595487,4.758833056
SUN2,4.567885334,4.620397382,4.671779209,4.345217135,4.507391517,4.374893562
CYB5R3,5.932258494,5.940880952,5.932192706,5.947688232,5.869446212,5.927599158
DNAL4,3.944632094,3.828109038,3.823870588,3.788310478,3.906478214,3.782289034
LMF2,4.387430441,4.400743731,4.450003029,4.360897989,4.26005457,4.269330185
RHBDD3,4.435959563,4.491759607,4.420369887,4.416056043,4.439463036,4.528547003
PACSIN2,5.053523358,5.055870545,5.102440745,4.860302959,4.883032867,4.91782942
TTLL1,2.015744111,2.098526348,2.11546845,2.090143506,2.05336787,2.002891147
RASL10A,2.074757509,1.666194399,1.818916397,1.885278377,1.66763194,1.821337147
AP1B1,6.759913729,6.793861752,6.815977148,6.899156799,6.821362694,6.845259013
HMGXB4,3.501537997,3.571661643,3.565944928,3.479908722,3.553795176,3.481591404
TOM1,3.84588833,4.016689748,3.984006778,3.599653003,3.574885864,3.615632885
CHKB,4.57679354,4.21708644,4.492942721,4.220979641,4.412746773,4.45392103
BIK,4.186437169,4.388099969,4.319935801,3.980098439,3.909609916,4.127336127
HMOX1,3.317504799,3.298349364,3.274601307,2.962019598,3.124387364,3.121840983
MCAT,3.651235311,3.691156581,3.682109853,3.969257987,3.926304061,3.869023401
THOC5,5.554215544,5.635330167,5.688637942,5.606371697,5.624540393,5.830272795
MCM5,4.429217779,4.58727557,4.667446138,5.188068027,5.099291795,4.987448301
ARSA,2.499969332,2.444210123,2.512577895,2.239128878,2.256651016,2.442434516
TSPO,3.793845538,4.065274936,3.92438241,3.93958636,3.834972976,3.951928287
RASD2,0.944616353,0.889033463,1.162055315,0.582502051,0.600722666,0.521146243
TTLL12,4.855893741,4.874973609,4.992300476,5.224698632,5.196266,5.296788308
CBX7,2.033373663,2.142717303,2.092010204,2.18958109,2.09431996,2.133183437
PDGFB,5.155466558,5.157524919,5.267307016,4.942280746,5.01118847,5.024798725
RPL3,10.45025939,10.42858851,10.42509058,10.52266044,10.49656834,10.53318288
ZMAT5,4.823936206,4.884309988,4.77113198,4.708969578,4.83885513,4.790065319
RBFOX2,5.506617603,5.414816318,5.57467736,5.138111549,5.13357625,5.14135281
SYNGR1,3.367827707,3.410265114,3.453712208,3.357080694,3.570803406,3.321262137
TAB1,3.073710742,3.153272575,3.128291916,3.374969068,3.141887404,3.173249945
ASCC2,6.17388437,6.139755239,6.234519178,6.105659349,6.141417933,6.167923237
MTMR3,4.812278313,4.739285385,4.935403114,4.639011632,4.621028124,4.723568445
MIEF1,3.908654568,3.850445305,3.933701984,4.020598384,3.941237801,3.985658453
APOL4,1.104515744,1.116100016,1.014573823,1.092463879,0.747904658,1.110009041
APOL1,0.676114825,0.447433201,0.6352503,0.8072428,1.004329919,0.463355759
PNPLA3,1.551298508,1.899806797,1.718434841,1.441263553,1.32689579,1.872760218
MYH9,8.579052298,8.619490437,8.679732458,8.382467961,8.47472433,8.483989745
SAMM50,5.016257873,4.951663541,4.882700115,5.103229176,5.104659594,5.117693755
TXN2,5.726681927,5.735769645,5.623052717,5.80392269,5.820523636,5.91840007
FOXRED2,3.872281022,3.955094039,3.831234065,4.30219993,4.253110527,4.197493725
EIF3D,6.945246177,6.93147861,6.925165855,7.103937179,7.045252748,7.060701908
TNRC6B,1.983290979,2.343833887,2.42068558,2.263679867,1.982746847,2.254697072
SGSM3,4.553919593,4.572297314,4.654824404,4.526531289,4.523538616,4.536529346
IFT27,3.710063208,3.734247743,3.792609574,3.679235769,3.629533114,3.682484227
KIAA0930,4.550521046,4.432395577,4.510534552,4.492966299,4.563886922,4.54878696
NCF4,0.782416949,1.01704819,1.011315291,0.783797748,0.897388367,1.055558712
SLC25A17,4.135750437,4.025946758,4.100994883,4.379435422,4.187525895,4.258628118
UPK3A,1.630736284,1.351005778,1.348617691,1.460225669,1.293036701,1.921211606
FAM118A,4.199230479,4.186920833,4.273057571,3.937894056,4.039910696,4.120331949
KCTD17,4.734418614,4.694220636,4.523987176,4.973020669,4.922209146,4.875737804
ST13,7.72162137,7.71995543,7.721677054,7.826495227,7.818024253,7.788254997
IL2RB,1.025554024,0.990287618,1.037937403,1.433872825,1.45728434,1.400441364
RBX1,5.410086453,5.41661606,5.376857958,5.39632142,5.446669159,5.382589237
EP300,4.16941997,4.161863503,4.240207459,4.090811097,4.171815296,4.143989248
L3MBTL2,4.140493597,4.103901689,4.042113647,4.17531352,4.155865055,4.187586607
RANGAP1,6.540542111,6.539856705,6.554290433,6.344441679,6.361581607,6.390982192
ZC3H7B,5.694468994,5.675955227,5.736586476,5.400850036,5.447150093,5.402898206
PHF5A,5.747455343,5.815923253,5.669885095,5.983579065,6.028326318,5.896645675
ACO2,6.129800316,6.156494791,6.191013761,6.135601458,6.128720937,6.103476133
POLR3H,5.387886257,5.256340303,5.343355088,5.487016715,5.574462803,5.47467511
TRMU,4.142869839,4.052225024,4.224598755,4.359163966,4.443809185,4.23182068
PMM1,4.115353052,3.991627163,3.856335185,3.86362581,3.908294578,3.768833788
DESI1,4.076785674,3.938503732,4.048196071,4.361794954,4.302028508,4.1992787
CERK,3.469635957,3.417359721,3.45457825,3.238464968,3.135995776,3.164524838
BRD1,4.02530623,4.023338221,4.143480278,4.004565391,4.144191693,4.139543003
ZBED4,2.905980449,2.979368715,2.970043751,2.915562967,3.007670938,2.959642198
HDAC10,4.335474366,4.322493809,4.519904546,4.59525704,4.488371619,4.549991799
ABHD4,3.70806835,3.660135667,3.673156688,3.76647831,3.36959281,3.374695647
KHNYN,4.998053123,5.000343907,5.042444552,4.633311349,4.646348744,4.609076117
FKBP3,6.020573139,6.100283878,5.940708482,6.01429637,6.009853693,5.928114927
SDR39U1,4.421224915,4.482259214,4.343473474,4.436830717,4.53027548,4.52930192
RBM23,6.136001314,6.056550495,6.178670491,6.104245021,6.089310982,6.12227816
PRMT5,6.605562544,6.297203268,6.433873392,6.881041001,6.991797579,6.802739882
COCH,2.656731348,2.726779131,3.006938932,2.715948926,2.789197349,2.996269059
AP4S1,3.195640328,3.497880686,3.260795576,3.31542291,3.299445513,3.254498808
POLE2,2.529952594,2.411260001,2.468035849,3.404646215,3.125416529,2.956313749
VCPKMT,3.271611828,3.506546343,3.375881302,3.436992376,3.55432374,3.379280208
SOS2,3.849237491,3.878697488,3.78924556,3.714222544,3.670326194,3.727769318
CDKL1,0.815325395,1.215324479,1.225660852,1.7216309,2.698405016,1.477219322
NIN,4.487635854,4.587614603,4.653166673,4.485963629,4.559119298,4.500952349
PYGL,5.973234574,5.977482528,6.046295082,6.236297114,6.225163179,6.18914398
TRIM9,0.870112875,0.716308772,0.867875831,0.935042758,1.016734277,0.832703798
PSMC6,6.814709347,6.850700614,6.783899573,6.658689821,6.729961417,6.635200609
GNPNAT1,5.903325623,6.237016084,6.181642645,6.183900029,6.192923635,6.254236499
DDHD1,3.425800226,3.554414711,3.472762377,3.619779625,3.646169202,3.56261598
CDKN3,4.284859515,4.356025459,3.972057728,4.320740051,4.40454211,4.294848548
CNIH1,7.796566997,7.774757889,7.71599527,7.657615498,7.794427304,7.728460343
CGRRF1,3.652392416,3.957246627,3.626001823,4.113211773,4.115786115,3.841145294
ATP6V1D,6.136553902,6.133834273,6.249998003,5.984809338,5.959703883,5.999563857
PLEK2,3.867544245,3.98891241,3.994325103,3.668377066,3.822060337,3.714847312
PIGH,3.456160116,3.629293397,3.68922859,3.732978594,3.813815795,3.437459202
PSMA3,7.305123802,7.398953519,7.343766987,7.34702235,7.3753819,7.362800103
VTI1B,6.935056727,7.01095644,6.960245536,6.908735788,6.984168613,6.976637529
TIMM9,6.177503974,6.203180401,6.110318889,6.421869152,6.253568702,6.432304636
GSTZ1,6.014329743,6.14782316,5.907532452,6.036887715,5.903699169,5.868050977
KIAA0586,2.878738072,2.908884945,2.717139216,3.134436342,3.217591484,2.891378939
TMED8,3.17450709,3.207863186,3.233734704,3.378030182,3.431630982,3.280813818
SAMD15,1.969287923,2.510906235,1.82709953,2.138250908,2.042185543,2.144922818
AHSA1,8.563915495,8.529305884,8.555296895,8.756797227,8.78776394,8.680434883
DAAM1,6.039171104,6.049883653,6.099051239,5.836593936,5.935393906,5.977115172
SPTLC2,4.651189379,4.653955804,4.649451925,4.616031866,4.628649322,4.627942961
RIN3,1.047081149,0.963860788,0.987859929,1.22861025,1.089227552,1.103647021
LGMN,5.143297492,4.931403567,5.077819919,5.021535915,4.976828908,4.954282373
ALKBH1,3.552922959,3.592592898,3.643201288,3.531986361,3.694076293,3.520534265
SNW1,5.820277777,5.654076856,5.667035448,5.823398578,5.796134093,5.658845929
CHGA,1.461355153,1.291142034,1.610835161,0.927891146,1.185961671,1.012731633
ITPK1,6.80953324,6.783080281,6.864325776,6.791603915,6.758658929,6.718784823
DHRS7,5.701087454,5.675466603,5.706477065,5.482133598,5.491046991,5.608253047
PPM1A,5.833460399,5.9047047,5.9325084,5.843926828,5.775264717,5.78448553
SIX4,3.816101998,3.990971193,4.127692703,4.106533419,4.012632136,4.0136686
GALNT16,1.199848331,1.062227008,1.260398961,1.164548169,1.297319918,1.402679288
CEP128,1.415111417,1.321700362,1.246861044,1.121391381,1.435500052,1.314838613
ERH,7.643942244,7.601091972,7.552285378,7.775160077,7.778338618,7.754191374
HIF1A,7.014165447,6.997102979,7.055246812,6.894767195,7.02978316,6.911807453
SUSD6,4.253260173,4.346899322,4.30468633,3.901282051,3.886045652,3.946210105
SRSF5,6.830270424,6.871103634,6.875137267,6.82392295,6.679763487,6.791450565
EIF5,8.655165146,8.694076241,8.744629408,8.695396317,8.705327174,8.737880425
DICER1,4.675119691,4.703407727,4.811012357,4.620475989,4.77947178,4.766609525
ZFYVE21,7.873633232,7.865985648,7.864994119,7.801483619,7.817480062,7.846058938
MTHFD1,5.767587852,5.752053565,5.722235393,6.264529169,6.255087429,6.263016194
ZC3H14,6.110242916,6.058559984,6.0028464,6.157132319,6.213924497,6.194509318
TELO2,5.604784131,5.624996071,5.616697274,5.872255162,5.841408305,5.938482255
PCNX,4.65062752,4.684035869,4.638204659,4.600406368,4.690360269,4.702904564
BDKRB1,0.654901363,0.874384652,0.695260613,0.902701628,1.109921346,0.658875027
GSKIP,5.271897284,5.22552802,5.376777961,5.11689232,5.13450255,5.129561002
VRK1,3.641365565,3.650410044,3.678594111,4.085816534,4.106544893,3.996441626
PSMC1,8.247068854,8.222180979,8.203158979,8.205541453,8.224592865,8.17450745
RPS6KA5,1.116747938,1.046226664,1.169073881,1.14021992,1.374352336,1.121799218
PPP4R3A,6.586019789,6.602610063,6.545604191,6.615879763,6.5923393,6.511394853
C14orf93,2.453062904,2.720488177,2.733552963,3.096359019,2.657748215,2.628890981
PSMB5,7.860444903,7.886965509,7.786095984,7.879099808,7.898542282,7.922833473
YY1,6.966632963,6.928459144,6.979146547,6.921662627,6.956844133,7.053695466
ACIN1,6.762454422,6.671676516,6.765712778,6.775327989,6.756517348,6.763001268
CCNB1IP1,5.139659888,5.214477896,5.123897951,5.39166205,5.570806471,5.536397924
TRIP11,4.308308811,4.369789606,4.512748363,4.380405304,4.406812829,4.379388072
APEX1,7.50509163,7.569172793,7.533647884,7.73743612,7.723888652,7.729330442
PABPN1,6.690419917,6.738034321,6.788642687,6.787641911,6.789348433,6.831909268
ARHGAP5,5.966879189,5.983632234,6.00057881,5.750404505,5.830988175,5.743423275
CINP,6.178445893,6.175461547,6.166883542,6.342774763,6.341355853,6.363919425
DHRS2,4.939516411,5.051600922,4.911920506,5.646357442,5.620556149,5.569869121
SRP54,6.270398664,6.21563523,6.21041429,6.190906056,6.239972221,6.242553291
CHD8,5.204574157,5.180730377,5.203281983,5.146836729,5.132522432,5.160005552
PCK2,4.802483061,4.880139855,4.818308579,4.81245708,4.834213179,4.737684761
KIAA0391,4.256734503,4.460772523,4.443864934,4.629050386,4.665460697,4.580837836
DCAF11,5.754746669,5.717322389,5.661061146,5.616235762,5.715078053,5.515897237
PSMA6,7.881402587,7.910720279,7.795070442,7.904172328,7.914122882,7.865452904
NFKBIA,6.723515012,6.816935639,6.819911426,6.50074024,6.514751416,6.587674351
EMC9,4.813556857,4.881372087,4.767689276,4.879102394,5.067875734,4.803455307
PSME2,7.529259771,7.485833252,7.469301154,7.470614619,7.519963601,7.498446105
BRMS1L,3.793404326,3.785270146,3.639853454,3.579827477,3.718312807,3.684824571
REC8,2.64859383,2.395295559,2.832610155,2.331995045,2.398780679,2.505250338
TM9SF1,6.137818239,6.142307029,6.139515684,6.06225685,6.086119406,6.116317779
SEC23A,6.245472541,6.165631008,6.345665965,6.173713062,6.167071078,6.188634449
GMPR2,5.394027551,5.210489178,5.288187038,5.180698953,5.345625177,5.368797433
PNN,6.033615671,5.924966193,6.001475933,6.119978879,6.160587059,6.116373907
RABGGTA,4.953827026,5.070618166,4.982743015,4.95643452,5.023404849,4.947669612
NFATC4,0.255872916,0.427569488,0.549699843,0.38047424,0.699914775,0.386988142
PCIF1,4.582204017,4.597515144,4.602126884,4.569791764,4.57913283,4.623920108
GSS,5.325472946,5.37104773,5.385406118,5.410927657,5.339679719,5.384007728
MMP9,5.964879142,5.913662557,6.021441972,5.064292239,5.267906537,5.198097279
TRPC4AP,5.444077307,5.362487423,5.499316536,5.320441353,5.315935696,5.329572126
PYGB,7.16178663,7.148721121,7.200284232,7.156153679,7.124420575,7.168547271
ABHD12,6.012969739,6.057423931,6.065169427,5.886203039,5.831468614,5.849359134
PROCR,1.494231261,1.402471157,1.494425851,1.765224958,1.876793917,1.863304159
GINS1,3.553969772,3.719522987,3.539545836,4.098211851,4.110143799,4.050594072
NINL,3.528730207,3.779480269,3.688949829,3.441305522,3.632605464,3.503190412
UQCC1,4.719024702,4.710523415,4.66500885,4.707782518,4.665878553,4.671013979
ZMYND8,4.800294949,4.902543591,4.886604607,4.766499356,4.798410515,4.776251106
IFT52,4.561182043,4.795746483,4.772498699,4.774077791,4.703178349,4.737468448
MYBL2,5.577422241,5.65665376,5.590947174,5.790325035,5.709991959,5.748119814
NDRG3,4.266017698,4.283139335,4.226400786,4.312113385,4.20009461,4.206778158
C20orf24,7.097926783,7.09834723,7.060340023,7.196017308,7.216291592,7.190057743
NFATC2,2.774325745,2.849976324,2.927966615,2.818410934,2.723584991,2.820818795
RIMS4,3.402898138,3.669327296,3.683969249,4.63969234,4.579704527,4.515538752
PABPC1L,4.360478444,4.247918098,4.220925485,4.480957863,4.375695736,4.371181336
STK4,3.991197195,3.993106319,4.042873592,3.928688486,4.016127398,3.939346484
SALL4,1.878739464,2.152045537,2.028589661,1.760615265,1.819718043,1.820713861
ADNP,6.263422529,6.215563499,6.243168536,6.254686854,6.289025064,6.250197895
PFDN4,9.152100678,9.143697613,9.118637374,9.009345073,9.104540389,9.108348082
CSTF1,5.831467119,5.83646528,5.79790712,6.068237636,6.049699155,6.049493331
BMP7,10.91449171,10.89770751,10.91086263,10.5307213,10.50605757,10.48694369
RAE1,6.847434513,6.842598001,6.863245659,7.042165557,7.010882086,7.023364393
TPD52L2,7.975984363,8.016762016,8.032168165,8.003127125,8.026208814,8.028196154
DNAJC5,6.400759918,6.370241018,6.388862844,6.377902858,6.329435788,6.337636173
NELFCD,8.076582989,8.04284764,8.08921595,8.220654612,8.200295042,8.192881467
PRPF6,7.062413175,7.019012423,7.048748415,7.058208246,7.022156942,7.010276329
PRELID3B,8.004679527,7.962930005,7.988290107,7.905999095,8.049188733,8.000095575
