,TWV1,TWV2,TWE1,TWE2,TSV1,TSV2,TSE1,TSE2,TGV1,TGV2,TGE1,TGE2
MEF2A,4.815441955,5.194090654,4.579982817,4.753386299,5.77889821,5.457572399,5.487183065,5.374160793,5.953578445,6.052183564,5.685375928,5.618929124
DHRS4L1,0.49022422,0.45352131,0.280459288,0.334381857,0.533541891,0.425162923,0.607683395,0.483970356,0.149358158,0.404996665,0.302046089,0.063263205
CYHR1,5.230916684,4.996252421,5.328498294,5.250814808,5.104828346,4.958433392,5.03848587,4.997512456,5.386492367,4.920091036,5.201151299,5.19522785
TMEM198,1.117047965,1.287221862,1.021473439,1.517589108,1.317069528,0.970579484,1.378806646,0.957629034,1.602211846,1.448085764,1.351973928,1.256779566
LRIF1,6.647852166,6.972593661,6.390844567,6.846246631,6.621914765,6.573634086,6.604707554,6.513658467,6.91388982,7.15863577,6.61698484,6.617409511
WDR53,6.10723695,6.045433385,6.046666191,5.749557741,5.990667251,5.926126603,6.126228803,5.824189627,5.75711998,5.789269784,5.908737603,5.907763657
N6AMT1,3.695998794,3.709144848,3.525378984,3.584050834,3.257275404,3.609646114,3.378440374,3.376418227,3.454474613,3.511816744,3.430479564,3.33624793
VEGFB,5.535033867,5.909306687,5.320773424,5.562019093,5.894102793,6.033437996,6.12322051,5.829715093,5.75031482,5.566215003,5.718721764,5.595045278
SLC25A45,2.582759686,2.651249926,2.869613988,2.966988951,3.310301949,2.696791981,2.927105882,2.733938515,2.442480451,1.873697414,2.439607849,2.292750426
MAST3,2.893293884,2.668116594,2.894807035,3.07300189,3.261769488,3.059060396,3.083868315,3.093716394,3.067088923,2.686487162,3.224238865,3.046468511
EDEM2,6.117550392,6.246919288,5.796741305,5.869345353,5.248739202,5.816342337,5.367203254,5.541759466,5.44786659,5.595519879,5.445606469,5.429346655
HNRNPAB,7.071878973,6.94733944,7.662332638,7.67588773,7.706452269,7.315330755,7.999883094,7.641791003,7.521510659,7.419379449,7.973603179,7.772360728
MLEC,8.83579937,8.828912697,8.934074063,9.230236398,8.804281223,8.638777125,8.76826548,8.804193114,8.720466565,8.602701515,8.796554634,8.666631643
FTH1,9.928296005,9.89800794,9.685909523,9.636749039,9.460080747,9.648347953,9.969841875,9.568033358,9.192364243,9.249495041,9.382953644,9.245677321
TPCN2,3.371867642,3.401480868,3.583347254,3.552325704,3.804969999,3.534830511,3.260728797,3.638111772,3.937844102,3.735008942,3.606300337,3.522227666
SCAP,5.774267232,5.783378558,5.95582173,6.08187277,5.520328161,5.720198305,5.557511616,5.91968463,6.190347824,6.050616924,6.460458921,6.394172458
C5orf34,3.715881847,3.603505518,3.851279434,3.889898373,4.692090764,4.709067317,4.887811211,4.838509739,4.07487964,4.030341689,4.080168746,4.140008098
ZBTB25,3.783390761,3.878131261,3.914234018,3.776787425,4.226519896,4.073293663,4.042776258,4.098004271,3.444872735,3.225616281,3.440830299,3.435225007
THAP2,2.373375209,2.668116594,2.483375682,2.274420063,2.623145421,3.162081064,2.469805252,3.087579801,3.00962983,3.427416441,2.834471567,3.195095284
FLT4,1.338411592,1.564478785,4.028668013,4.192965143,3.78012324,3.597443183,4.596527311,4.615690152,3.831324769,2.780216611,5.265164947,4.824975622
YEATS4,5.881585293,5.845864271,5.735306919,5.686237293,6.429614307,6.299466389,6.440882502,6.17397077,5.123082668,5.422202507,5.011061932,5.349116986
PREPL,7.508660386,7.700950191,7.491540178,7.721684546,7.275219062,7.555040227,7.430366412,7.478740248,7.721399389,8.015048463,7.764691461,7.875101091
CHPF,4.599654079,4.79405223,4.50288624,4.931297813,4.507633159,4.455520828,4.708347204,4.509528834,4.752752591,4.665532497,4.79610695,4.773885676
SIPA1L2,4.558954053,4.83756875,5.010916983,5.360869336,5.566468183,4.369631537,5.466443002,4.692502871,5.053709245,5.105043241,5.375844256,5.217994585
TTI2,4.525546578,4.650788609,4.162614601,4.286839162,4.148583948,4.340640309,4.477193014,4.275845377,4.162433334,4.272684293,4.34278205,4.176230563
FAM184B,0.959187069,0.9157186,1.395512172,2.071958165,1.881614048,2.042220416,1.394861091,2.593758824,1.494637005,1.3495975,2.117068141,2.001213642
DISP1,4.68786573,5.099337566,4.435811207,4.753386299,3.712788417,4.935995454,3.689538027,4.767352582,4.76244811,4.906297948,4.459370584,4.463909528
ARHGAP44,3.133978609,3.484763001,2.71789435,3.135510187,2.025980413,2.696791981,1.878628475,2.522762087,2.738108283,3.263977827,2.539306576,2.88075283
HYOU1,8.880527971,8.989653996,9.046770599,9.334753086,8.929430806,8.591749159,9.11759738,8.679561333,8.95352275,8.901791398,9.243484144,9.09571239
GLRA3,1.024418414,1.024504023,0.71698604,0.533213732,1.464711123,1.091523566,1.207596768,1.010483371,0.408416046,0.752047398,0.551671953,0.662426763
PGLS,4.849590677,5.195545611,4.519178811,4.757367047,4.644702975,5.092002333,4.908927009,4.869241252,4.71929176,4.630306192,4.783962351,4.708606068
PVRL2,7.128142753,7.314740289,7.012882226,7.261887105,6.58876336,7.145179809,6.870660636,7.082589199,7.173548719,7.263451704,7.203702876,7.315844384
WDR48,5.756378521,6.042202395,5.774291716,5.978240487,5.819093305,5.980388312,5.870432298,5.91968463,6.213858887,6.401598557,6.08653682,6.276470654
TBXA2R,0.443289005,0.244508708,0.471184007,0.495579357,0.753718901,1.306678565,0.739254725,0.786349003,0.905048583,0.720866544,0.589378756,0.620977045
APAF1,5.788420194,5.774644174,5.621697881,5.650295873,5.940392152,5.86296353,5.850925027,5.827875621,5.544314189,5.592293023,5.378538962,5.120977177
AKAP8L,6.175238751,6.063075635,6.527992464,6.196993623,6.072244694,5.34164297,5.763978708,5.417615103,6.284197609,5.881159196,6.182179818,5.965825154
EIF4A2,10.42814971,10.22611054,10.21778127,10.12354825,10.29427589,10.42069395,10.29561341,10.22168454,10.12676479,10.28608004,10.00160706,10.27450753
VAT1L,0.664039919,0.414071314,0.378971088,0.052780958,0,0.228187076,0.041383988,0.051351515,0.051523357,0.10033058,0,0.063263205
LINC01088,0.819148034,0.288804001,0.894003579,0.246483723,0.16263233,0.09564743,0.081613896,0.195273071,0.368342807,0.28221113,0.302046089,0.488964581
TTC25,1.338411592,0.943693592,1.672982486,1.180735331,2.616142753,1.493871649,2.231362757,1.313619534,2.332223834,2.300135364,2.659398077,2.079804128
ORMDL1,5.074153945,5.130097442,5.144697176,5.023433814,5.478467199,4.950459844,5.257340267,5.168601151,5.642087526,5.332221233,5.343108979,5.320272005
LOC101927811,1.574514884,0.887190406,0.59931358,0.495579357,1.417156503,1.562439057,1.170774219,1.181568504,1.08890013,1.265660133,0.978475449,1.114690478
ITGAL,1.530284592,1.983688029,2.472260973,2.830060554,2.711215823,1.890454711,2.634361698,2.103465546,2.562771772,2.12064626,3.092573703,2.845196594
CDC37,6.91409145,6.890981686,7.139479359,6.996106558,6.671734143,6.615080782,6.694189784,6.725584007,6.825543207,6.684187222,6.956067109,6.886981957
PPM1E,0.49022422,0.414071314,0.825780226,0.833911149,2.303871486,1.7057476,2.454567808,1.746436974,2.393405719,2.190597271,2.354570705,2.01727797
KCNIP2,2.113443969,1.392463379,2.773282504,1.643375517,2.204660241,0.970579484,1.574750268,1.158335248,1.702318961,1.17653588,1.395195531,1.256779566
KCTD1,5.293450979,5.6842625,5.267117926,5.431081946,5.346120965,5.4530646,5.602274059,5.409028319,5.08804203,5.338654549,5.332030052,5.360180552
MSH6,7.279856433,6.999080742,7.490507666,7.409897348,7.20373909,6.862038074,7.472343996,7.101745737,7.107377269,6.933196192,7.376083905,7.1449707
RNASEH2B,4.021685161,4.042378262,3.572979341,3.886267458,4.407762449,4.66881297,4.680785044,4.698555321,3.420584674,3.587235225,3.592439848,3.510926017
SAMD15,3.592252894,3.421513578,3.6140113,3.481898955,4.930914576,3.478277355,4.831418462,3.345894354,4.150668262,3.796121647,4.093351266,3.956404432
SPATC1L,3.104114375,2.962838673,2.967849461,3.159774385,2.935933644,3.405485363,3.170351126,3.199932702,3.085744418,2.917190377,3.099123588,3.030727715
A1BG-AS1,1.955165755,1.490546951,2.403712134,1.420514596,1.904786431,1.326529387,1.394861091,1.698922189,1.669715686,1.522304894,1.701010709,1.900879621
UBE3D,2.726901341,2.796388959,2.494405415,2.783973142,2.704628799,2.813923713,3.127757654,2.619506982,2.257402749,2.12064626,2.567920485,2.394652567
TMEM167B,6.215949534,6.154935516,5.898851164,5.997721363,5.785155432,5.884884565,5.777818622,5.726866513,6.15545107,6.386774761,5.897508622,6.110431025
NRAV,6.487215544,6.429259291,6.220301602,6.048961261,6.641446009,6.149427391,6.658893873,5.922273048,6.080695193,5.999564497,6.150209814,6.068646865
TRMT10B,3.177646889,3.029619622,3.49274988,3.286389283,3.497229749,2.928763641,3.151575767,3.199932702,3.260122176,3.407970879,3.409552608,3.329830474
DNA2,4.536768577,4.665562394,4.931986171,4.719098989,5.990667251,5.12779673,5.967556466,5.292484151,5.177725341,4.937148997,5.092099091,5.064119196
IP6K2,6.441674019,6.332065878,6.589720017,6.334574639,6.322911137,6.11131424,5.969567786,6.065751586,6.540090786,6.298449095,6.223233832,6.256308144
RIPK3,1.851131083,2.124773028,1.855150209,1.774864424,1.822000496,1.955641137,1.759687347,1.47276092,1.765395042,1.540278061,1.894165843,1.549685742
CCDC103,3.359280836,3.099675625,3.221221582,3.027576638,3.882888045,3.273653203,3.817138153,3.099826994,4.379583759,4.198226784,4.326127795,4.179803287
FAM58A,3.670753322,3.396428923,3.541420907,3.252945191,4.037653807,4.369631537,4.262121964,4.104096775,2.784525129,2.917190377,2.74541955,3.1077685
IL6R,3.396716526,4.315579368,2.71789435,3.491490208,3.571512124,3.806246138,3.513238895,3.573713729,3.991594016,3.890219318,3.361326665,3.092685954
CAT,8.123442252,8.077900315,7.74373655,7.729557963,7.38305638,7.867091984,7.508991836,7.550767116,7.959383369,8.070018523,7.80956333,7.857641575
BCL2L12,3.685953555,3.47041116,3.624089505,3.53387883,3.942887436,3.788464629,4.277357315,3.811951514,3.595669269,3.388259633,3.669278095,3.441191292
ITFG3,6.329193686,6.538201645,6.282867687,6.565521519,6.011498123,6.346403949,6.21480971,6.285399038,6.479658037,6.516140946,6.564110883,6.567825371
SLC25A42,3.320847811,3.71727107,3.541420907,4.018195719,3.686287099,3.937896929,3.780945496,4.186795775,3.786412786,3.511816744,4.053436744,3.90552664
LINC00458,0.57974815,0.151616697,1.021473439,0.246483723,0.042408862,0.09564743,0.041383988,0.195273071,0.101269918,0.051037286,0.107862683,0.063263205
CENPL,5.025193929,4.780543254,4.764417379,4.665030846,5.282304222,5.485431447,5.604001461,5.522554841,4.819291492,5.032294999,4.864982528,4.874318037
GAS8,5.052815952,4.95733022,5.536222135,5.089658435,5.407233988,4.960022827,5.08746515,5.155460398,5.086499046,4.729594264,5.176588002,5.028896751
MTMR1,5.621900721,5.55986858,5.583471847,5.766445076,6.559402748,6.850944232,6.493550742,6.805337825,6.087653528,6.225343473,6.050660796,6.041412702
WAC-AS1,5.143695719,5.444680581,5.254197717,5.302130258,5.174412175,5.497521037,5.141987771,5.528229846,5.700749955,5.891697745,5.72084687,5.837121613
CLPP,4.51707242,4.594550612,4.569590609,4.557273773,4.417865097,4.651211229,4.859167284,4.659787178,4.460434507,4.288721221,4.691633683,4.608771501
MIR4458HG,3.834302596,3.460763329,3.536093394,3.189541777,3.53484897,3.478277355,3.386491967,3.298862392,3.501548195,3.646514349,3.393655742,3.348997832
PCCA,5.508205147,5.599974726,5.093026927,5.412269426,4.879205779,5.123547999,5.091164801,4.933947141,6.277451314,6.307660182,6.083236897,6.143740235
RNF43,4.860796294,4.885230793,4.362458097,4.034689999,4.315669357,3.830777711,3.823082962,3.478435992,4.643666188,4.565963254,4.09989763,4.099083988
CCNT1,7.230172829,7.371194137,7.179751675,7.392405436,7.308180554,7.521794961,7.431096414,7.524318641,6.988488327,7.150614235,7.004844961,6.991815068
EIF1,8.667173497,8.84603712,8.535870491,8.710327701,8.611987101,9.181863876,9.064638226,9.052306542,8.54606571,8.666612381,8.655921517,8.760881382
FAHD2B,2.944750439,2.804039588,2.869613988,2.791757346,2.806573908,3.17308658,2.997136747,3.533648344,2.15512474,2.300135364,2.051037267,2.466617385
KIAA1033,5.621900721,5.671772209,5.863131296,5.758522713,6.000784269,6.256134708,5.798332693,6.327016269,5.962017731,6.297128412,5.872875122,5.972020053
GRM2,0.443289005,0.373512171,0.280459288,0.200441268,0.308774628,0.425162923,0.30194417,0.326130589,0.558426763,0.404996665,0.255895178,0.578301128
PPME1,7.263906729,7.483546405,7.252613701,7.41463129,6.673421742,7.008625316,6.959360375,7.056906695,7.300759018,7.402283429,7.511754816,7.474799672
PLA2G7,1.388824719,1.024504023,0.557855369,0.77229643,0.562972955,0.598447335,0.522566686,0.407207978,0.485370282,0.752047398,0.589378756,0.291758919
PAM,7.708268338,7.749304158,7.551516506,7.641300788,5.943892106,7.444990391,6.236130464,7.377373728,7.408113686,8.036972008,7.488867979,7.900494538
WDR63,0,0.052329433,0,0,0.200579042,0.185346004,0.195981093,0.100937866,0.051523357,0.051037286,0,0.182030019
AFG3L2,5.097077371,5.032524802,5.273534897,5.501599628,5.314024594,5.354993734,5.52596843,5.619313178,5.55773987,5.592293023,5.838057567,5.679490047
MAGEA3,1.507650322,2.075051074,1.395512172,1.460131607,0.376644879,1.159504451,0.30194417,1.355080652,0.051523357,0.782568575,0.054939147,0.488964581
GSG2,2.614882595,2.360937213,2.967849461,2.752409396,3.549626225,3.386698659,3.846620225,3.542648413,3.146242684,3.061075573,3.6471003,3.355330777
SPATA2,4.444449036,4.790205413,4.660530765,5.001784739,4.509523926,4.30856144,4.419505489,4.516397761,4.543756308,4.546087165,4.676384516,4.579317247
GNL2,6.069099487,6.117816447,6.286838116,6.226010459,6.084980875,5.908948323,6.25384358,6.013301436,6.286215361,6.143198653,6.524512866,6.381041569
MED12,5.726062081,5.591158105,5.758366527,5.755540574,5.790608328,5.417643223,5.489988295,5.525962522,5.863653849,5.391590918,5.76270457,5.489601895
GADD45A,1.796158144,1.351283372,1.551507852,1.156824035,1.190786532,1.690509545,1.426443756,1.546198737,1.619386219,1.692691166,1.087899501,1.38612065
PARD6A,4.095637673,3.848842344,3.834017009,4.037966346,3.856389964,4.058532331,4.251140216,4.029231577,2.865927942,3.203228546,3.079384043,3.046468511
TRAPPC8,5.994755155,6.543352962,6.10449918,6.60360971,6.594119043,6.833274899,6.67911005,6.754437916,6.786637814,6.938711946,6.631177651,6.721578815
AKR1C2,0.063451273,0,0.060623375,0.052780958,0.083606608,0.693233515,0.30194417,0.556853905,0.149358158,0.10033058,0.054939147,0
SLC25A43,2.936300789,3.350147235,3.074594411,3.402783111,3.100523938,3.937896929,3.345776981,4.048315229,2.976690724,3.600144547,3.277184928,3.711838262
RBM20,2.113443969,1.928759505,2.63060864,2.381464889,2.781754995,3.122886848,2.469805252,3.723696909,3.515375882,3.470233701,3.839318979,4.060845246
HECTD4,6.867076885,6.752043879,7.140357364,7.035568489,7.142002394,6.706449625,6.59170773,6.797839874,6.589404216,6.239164016,6.608975451,6.156488929
CBFA2T2,5.550341257,5.531346253,5.621697881,5.603519423,5.810683389,5.512762702,5.391410731,5.58378491,5.710800092,5.624241329,5.656801619,5.52935166
LAGE3,4.591605411,4.277616691,4.051251683,4.139064034,4.796444325,5.170982823,5.01919587,5.050529301,3.896175302,3.938454845,3.77122882,3.769881151
LOC649133,0.292561349,0.102827024,0.060623375,0,0.083606608,0.048616221,0,0,0.051523357,0,0.054939147,0
SMURF2,4.749450748,5.034152075,4.782527674,4.87561867,5.047420187,5.65300273,5.072570934,5.623560782,5.207842222,5.555208483,5.173487974,5.211027624
RGS3,4.89825722,4.465420436,4.979860914,4.47263902,4.877742631,5.382516001,4.932490482,5.330656484,4.854167331,4.725672671,5.004098794,4.757242896
TMSB15A,2.348117457,1.617542908,1.888977673,1.660482095,1.640650895,1.735749207,1.531836817,1.807449605,1.337461757,1.540278061,1.006619324,1.229459275
NCOR2,7.145656769,7.037718531,7.06097178,6.984691222,7.147173326,7.021241453,6.808719726,7.047057826,6.838893048,6.492679837,6.78990111,6.452195233
TBC1D22B,4.550674428,4.565587577,4.377430123,4.489489282,4.269553376,4.311054529,4.126884223,4.344357601,4.359281781,4.470771688,4.370118905,4.495789855
NT5C1B,0.182549575,0.102827024,0.330555862,0.200441268,0.200579042,0.09564743,0.12075235,0.051351515,0.327124588,0.194135169,0.107862683,0
TNFSF15,0.781906208,1.47145646,0.894003579,1.180735331,0.87601052,1.579083549,0.927606664,1.563988606,0.694298111,1.105882697,0.432251316,0.989996371
DMKN,5.498193748,5.532498038,5.281516181,5.119346601,5.390915133,5.770883305,5.640648964,5.602196587,3.934417302,3.781084447,4.191625965,4.001516894
MYH14,5.039071046,5.030895692,5.083928178,5.226611212,5.240793708,5.224862299,5.084993434,5.372899803,5.149924176,4.970671523,5.251999752,5.046615463
PHACTR2,5.060611786,5.146739933,5.179283347,5.075379497,4.98627545,5.481009993,4.859167284,5.522554841,5.306573061,5.871430762,5.178135522,5.315407936
SNORA76C,0.063451273,0.102827024,0.060623375,0.052780958,0.472814928,0.387860686,0.158857012,0.240224029,0.101269918,0.194135169,0.054939147,0.063263205
GPR19,0.49022422,0.703050648,0.557855369,0.334381857,1.317069528,1.181471065,1.378806646,1.134721711,0.694298111,0.481407374,0.696923751,0.488964581
GSTP1,0.49022422,0.052329433,0.280459288,0,0.591815608,0.141193724,0.661760125,0.148876382,0.284694031,0.404996665,0.390141883,0.063263205
JPX,2.936300789,2.253281695,2.809060769,2.252023894,2.057339774,2.211907991,2.019901349,2.091249334,1.993279136,2.144342121,1.800818435,2.03316539
MLF1,6.67349801,6.630376387,6.154029493,6.088997844,6.586525944,6.138941006,6.587348293,5.972256988,6.562462902,6.71813725,6.471228837,6.418569826
PTGES,3.680904584,3.446169521,6.384188697,6.079489904,4.784000801,5.089100044,6.594751517,5.72982468,5.142518156,5.055913473,7.409076364,6.912974157
ARSA,4.545128162,4.731237291,4.527256614,4.737352552,4.214978664,3.878623839,4.160140456,4.085741529,4.441246381,4.315059538,4.160649904,4.266361531
IBTK,6.51443376,6.740129215,6.552605607,6.821269063,6.765304638,6.981101587,6.845691524,6.998415337,7.225996624,7.332765553,7.246371964,7.218027206
EDEM3,6.495866374,6.496905395,6.90800497,7.088272428,6.822701712,6.706923,6.571985682,6.862162272,7.20730588,7.285929947,7.246740727,7.248968071
ZNF32,7.246924864,6.887835202,6.564429421,6.124104745,6.300698897,6.516451963,6.191446765,6.191958844,5.774472976,5.857162169,5.494868829,5.655313255
ILVBL,5.044977762,4.922609671,4.58772814,4.790767137,4.642981425,5.04034962,4.995702166,4.96775139,4.954004777,4.901091351,4.785993563,4.776247621
CTSC,3.685953555,3.68033711,3.820933274,3.994782252,3.410843503,4.376789221,3.78704101,4.469974807,3.110248989,3.311846838,3.361326665,3.380388169
PELP1,5.705076889,5.761933746,5.971694202,6.156871529,5.701614971,5.639179715,5.994804726,5.878514469,5.785926756,5.705136214,6.188336104,5.94498124
GORAB,4.845083947,4.987879945,4.684806825,4.491880476,4.729884709,4.802391974,4.458218988,4.751914233,4.539251428,4.758671273,4.412808222,4.332053179
