"","MCF7_S1","MCF7_S2","MCF7_S3","MCF7_TamR1","MCF7_TamR2","MCF7_TamR3"
"ALDH18A1",7.551885103,7.901910724,8.003146825,8.1866095,8.385931407,8.147871413
"ALDH1A1",3.322937628,2.787641414,3.399171094,3.754246162,2.331705216,2.637378395
"ALDH1A2",4.789572768,4.698607442,3.965876614,4.821914259,4.722957769,4.878038647
"ALDH1A3",3.421559945,4.413458688,3.942232976,5.939485186,6.039072576,6.192647896
"ALDH1B1",7.341541061,6.981555866,7.293370484,7.24913242,6.927860907,7.308038627
"ALDH1L1",4.82736176,5.394788497,5.240772255,5.770961155,5.057536918,5.439390426
"ALDH2",4.866858536,3.751785046,4.394171125,4.717594177,3.879117591,4.667210912
"ALDH3A1",3.41467678,3.05067582,2.644317778,2.094573898,3.932344692,3.364432358
"ALDH3A2",7.564286701,7.586239322,7.649845352,7.358914883,7.38287472,7.221809429
"ALDH3B1",5.985705344,5.501853104,5.606975145,6.304821305,5.856935906,6.49441561
"ALDH3B2",8.966652526,8.911371014,9.064136463,9.635696357,9.360713231,9.53590909
"ALDH4A1",9.895678274,9.274720585,8.353027699,9.438841743,9.344466802,9.442775586
"ALDH5A1",6.180406485,6.296604239,6.089688814,6.001824756,6.357252878,5.883205346
"ALDH6A1",8.344801872,8.919498003,8.151569656,8.361956929,8.641885566,8.222147658
"ALDH7A1",7.232085099,7.412527507,6.994172381,7.392832579,7.314950244,7.485797114
"ALDH9A1",8.028823281,8.136883483,7.692545762,8.260547936,8.1088276,8.040700687
"ALDOA",12.98013851,12.90839637,12.85167448,12.9275491,12.90708651,12.87848147
"ALDOAP2",3.298071735,2.656038663,3.823137919,1.573374526,2.286585483,2.547449829
"ALDOB",5.530382926,5.731617723,5.687340687,5.675251386,5.822500726,5.540554292
"ALDOC",5.225352061,5.789077127,5.419471474,6.173667144,5.527414449,6.320755429
"ALG12",5.49057013,5.31008559,5.044088061,5.229895501,5.028922711,4.375387027
"ALG13",8.004096842,8.121668197,8.254282237,8.122564016,8.136827102,8.097568661
"ALG3",7.423477327,7.896895445,7.668034004,7.972284828,8.147204925,7.935654216
"ALG5",7.527821022,7.753497571,7.895399573,7.880207976,7.935819198,7.643192397
"ALG8",8.035843816,7.982594355,8.218582609,7.927434281,7.916016772,7.790661278
"ALK",6.046163614,6.218819908,6.178595142,6.126291478,6.40188641,6.383255
"ALKBH1",6.772334371,7.180267232,6.614459559,6.13255628,6.45481746,6.378078056
"ALMS1",4.708021653,4.522055749,4.549237899,4.95079499,4.033070544,4.447843644
"ALOX12",3.78335188,3.510202406,4.120517834,3.68009927,3.678184611,3.963843998
"ALOX12B",2.203201156,1.322505058,2.325961996,2.935082523,2.794519841,2.245191393
"ALOX12P2",3.592158002,2.095249317,3.636218579,2.131918679,2.8623522,2.763836459
"ALOX15",5.41987593,4.745721377,5.59660722,4.470667008,4.712815854,4.429883725
"ALOX15B",2.938473998,5.009391965,3.965045436,4.164142649,4.31802755,5.071805565
"ALOX5",3.50589093,3.58062791,3.452990712,4.030689204,4.244963149,4.052415894
"ALOX5AP",2.691087441,2.435895241,2.412239566,3.814447883,3.060220358,1.910732662
"ALOXE3",4.921959917,4.975355047,5.253875842,5.644952222,5.509569173,4.884597921
"ALPG",6.205646651,5.798724514,5.837665774,5.877670641,5.715618859,5.966268949
"ALPI",1.237563718,2.452331857,3.397118409,3.476381688,1.903423966,0.044044333
"ALPK1",0.277389699,1.96790637,0.140124224,1.883229789,3.522934561,1.783666181
"ALPK3",2.098621677,3.14208663,2.595503661,1.715454127,3.163176666,2.009705472
"ALPL",4.014712352,4.286733323,4.608040389,4.627723556,4.000450772,4.733137378
"ALPP",0,0,0.222804561,0,0,1.321928095
"ALX1",3.076730101,3.28273632,3.530070742,2.961993677,2.90303827,2.677169939
"ALX3",4.549114655,4.481298942,3.820281097,4.507921465,2.861955364,3.379343707
"ALX4",3.821506142,2.431355522,3.813832486,3.296604239,3.932722633,3.964213778
"AMACR",3.608217853,3.933478218,3.176003557,3.960974988,3.562913999,3.307282791
"AMBP",3.969472865,4.472617738,4.09051473,4.417109884,4.492558242,4.767972537
"AMD1",6.818658864,7.2690425,8.201388817,8.984378581,9.154078855,8.996719213
"AMELX",3.731726323,3.415488271,3.812087435,3.981487368,4.281401521,3.795247451
"AMELY",3.891127507,3.875780063,3.750392121,4.484267053,4.438825113,3.987138926
"AMFR",7.345068098,7.415598125,7.964052011,7.230472033,7.371846328,6.583428822
"AMHR2",3.106515831,1.408168371,0,2.694880193,3.211946682,2.559491813
"AMMECR1",5.847420715,6.069938415,5.646882673,6.140737762,6.102973004,5.790042166
"AMOT",3.338994819,3.264236151,3.347807368,2.584240973,3.516393427,2.745452483
"AMOTL2",8.306891058,8.291994861,7.291677223,7.403600063,7.305961404,7.318597037
"AMPD1",4.95144792,4.091276694,4.914851503,4.71154997,4.690193578,4.879803772
"AMPD2",6.740792672,6.5337035,7.755515205,8.619460699,8.746447139,8.644501651
"AMPD3",3.504239013,4.803382045,4.543000877,4.134385246,4.682460934,4.690975738
"AMPH",4.083723966,3.637610246,2.512985335,4.011137783,3.593473293,3.933383791
"AMT",4.360926074,4.540337306,4.598067392,4.156477519,4.147795113,4.870857864
"AMZ2",9.499808026,9.582490144,9.355536102,9.047974551,9.018408847,9.040602066
"ANAPC10",5.41149404,5.58925414,6.168521699,5.941904457,5.692734051,5.906986772
"ANAPC13",8.843544237,8.764062128,8.761162251,8.947476224,8.974844753,8.960940248
"ANAPC15",7.254641281,7.522016504,7.453138913,7.412019337,7.330414984,7.494975554
"ANAPC2",6.76059355,6.581577216,6.636566622,6.786870761,6.552607623,6.538817488
"ANAPC5",9.151615317,9.336258837,9.471963725,9.767275736,9.645299966,9.776398486
"ANG",3.36918727,2.929980315,3.446917865,2.983495294,4.177917792,3.341701164
"ANGEL1",6.353535021,6.404119724,6.802619757,7.042589623,6.964144451,6.723845215
"ANGEL2",5.137093609,4.632559052,4.469365054,5.03329084,4.815985227,4.428745398
"ANGPT1",5.681814672,5.427270935,5.012032256,4.88679399,4.882936449,5.186262836
"ANGPT2",2.194402292,2.576763978,3.552745937,1.601696516,2.491596594,4.676436676
"ANGPTL2",4.674065122,5.272657776,5.060998488,5.961090785,5.269556851,5.58321819
"ANGPTL7",2.453649266,1.667210912,3.167357928,1.651223943,1.326537348,1.41196851
"ANK1",3.762242497,3.549176279,4.047625632,3.136191386,2.683247296,3.196449673
"ANK2",3.894817763,4.083979198,4.059095652,4.185787274,4.184280294,3.905832231
"ANK3",7.351168934,7.28108618,6.364940063,6.747655933,6.895544989,6.645269339
"ANKLE2",6.585217955,6.549176279,7.000281749,6.472828909,6.023876305,6.537948301
"ANKMY1",3.557655155,4.207814782,4.439889048,4.306116388,4.164223118,4.253232939
"ANKMY2",6.902760988,7.056930288,6.474792941,5.932911566,5.887939499,5.458053843
"ANKRA2",5.001171714,5.193614063,4.176083368,4.833041869,4.719402512,4.765428662
"ANKRD1",4.14689956,3.387776098,3.784399284,3.366112352,4.388809473,3.874010006
"ANKRD10",5.077712995,4.616298878,4.195820019,5.294841271,4.552069611,4.723067022
"ANKRD10-IT1",2.283329168,3.738767837,2.521553331,1.964583463,2.375456536,1.071762669
"ANKRD12",4.768501947,4.985409348,4.871695824,5.238481171,4.85109937,4.506970007
"ANKRD17",6.031417253,6.573056357,6.15779155,6.790381081,6.919423514,6.45785691
"ANKRD26",4.168160629,3.833699721,4.145025242,3.652486495,4.153562165,3.728573603
"ANKRD28",3.60940039,4.094827217,5.049064381,4.894138688,5.116822181,4.651855357
"ANKRD34C",1.721591399,3.860168253,2.650534812,3.319762428,3.881077243,1.358396262
"ANKRD36",3.238328303,3.438159755,3.757129951,3.041067717,2.206330648,2.217230716
"ANKRD36BP2",3.919435433,4.321928095,2.23572706,2.485941983,2.082021269,2.88381629
"ANKRD40",6.038743442,6.131260215,5.870537339,6.136724586,6.488322191,6.424619816
"ANKRD40CL",2.807767062,2.929601655,1.113033665,2.809002775,2.896078055,1.102993993
"ANKRD46",6.634491626,6.751343206,6.50191678,6.501311749,6.436345097,6.09824268
"ANKRD53",1.832282436,2.672199019,2.600269754,2.346531462,2.173127433,3.080998686
"ANKRD6",4.176641918,4.307137042,4.112283109,3.949534933,3.939790755,3.591440065
"ANKRD7",1.21971064,2.575312331,2.367650631,2.188400925,2.247927513,1.906505826
"ANKS1A",5.401050159,5.589164237,5.846117173,5.937061852,6.232641572,5.904676766
"ANKZF1",5.854644016,5.124783042,5.305569311,6.27414982,6.051741865,6.195603512
"ANO1",1.509949146,1.755742179,1.950095094,0.659011171,1.353887836,2.267835392
"ANO3",2.696884091,2.628307006,0,1.984042426,1.826192536,1.704429352
"ANOS1",3.452727206,3.407624676,3.235880204,5.173527238,4.985773642,4.650017748
"ANP32A",7.920704181,8.193998379,8.540507798,8.08521218,8.255604588,8.135427131
"ANP32B",10.3455871,10.53551743,10.72478753,10.89796946,10.86235142,10.74784723
"ANP32C",1.185866545,1.780310099,3.520422249,1.385154897,0.920674411,0.386259141
"ANP32D",3.072277335,3.499271883,2.180784391,1.327112471,1.816804475,3.195505089
"ANP32E",6.515179428,6.819540461,6.660922914,7.148730779,7.194993181,7.137708437
"ANPEP",2.750606505,0.751892138,2.138814469,2.817009214,3.414135533,2.277984747
"ANXA1",2.758089934,2.823341762,0.63691458,0.627606838,2.167679062,1.039840265
"ANXA10",2.879901771,2.660152815,2.511721033,2.501821265,2.531818102,2.5360529
"ANXA11",8.578897212,8.576790426,8.511499666,7.753363853,7.989814545,7.803498291
"ANXA13",4.209687297,4.354593207,5.139592279,4.810648748,4.883327556,4.719073892
"ANXA2",9.571054825,9.599064824,9.600290199,9.869342448,9.741743364,9.780049217
"ANXA2P1",2.36960607,3.641777212,2.364012054,3.179829491,3.363871925,3.045093438
"ANXA2P2",2.106683324,0,2.653289362,4.050501697,2.840563942,2.904580435
"ANXA2P3",4.356355127,4.427539131,4.664653496,4.933808662,4.367161356,4.947619406
"ANXA3",5.952100554,5.49818703,4.798672679,6.238748652,6.511942366,6.407233768
"ANXA4",7.944624223,8.031466879,7.696668527,7.664077452,7.663173809,7.598640628
"ANXA5",8.905826215,8.926918606,8.576990666,8.853490466,8.922010481,8.826869404
"ANXA6",8.612374617,8.466512927,7.119771162,7.241487473,7.362224392,7.411188941
"ANXA7",8.885922063,9.167769368,9.896972619,8.870679119,9.073739915,9.132474024
"ANXA9",7.3629257,7.371079627,6.941364583,7.919715487,7.974242489,7.784150595
"AOAH",5.255614029,5.212880566,5.55606149,4.482009263,4.464864272,5.069831034
"AOC1",3.974896364,4.158983251,3.896368736,3.894041651,3.996479138,3.641546029
"AOC2",3.187134291,4.864928972,3.413729464,3.621641655,3.796078556,4.630347222
"AOC3",3.529696032,4.353887836,3.028038652,2.884402553,2.308302621,3.629473197
"AOC4P",4.158094619,4.704982596,4.520045024,4.884158306,4.363241177,5.23365802
"AOPEP",4.423510942,4.821506142,4.970301497,5.924646258,5.74730683,5.706337149
"AOX1",3.846894427,2.272321853,3.912841445,4.531256681,3.591559746,4.455623127
"AP1B1",8.797648558,8.627595895,8.456153143,8.565330606,8.712729892,8.327211297
"AP1G1",8.682790977,8.884512451,8.623676682,7.908824914,8.216231731,8.14559085
"AP1G2",7.575463612,6.988264313,7.053763009,6.444733317,6.451079202,6.368419155
"AP1M2",8.923481999,9.157417679,8.830058796,9.047753761,8.930113414,8.886504422
"AP1S1",7.728281083,9.026703249,7.584098128,8.532079244,8.77549835,8.554891939
"AP1S2",4.541762619,4.768078435,4.562425612,5.198808432,4.781254786,4.966845718
"AP2A2",6.638754466,6.533173967,6.636117051,6.86387652,6.72347665,6.534046035
"AP2B1",6.763876285,7.187282783,6.752025993,6.870068752,7.085690208,6.731767046
"AP2M1",9.854700111,9.777526566,9.544209089,9.787869919,9.738328748,9.6656024
"AP2S1",10.66612368,10.64917263,10.24662542,10.77149772,10.74273805,10.7516177
"AP3B1",7.780493837,7.75519471,7.803343295,7.847445772,7.852204886,7.875638784
"AP3B2",3.672085844,2.803020332,2.645471104,3.099800143,2.884402553,1.811881996
"AP3D1",8.347466351,8.337309693,8.302935885,8.873490253,8.791530843,8.61091041
"AP3M2",5.297301486,4.642874823,5.007509487,4.882936449,5.338388757,5.11765349
"AP3S1",8.78169084,8.978673283,8.971908492,8.357697147,8.366453362,8.361742045
"AP4M1",5.286659405,4.211557386,4.969012308,5.367266215,4.682517117,5.006342911
"AP4S1",4.410001831,4.297925053,5.46008724,5.50099321,5.352334805,5.858652438
"AP5M1",6.47625206,6.519211637,6.286918102,6.30755603,6.395457018,6.174805869
"APAF1",4.370443305,5.000225403,4.454373329,4.678522677,4.566510756,4.922911406
"APBA1",4.843782898,5.114825083,4.841369355,5.267311062,5.260853688,5.150072197
"APBA2",3.887817679,3.790459281,3.205548911,4.353393871,3.22897257,3.763092829
"APBA3",5.73752453,5.644894556,5.260364454,5.394548439,5.454570737,5.520233649
"APBB1",2.127963378,2.422233001,2.965322548,2.584962501,1.809002775,3.36232961
"APBB2",7.007419784,7.064236183,6.67245363,6.994432641,6.967595173,7.631147947
"APC",5.92799124,5.904917564,5.338531383,6.208907378,6.01956849,5.574222636
"APC2",4.37517848,4.374622206,3.679423798,4.527195477,4.129612738,4.134795931
"APCS",4.23572706,3.636682617,4.941669754,4.152751297,3.887232803,3.94129415
"APEH",7.261681245,7.829595899,7.356355127,7.895793374,7.889309259,7.631373525
"APEX1",9.725074792,9.75955035,10.10226051,9.457348044,9.460130255,9.594662375
"APEX2",6.914361212,7.098084735,7.057948414,6.914253564,6.7866617,6.781162969
"APH1A",8.953113883,9.22144937,8.829497594,8.916858765,9.159540892,9.03915759
"API5",7.164987353,7.383358695,7.602394522,7.845421051,8.057136138,7.654485665
"APIP",6.040103378,6.400384225,6.719320364,7.69149229,7.931493963,7.658075777
"APLNR",3.611526517,4.143230135,4.665279061,3.382667253,4.737903041,4.810186008
"APLP1",5.809105703,5.777971963,5.796831332,5.446620167,5.193929406,5.354170026
"APLP2",9.824158435,9.725117408,9.36730335,9.366833625,9.461645194,9.326076635
"APMAP",9.629526018,9.593148319,9.116512916,8.925940096,9.007055307,8.823293989
"APOA1",2.071076162,2.906505826,1.361768359,1.890641244,3.309176187,2.969196548
"APOA4",5.439789337,5.247927513,4.703322227,5.200731895,5.150275334,4.725413978
"APOB",4.883229789,3.040541794,4.405720127,4.258066598,3.801882927,4.577610098
"APOBEC1",4.448636697,3.876467833,3.795766948,4.373439413,4.041330607,4.851449229
"APOBEC2",5.615534006,5.905663783,5.665080047,5.655695287,5.953474782,5.826192536
"APOBEC3B",7.101744611,7.216066783,6.941223713,5.415623475,5.094869433,5.033202726
"APOBEC3C",3.217696027,2.984224757,2.106013238,2.893362211,1.492109553,0.961993677
"APOBEC3F",2.362890643,1.225891862,3.05154612,3.317304068,3.710393192,2.615416297
"APOBEC3G",3.995574967,2.748890543,4.620762338,3.527821022,3.881273061,3.50156653
"APOC1",7.426340243,7.275705498,7.49507952,6.875472917,6.724377422,6.868192878
"APOC3",3.510961919,3.621055503,0.327687364,2.716990894,1.65718266,2.986410935
"APOD",7.646601909,7.675851208,7.901156525,7.365578816,7.59569759,7.612323008
"APOE",4.794103899,4.661293556,4.717265145,4.630230716,4.130354335,4.695325744
"APOF",4.423040253,4.195032565,3.969564958,4.103161895,4.299611001,4.04745114
"APOH",3.589883307,3.674347654,1.964213778,2.451013243,2.559981194,2.789103218
"APOL1",3.733245863,3.045442971,4.380937195,3.553851968,3.087462841,1.885964757
"APOM",6.071011785,5.635435176,5.399342019,4.89452677,5.759981365,5.627840265
"APOOL",5.729226455,5.997744026,5.829392939,6.368890547,6.323514187,6.032960384
"APP",7.995501478,8.009666288,7.518417113,7.619288281,8.013367343,7.593301477
"APPBP2",10.49227282,10.66858986,10.04141686,9.462379572,9.561998138,9.452276252
"APPL1",5.250582665,4.759422186,5.381767882,4.878725341,5.44946233,4.907707891
"APPL2",5.519101531,5.387259133,5.524847264,5.791449445,5.825683882,5.435561925
"APRT",9.767416448,9.796839442,9.468070072,9.780880922,9.688554555,9.717565047
"APTX",5.929364942,5.905326829,6.344704244,6.559094069,6.622579003,6.419757976
"AQP1",4.672934439,4.601221086,4.429549016,4.479618608,5.018901183,4.934233407
"AQP2",4.111532161,4.632907979,3.815165514,3.416839742,4.368000011,4.45338588
"AQP3",9.612020688,9.290981859,9.141895106,8.092841692,8.071188815,7.97502825
"AQP4",2.603359292,3.796493929,3.528196219,3.919149363,3.045792419,3.465452127
"AQP5",0,0.784922702,2.120683709,1.13093087,0.328836464,0.764685853
"AQP6",5.57875761,5.180187653,5.613708443,5.042513018,4.971175649,5.058013377
"AQP8",5.111240021,5.143719931,5.767999013,5.682629476,5.081297014,5.916261657
"AQP9",1.766807151,0,1.974896364,1.93659083,2.113033665,1.625738062
"AQR",6.730327474,6.95489422,6.830508869,6.449049573,6.443308269,6.353940751
"AR",5.655952826,5.824946015,5.744161096,6.848472717,6.703972766,6.61800367
"ARAF",7.747273258,7.616357697,7.391741947,7.35264378,7.30873947,7.271192205
"ARAP1",6.139776436,6.240619629,6.545427875,5.550038729,5.693709966,5.728655225
"ARC",2.000721167,3.843079365,4.571191381,4.50570042,4.021390889,4.443341426
"ARCN1",8.833342367,9.005363493,8.871677345,9.165309016,9.111688641,9.086911117
"AREG",2.311793718,4.003242417,3.789624931,3.394239735,2.937156038,3.21350282
"AREL1",5.938967923,6.299006485,5.995574967,6.072727518,6.30932173,6.17336733
"ARF3",9.811299225,9.753601194,9.530642377,9.564686827,9.542501832,9.55697155
"ARF4",8.504993729,8.665769371,8.40245359,9.107483878,9.203382265,8.953230312
"ARF5",8.879659824,8.61044908,8.621744207,8.576964221,8.19901464,8.468681057
"ARF6",9.032439762,8.954684882,9.064535303,8.709704193,8.886080634,8.556686141
"ARFGAP1",7.715996299,7.305149746,7.679142258,7.426600226,6.995247065,6.974666968
"ARFGAP2",8.611301503,8.527297147,8.2681864,8.209999147,8.062834074,8.115163328
"ARFGAP3",5.831167877,5.381352598,5.944483671,4.883376437,5.474338692,5.422199355
"ARFGEF1",6.755662075,6.753203375,6.630580206,6.698065642,6.459562767,6.780441343
"ARFGEF2",6.693626342,6.666131667,6.600804955,6.634680385,6.927860907,6.249653918
"ARFIP1",7.237009141,7.323820391,7.179620522,7.564301946,7.1854305,7.209063395
"ARFIP2",9.447099761,9.462753777,9.391469161,9.67039778,9.431549837,9.466376291
"ARFRP1",6.681224354,6.475555109,6.605612855,6.021768415,5.960951828,6.477223986
"ARG1",3.781359714,3.694434504,4.038962873,3.689410993,3.697440236,3.02219024
"ARG2",6.281178935,6.185331381,5.73582,5.409458826,5.688795807,5.4264325
"ARGLU1",6.845816189,6.969346226,6.963115718,6.688572038,7.026811123,6.860925563
"ARHGAP1",9.11170168,9.110830402,8.807570666,9.305984197,9.281647254,9.254442873
"ARHGAP11A",2.988412026,3.17280751,2.700439718,3.520045024,3.294400193,4.000901403
"ARHGAP12",5.320448574,5.869032386,5.703460664,4.70559092,4.840161067,4.276645543
"ARHGAP17",5.789181487,5.026313178,5.437360921,6.166856013,5.79600066,5.433827435
"ARHGAP19",6.009302378,6.372307894,6.129756967,5.532348132,5.763066264,4.993085571
"ARHGAP22",0,1.894138688,1.710172748,1.631337144,1.74760223,1.737686761
"ARHGAP25",4.901446184,4.346956889,4.939367643,4.199750857,4.660381035,4.355016264
"ARHGAP26",4.63650862,5.274448044,4.321350901,5.650276303,4.550100313,5.280251121
"ARHGAP29",7.194303787,7.450980262,7.301834537,8.591664459,8.814140217,8.629360263
"ARHGAP32",5.920174182,5.467246869,5.601904468,5.628219503,5.627227439,5.242907322
"ARHGAP33",6.496542241,6.547156744,5.563737777,5.319365036,4.701992554,5.28573511
"ARHGAP35",7.009167989,7.317521151,7.110592927,7.456559766,7.263907648,7.059117289
"ARHGAP4",3.680549409,2.168962884,4.015247774,3.079634112,2.41196851,3.128458384
"ARHGAP44",5.401596337,5.911595719,5.639058474,5.159023631,5.42683501,5.012881492
"ARHGAP45",6.269407241,6.299281296,6.057515257,6.205451164,6.045836094,6.069036167
"ARHGAP5",5.046360091,5.555049213,5.104378598,5.63531908,5.429080294,4.9202933
"ARHGAP6",2.758089934,3.093898163,3.364712493,2.44148348,2.669933836,2.603596675
"ARHGDIA",9.887711079,9.665494036,10.05456769,10.05198379,10.1063457,10.00117031
"ARHGDIB",2.814960513,3.248534836,3.67570304,4.496973581,4.727702673,3.868390453
"ARHGDIG",2.812292845,4.292855354,3.855989697,4.903279342,4.463426283,4.320701283
"ARHGEF10",4.759368919,4.03113049,5.404937173,4.453583424,4.886355044,2.621524444
"ARHGEF11",5.823953116,6.098432191,5.898256732,5.800563447,5.74127821,5.651568385
