,hugo,MCF7_WT_veh_1-quant.sf,MCF7_WT_veh_2-quant.sf,MCF7_WT_veh_3-quant.sf,MCF7_WT_E2_1-quant.sf,MCF7_WT_E2_2-quant.sf,MCF7_WT_E2_3-quant.sf,MCF7_S_veh_1-quant.sf,MCF7_S_veh_2-quant.sf,MCF7_S_veh_3-quant.sf,MCF7_S_E2_1-quant.sf,MCF7_S_E2_2-quant.sf
ENSG00000170248,PDCD6IP,6.448532865,6.316710235,6.432810421,6.449444403,6.386739525,6.420507104,6.259847405,6.287552451,6.383558505,6.21873617,6.287609811
ENSG00000170260,ZNF212,3.570056053,3.6522623,3.534694635,3.479492375,3.594501016,3.478492337,3.697949698,3.664740978,3.647947752,3.659573772,3.645148093
ENSG00000170264,FAM161A,0.904779717,1.104656701,0.909050942,1.276305306,1.034139775,1.294399604,1.668003359,1.856771809,1.836042071,1.508096972,1.908585055
ENSG00000170265,ZNF282,4.433930028,4.595354108,4.509087096,4.469849713,4.613861054,4.639798073,4.495022899,4.513326507,4.454885088,4.516262931,4.496746489
ENSG00000170266,GLB1,5.400569898,5.363522735,5.421851484,5.390118799,5.497317123,5.52415497,5.525309694,5.460336233,5.571441215,5.401941279,5.4770624
ENSG00000170270,C14orf142,4.335359696,4.406073339,4.206291571,4.441454995,4.485362871,4.368880073,4.505184459,4.554423086,4.602865054,4.610062188,4.761295381
ENSG00000170271,FAXDC2,1.372694339,1.403053839,1.642187701,1.622957752,1.727940402,1.712036642,3.313199696,3.610873905,3.203017632,4.129690508,4.085397673
ENSG00000170275,CRTAP,5.998397719,6.091343347,6.009606277,6.34238727,6.19904606,6.263252672,6.217737316,6.188401518,6.215850382,6.213524011,6.143978844
ENSG00000170291,ELP5,4.827199752,4.741139363,4.8064329,4.836389603,4.839565563,4.887950657,4.998811677,5.026126615,5.07091397,4.968672046,5.129280173
ENSG00000170293,CMTM8,2.148651068,2.509128532,2.432716266,2.164221187,2.074599969,2.323133684,2.330091098,2.448694837,2.44584401,2.376302332,2.411941944
ENSG00000170296,GABARAP,7.637431724,7.55488772,7.55145011,7.482621957,7.531233503,7.5176116,7.893074092,7.908840462,7.830651595,7.928397862,7.848555342
ENSG00000170310,STX8,3.90739772,3.861836511,3.916049639,4.038376785,3.860055889,3.803708647,4.106955122,3.95723784,4.016851298,3.847230462,3.959106326
ENSG00000170312,CDK1,4.323229252,4.474815974,4.420928805,4.570542228,4.44744259,4.49127308,5.840848883,5.748338454,5.769320218,5.780862134,5.946628619
ENSG00000170315,UBB,10.5139336,10.50128944,10.51158172,10.42481958,10.39077266,10.39202014,10.53934062,10.55174178,10.52810552,10.44635864,10.42083338
ENSG00000170322,NFRKB,4.92085707,5.004668933,4.989298722,4.835900282,4.796993102,4.727434212,4.576128457,4.523432986,4.517773369,4.275546988,4.339107233
ENSG00000170323,FABP4,1.651831024,1.611591291,1.672209883,1.691741398,1.499353023,1.533669491,0,0,0,0,0
ENSG00000170325,PRDM10,2.620790485,2.526089249,2.772977853,2.514539413,2.706807866,2.635954509,2.635302826,2.626541886,2.709863409,2.483951613,2.487614457
ENSG00000170340,B3GNT2,4.431458491,4.417127914,4.414896604,4.103353279,4.19206157,4.119143659,4.492753698,4.43863086,4.388378302,4.403867584,4.415314515
ENSG00000170345,FOS,3.276226861,3.347693433,3.520560037,3.858883044,3.693820453,3.973863243,3.894812429,4.057740255,3.889414451,4.227640894,4.297343801
ENSG00000170348,TMED10,8.439779062,8.464509495,8.497294205,8.569552331,8.541175324,8.542260012,8.634568058,8.615368632,8.635275599,8.579758409,8.610798
ENSG00000170364,SETMAR,3.522329117,3.866653333,3.654735116,4.09559003,4.110214974,4.037848694,3.835653089,3.79477465,4.011554676,3.918544808,3.916311537
ENSG00000170365,SMAD1,3.608970804,3.895809395,3.726704583,3.686602112,3.880652763,3.656926724,3.65383916,3.400234426,3.585334007,3.573968534,3.810245895
ENSG00000170379,TCAF2,0.876373529,0.863217319,0.812152348,0.836778931,0.741034598,0.918313716,1.343478889,1.403949364,1.37859919,1.31973064,1.302210241
ENSG00000170381,SEMA3E,4.767626198,4.911286037,4.865169071,4.678088248,4.580810455,4.695984908,4.973796307,5.13619877,5.11948442,4.521865479,4.716122822
ENSG00000170382,LRRN2,1.863200664,1.936530151,2.112890523,2.384997197,2.471304797,2.41239269,1.323651893,1.342722557,1.337444733,1.591919687,1.729699371
ENSG00000170385,SLC30A1,4.034717542,4.083834572,4.033308462,4.048994657,4.055360534,3.972977489,3.719271073,3.701282893,3.687810963,3.600983311,3.646162657
ENSG00000170409,0,0,0.64832922,0,1.09837913,1.019573827,0.660267842,0.830778592,0,0.624811186,0.362423879,1.061257771
ENSG00000170412,GPRC5C,5.940981173,5.932392129,5.764969863,5.605135986,5.754139164,5.598925671,5.425874268,5.548845885,5.419954651,5.194887036,5.288322494
ENSG00000170417,TMEM182,4.433837648,4.035682936,4.300902862,4.307240161,4.292375934,4.395701723,4.349493164,4.188158846,4.377635753,4.311144214,4.380525828
ENSG00000170421,KRT8,13.87248575,13.86435448,13.91351108,13.78666862,13.79588935,13.79207536,12.63901122,12.64316374,12.59973145,12.63647239,12.65477643
ENSG00000170425,ADORA2B,2.260147933,2.29082395,2.463076766,2.083205538,2.122328153,1.775073726,2.3974202,2.427805133,2.408029476,1.993224004,2.227862733
ENSG00000170430,MGMT,4.957826075,5.055616824,5.043673335,5.047848121,5.069794179,5.018670312,4.959481077,4.972669911,4.944467085,4.92279434,4.954121246
ENSG00000170439,METTL7B,3.297405677,3.097740566,3.183611961,3.978534294,3.715388229,3.875495034,2.99487475,3.082137116,2.999168407,3.339614878,3.272412933
ENSG00000170442,KRT86,6.999336997,6.93278026,6.974366518,6.406658432,6.458384793,6.425235041,5.17061813,5.13038811,5.304356981,4.881041111,4.980806777
ENSG00000170445,HARS,6.594703947,6.514330994,6.563574234,6.640002057,6.61998682,6.597853584,5.752401655,5.793562474,5.694759536,5.824439671,5.873649164
ENSG00000170448,NFXL1,3.165412576,3.02227459,2.995333639,3.128185492,3.606038264,3.382873752,3.228919945,3.177926241,3.09101073,3.341081717,3.305325905
ENSG00000170456,DENND5B,2.633275051,2.493128004,2.552404862,2.602749988,2.684428211,2.645907974,2.370553226,2.208876172,2.438649276,2.388471435,2.49917132
ENSG00000170464,DNAJC18,2.719977854,2.442151023,2.512583559,2.750860444,2.369484631,2.905833232,2.590036782,2.41984914,2.709791962,2.588833344,2.804151884
ENSG00000170468,C14orf169,4.077379741,4.001063595,4.076217022,4.272351716,4.294245783,4.278230133,3.985145178,3.899543026,3.896998342,3.980180715,4.115224724
ENSG00000170469,SPATA24,2.715335948,2.742508371,2.569594138,2.864497188,2.42770512,2.683317374,2.619831085,2.59821988,2.513300227,2.548807978,2.39009451
ENSG00000170471,RALGAPB,4.611581223,4.526168012,4.666885043,4.454078798,4.471410508,4.43867922,4.366348704,4.372073402,4.356195149,4.319110091,4.377070123
ENSG00000170473,PYM1,5.759290268,5.750687909,5.707960217,5.73332912,5.710640215,5.781950311,5.458779865,5.386315262,5.47248345,5.413643701,5.38780332
ENSG00000170485,NPAS2,5.205581127,5.320348056,5.415154094,5.20861476,5.244150381,5.18586825,4.458637852,4.146379233,4.035028939,4.156534415,4.074172331
ENSG00000170498,KISS1,1.084907859,1.187482093,1.378530489,0.92656196,0.75517473,0.800857252,0.658891475,0.766042995,1.297287691,0.989442777,0.937137955
ENSG00000170500,LONRF2,3.051690538,3.13940728,3.137216596,3.62870245,3.68973414,3.530362948,2.712076273,2.702054632,2.717085242,3.218602951,3.079879831
ENSG00000170502,NUDT9,5.530344313,5.681595045,5.628549359,5.583668996,5.640627869,5.681998914,5.564059503,5.467722917,5.52510306,5.365706953,5.52993311
ENSG00000170515,PA2G4,7.732728985,7.689151626,7.659952607,8.142993325,8.139667797,8.098879686,7.582610984,7.582078272,7.507749472,7.793619318,7.824434401
ENSG00000170522,ELOVL6,4.909621484,4.810293479,4.455709324,4.879062291,5.137364535,4.997180023,5.436025214,5.480211699,5.707601291,5.730069095,5.604358737
ENSG00000170523,KRT83,1.777691132,1.809904178,1.706137087,1.545246841,1.619342576,1.6125601,1.418637937,1.574518146,1.708911161,1.464103624,1.333337856
ENSG00000170525,PFKFB3,6.260971418,6.357706101,6.399175401,6.593707484,6.660272721,6.606309057,6.441253193,6.475169929,6.44065174,6.755340384,6.729164202
ENSG00000170537,TMC7,2.700700268,2.753258582,2.819326474,2.544741557,2.579886355,2.485047555,2.638929003,2.640954958,2.526803497,2.51495796,2.455663892
ENSG00000170540,ARL6IP1,7.573044697,7.613466103,7.552809019,7.470121201,7.516580715,7.46555728,8.413520455,8.369823527,8.406843856,8.275764492,8.327033432
ENSG00000170545,SMAGP,5.149182123,5.051483171,5.154307436,5.157110789,5.133534428,5.23395005,4.480638222,4.381155227,4.469711879,4.556914933,4.583715834
ENSG00000170558,CDH2,2.711341378,2.587569018,2.679162981,2.731094157,2.731865319,2.700226627,0.547781468,0.414046749,0.529098294,0.503641723,0.474171233
ENSG00000170561,IRX2,4.961808515,4.924228183,4.980436657,4.822123375,4.809481329,4.742933206,4.357606896,4.332944903,4.250444717,4.43146384,4.422439566
ENSG00000170571,EMB,4.890851476,4.863285969,4.805193899,4.839046885,4.925135726,4.826869073,4.281238666,4.265182904,4.237142794,4.331302343,4.382928173
ENSG00000170577,SIX2,2.389638394,2.563328998,2.591404159,2.367591926,2.349014187,2.41483641,2.433936903,2.344734776,2.393847242,2.204913829,2.097604055
ENSG00000170581,STAT2,4.816795466,4.882402955,4.913444517,4.59101386,4.883234042,4.655958606,4.631939383,4.709823,4.504756165,4.330463173,4.383020621
ENSG00000170584,NUDCD2,3.990494667,4.094146701,4.132294692,4.506227435,4.203239534,4.650517005,4.42662639,4.259261789,4.308091503,4.400796116,4.677546578
ENSG00000170604,IRF2BP1,3.936355261,4.084276911,4.092731775,4.161266948,4.103472462,4.209180398,4.066950244,4.036098865,3.995023145,4.089879452,4.049325818
ENSG00000170606,HSPA4,7.217000235,7.146640153,7.123029622,7.303620947,7.349794292,7.375325595,6.589106246,6.513171505,6.483646351,6.629921055,6.690802582
ENSG00000170619,COMMD5,5.282663531,5.410847323,5.387212942,5.33849152,5.249026504,5.26744823,4.94811515,4.980283554,4.936050048,4.918545476,5.023977406
ENSG00000170629,DPY19L2P2,1.191928963,1.084335017,1.039884401,1.112192615,1.269748211,1.177809514,1.214192523,1.188931883,1.208954809,1.266451467,1.270945515
ENSG00000170631,ZNF16,1.934555753,1.808118936,2.017929745,1.649667418,1.732309147,1.835832199,1.075406394,0.916839661,1.177665833,0.903288367,1.194080242
ENSG00000170632,ARMC10,5.844424447,5.924572433,5.819596175,6.000496134,5.951474147,5.956058642,5.989261581,5.927002336,6.051350715,5.986897305,6.109478536
ENSG00000170633,RNF34,5.295853845,5.217287143,5.164225693,5.280292217,5.309536816,5.201589011,4.912158015,4.78722861,4.738371446,4.876112641,4.83452571
ENSG00000170634,ACYP2,3.86839228,3.962260733,4.036852624,3.725979405,3.847674478,3.769798499,4.225794296,4.298786965,4.146419234,4.159965966,4.234843974
ENSG00000170638,TRABD,4.239903064,4.07647709,4.316886237,4.337747623,4.289099359,4.436157374,4.11644045,4.216967284,4.172624162,4.259627956,4.324470479
ENSG00000170647,TMEM133,1.501306653,1.540419145,1.593592806,1.626177442,1.50957424,1.676718744,1.156014695,1.08792443,1.093296492,1.13123387,1.061396036
ENSG00000170653,ATF7,4.011349823,4.24490281,4.189988582,4.037991856,4.093689212,4.114129832,3.553751723,3.670622828,3.803587458,3.675804078,3.753850526
ENSG00000170667,RASA4B,2.226150586,2.168876262,1.998269893,2.11239188,1.996178655,2.268084906,2.486920274,2.704731255,2.379725473,2.574123312,2.686715655
ENSG00000170677,SOCS6,3.956947279,3.877479241,3.922770625,3.55765883,3.697550327,3.729083941,4.219324827,4.175126468,4.18393426,4.110886201,4.07915578
ENSG00000170684,ZNF296,2.243818339,2.128943325,2.47596943,2.489319424,2.390111849,2.343538583,2.714715897,2.632956822,2.653117357,2.665722479,2.838257977
ENSG00000170734,POLH,2.683835665,2.593580377,2.910432581,2.641594581,2.977763489,3.152605293,3.140513647,3.1266237,3.370131771,3.25829097,3.314513531
ENSG00000170745,KCNS3,3.647683829,3.513884591,3.800061729,3.674190121,3.458152168,3.526377105,3.062835628,2.970672938,2.874305973,2.833218607,2.967204951
ENSG00000170759,KIF5B,6.285410949,6.265299724,6.301001341,6.133741715,6.210238836,6.133125768,6.555267066,6.540800687,6.524588257,6.425585186,6.489268455
ENSG00000170775,GPR37,3.302020683,3.353064938,3.274747697,3.033766564,3.166692953,3.117420772,2.976708228,3.050797694,2.953498063,2.964282177,2.963568451
ENSG00000170776,AKAP13,4.791303892,4.666880295,4.854984761,4.573520716,4.558893564,4.531146118,4.1350615,4.020673218,4.272008419,3.956595679,4.250473824
ENSG00000170779,CDCA4,4.417446816,4.530957792,4.493658861,4.758320768,4.762347221,4.724193492,5.116597229,5.164029984,5.211752047,5.285932589,5.351925091
ENSG00000170786,SDR16C5,3.178206302,3.08848306,3.143500196,3.004101877,3.041206003,3.076687694,2.260057883,2.295706864,2.120482998,2.387088149,2.394204333
ENSG00000170791,CHCHD7,5.018248437,4.893477316,4.740870801,4.934059135,4.876788958,4.836819217,4.604138711,4.733729669,4.617918889,4.453178028,4.747588643
ENSG00000170802,FOXN2,3.333161792,3.393246494,3.553115568,3.394602627,3.431566802,3.425071186,3.32587999,3.236507007,3.309867822,3.138947136,3.382398884
ENSG00000170832,USP32,7.540666283,7.522053057,7.5592849,7.44445083,7.506148315,7.431957054,7.267970751,7.266960593,7.299623949,7.241166251,7.310419997
ENSG00000170836,PPM1D,6.576417832,6.557056756,6.598275868,6.640391006,6.662528816,6.597392619,6.496225844,6.431724907,6.495568857,6.49865617,6.471036223
ENSG00000170837,GPR27,3.497727317,3.565304708,3.652933862,3.589583738,3.695626413,3.628353671,3.500840287,3.333765761,3.405005273,3.428635536,3.392277576
ENSG00000170846,0,4.478579054,4.455260797,4.514078695,4.733614653,4.693621882,4.675566994,4.737867898,4.758670414,4.744343574,4.817179126,4.823519591
ENSG00000170852,KBTBD2,4.890175493,4.950906335,4.900184197,4.611771411,4.61184729,4.672644276,5.046094448,4.965017906,4.910272538,4.831131234,4.981079372
ENSG00000170854,MINA,4.440405039,4.506168139,4.554634035,4.787389051,4.882437976,4.863255882,3.993233697,4.021550706,4.052292418,4.195075256,4.181329515
ENSG00000170855,TRIAP1,5.711715919,5.658903125,5.660140119,5.814033468,5.93239383,5.867503869,5.543098655,5.538355642,5.539734843,5.604790979,5.646543734
ENSG00000170860,LSM3,3.819504696,3.840150994,3.731715463,3.743654987,3.767972537,3.792084877,4.3522783,4.447202275,4.40820914,4.433727304,4.429482065
ENSG00000170871,KIAA0232,4.144968323,4.228250657,4.150123472,4.042164964,4.086422793,3.976690359,4.154122613,4.194013355,4.202556734,4.12711446,4.119473796
ENSG00000170873,MTSS1,5.07629562,4.949398174,5.129954827,4.743719553,4.946918422,4.741158244,4.857020189,4.923341065,4.674688484,4.947201736,4.855725445
ENSG00000170876,TMEM43,6.194794078,6.156328857,6.14416081,6.20402174,6.220473521,6.186721604,5.960947682,5.925440574,5.940848509,5.933228092,5.971040972
ENSG00000170881,RNF139,5.970821911,6.007899406,5.949402563,5.964596862,6.11118409,5.986091869,6.109870553,6.143239116,6.013026929,6.066414944,6.166671063
ENSG00000170889,RPS9,10.66071506,10.7865391,10.63943635,10.56798793,10.63607299,10.57990105,10.87855913,10.94957897,10.95742999,10.94850479,10.91418017
ENSG00000170892,TSEN34,6.134478934,6.224967947,6.189851397,6.287096187,6.239818976,6.26434439,6.385936598,6.324520266,6.274340661,6.470171899,6.459467407
ENSG00000170899,GSTA4,1.045639563,0.783958797,0.946251604,0.900030164,0.707324231,0.903138561,1.072627204,1.444778365,0.707654654,0.934223592,0.985512817
ENSG00000170903,MSANTD4,2.856055952,2.991321803,2.789024944,2.92718238,2.832126652,2.841397938,2.48063945,2.5879486,2.559645497,2.619642884,2.550852755
ENSG00000170906,NDUFA3,7.17134934,7.215454857,7.259634426,7.351630608,7.1983286,7.300461849,7.372808718,7.28122786,7.294739486,7.222095334,7.228167484
ENSG00000170915,PAQR8,1.267767689,1.047119549,1.066406118,1.088860729,1.212438603,1.085852914,1.408907603,1.214075056,1.468987788,1.194288814,1.172308288
ENSG00000170917,NUDT6,1.630749469,1.43088974,1.457045475,2.030139315,2.185695409,1.946993283,2.407950754,2.393947763,2.45666684,2.363986271,2.671008565
ENSG00000170919,TPT1-AS1,2.475234075,2.781647594,2.565672964,2.30802122,2.761980536,2.779058402,2.196403372,2.312485058,2.247586785,2.013419273,2.337986191
ENSG00000170921,TANC2,6.609814138,6.625518345,6.581491472,6.587381431,6.57896814,6.515562474,6.480248305,6.378467013,6.42889952,6.386176268,6.590084364
ENSG00000170946,DNAJC24,2.912094637,3.005608517,3.015869506,3.207615098,3.246151769,3.148165498,3.347583571,3.251970259,3.199665043,3.076165533,3.215862905
ENSG00000170949,ZNF160,4.014997102,3.967936749,4.045362874,3.834879662,4.006509592,3.695577464,3.910311552,3.717567989,3.837486612,3.623643442,3.606669635
ENSG00000170965,PLAC1,1.73331286,1.683974862,1.926379784,2.74161799,2.70413826,2.672697267,2.441556515,2.242075723,1.980662725,2.482382287,2.85494799
ENSG00000171004,HS6ST2,2.757168362,2.650630391,2.85482431,2.925633383,2.933500502,3.051464334,1.883192636,1.838253539,1.947318297,1.752710148,1.812454276
ENSG00000171017,LRRC8E,3.415853834,2.914652001,3.054435054,2.850354787,3.146393702,2.774605124,3.040680481,2.975122788,2.934358353,2.962245757,2.747188008
ENSG00000171033,PKIA,4.957770519,4.995658175,5.197762012,4.749549821,4.786089343,4.880916162,5.256436293,5.169604367,5.081881133,4.997893029,4.924399228
ENSG00000171044,XKR6,2.398838292,2.273799627,2.11742772,2.286656153,2.036429201,2.151563787,1.453325137,1.396660344,1.085077674,1.633243938,1.326040833
ENSG00000171045,TSNARE1,3.988704226,3.65616695,4.061266499,3.900882164,4.002094895,3.909547995,3.834278585,3.72290478,3.67101749,3.825058501,3.925333062
ENSG00000171055,FEZ2,6.00929073,6.012137783,5.890672793,5.662483958,5.84937042,5.776070026,5.741100099,5.699397505,5.848942917,5.476405373,5.606674305
ENSG00000171067,C11orf24,4.685773786,4.845158218,4.749651395,4.933937184,4.906916804,4.855244943,5.110171158,5.126932726,5.159112138,5.278989487,5.251892584
ENSG00000171084,FAM86JP,1.475638502,1.59929732,1.320098752,2.084420131,1.858809759,1.851414447,2.219132888,2.157297615,2.054204242,2.279843585,2.215723942
ENSG00000171097,CCBL1,1.526794986,1.461471982,1.492611049,1.271839977,1.28100559,1.613422127,1.664979734,1.474672255,1.810108376,1.784678603,1.841021069
ENSG00000171100,MTM1,2.821242845,3.118100702,2.941553702,2.622993585,2.660068113,2.852404213,2.801370595,3.11728611,2.953777589,2.624882757,3.01171979
ENSG00000171103,TRMT61B,3.427025224,3.487093851,3.339290342,3.298704499,3.587348908,3.213233417,3.442003813,3.701623241,3.423418027,3.597484693,3.710522136
ENSG00000171105,INSR,2.553953926,2.43838327,2.636365022,2.183825988,2.118407904,2.31603884,2.185472683,2.171021354,2.099772208,1.979994215,1.904380432
ENSG00000171109,MFN1,4.92255862,4.997573466,4.964418826,5.034257277,5.149921086,4.999525275,5.051361342,5.058018097,5.026479223,5.037521081,5.039253656
ENSG00000171116,HSFX1,1.132432072,1.167646952,0.907946646,1.061292338,1.013090595,0.977093048,0.826658713,0.987364528,0.746747874,0.961266222,0.909532731
ENSG00000171119,NRTN,1.488129348,1.495101592,1.495352354,1.467743781,1.556247918,1.378644789,1.357428139,1.229864746,1.119767843,1.409515851,1.074882159
ENSG00000171121,KCNMB3,1.855945858,1.687126997,1.762877742,1.86480056,2.093457041,1.802251958,1.534038687,1.651898513,1.526989238,1.558074609,1.560035309
ENSG00000171130,ATP6V0E2,4.890423199,5.08161949,5.049246316,5.01542363,4.928840953,5.150173607,5.483195495,5.517260419,5.506241369,5.422649463,5.219221979
ENSG00000171132,PRKCE,4.127897117,4.208362666,3.963571262,4.016471984,4.189365195,3.883900971,3.833012511,4.078473039,3.928865445,3.957351615,3.939145751
ENSG00000171135,JAGN1,5.233240788,5.226983955,5.203292673,5.28172792,5.260707311,5.214948912,5.318228252,5.358158865,5.255113193,5.3724883,5.328848669
ENSG00000171148,TADA3,5.894885387,5.963027744,5.944445673,5.863135356,5.824258414,5.859076033,6.042851207,6.103002095,6.00625327,5.973677784,5.982900464
ENSG00000171150,SOCS5,3.477518027,3.587756218,3.440400787,3.386256382,3.487288248,3.505921409,3.499372669,3.497341555,3.477947969,3.423781183,3.492685131
ENSG00000171155,C1GALT1C1,4.690238284,4.7864731,4.727620343,4.685561209,4.709582895,4.729166677,4.854056008,4.878678117,4.829889482,4.846398036,4.850801173
ENSG00000171159,C9orf16,7.260060848,7.340357974,7.215223732,7.276675875,7.12675166,7.151095277,6.819438913,6.830132212,6.856317069,6.843813092,6.884077536
ENSG00000171160,MORN4,2.781220998,2.698983193,2.772620469,2.807966907,2.848515582,2.761079068,3.148816667,2.968989276,2.93342534,2.845407953,3.211982492
ENSG00000171161,ZNF672,3.987526886,4.021766639,3.996557141,4.000039854,4.008935913,3.936042649,4.134772772,4.111670115,4.079807399,4.123320792,4.163625848
ENSG00000171163,ZNF692,4.663636192,4.607920198,4.783516477,5.014288156,4.897016268,4.975360504,4.260255068,4.162640943,4.180276542,4.366706182,4.209212759
ENSG00000171169,NAIF1,2.581329311,2.584957451,2.398284966,2.655172213,2.651225091,2.640685473,2.860279118,2.71061131,2.559733588,2.893539479,2.984978087
ENSG00000171174,RBKS,2.523498225,2.184970528,2.300860849,2.22839082,2.392855104,2.063784206,1.777966705,1.740726842,1.746452944,1.648400555,1.69562864
ENSG00000171202,TMEM126A,4.542517464,4.604904192,4.545672636,4.600681163,4.504750674,4.723745444,4.445121481,4.542880875,4.449875366,4.629834758,4.593373314
ENSG00000171204,TMEM126B,5.104197459,5.231849819,4.987433748,5.277849358,5.263465722,5.41203123,5.444822849,5.537563457,5.508982013,5.813101336,5.769595649
ENSG00000171206,TRIM8,5.835014273,5.954359651,5.90594099,5.954741709,5.93287671,5.933266836,5.562552639,5.541768534,5.603813312,5.516231504,5.578035025
ENSG00000171208,NETO2,4.493571765,4.354329439,4.343049591,4.495461089,4.672900504,4.457973695,4.469125366,4.296674713,4.301694455,4.676594077,4.784277824
ENSG00000171219,CDC42BPG,5.264946963,5.25875747,5.282160654,4.98810813,5.227135719,5.044467564,4.751284177,4.762492334,4.769954709,4.552947421,4.595575865
ENSG00000171222,SCAND1,6.176104118,6.247782477,6.21428743,6.122171167,6.121612255,6.136263175,6.049618266,6.073043848,6.014076279,6.109394829,6.063905193
ENSG00000171223,JUNB,7.431196707,7.581388911,7.5834213,6.899864421,6.933714257,7.034468852,7.300791823,7.306736157,7.291714054,7.211314022,7.174616144
ENSG00000171224,C10orf35,4.907009998,4.884331726,4.924759924,4.74012668,4.736370811,4.691257771,4.752172469,4.792372812,4.824050654,4.648249713,4.715991743
ENSG00000171227,TMEM37,0.921553631,1.038192715,0.768939729,1.014126729,0.766167696,0.910533126,1.02895382,0.925514136,1.128459704,0.888848044,0.931339643
ENSG00000171236,LRG1,2.383162359,2.35255233,2.233044401,2.013999932,2.176570116,2.287720505,0.926529322,1.289148653,1.34750012,1.140213964,1.427923638
ENSG00000171241,SHCBP1,2.564093992,2.317828484,2.393830497,2.752128999,2.583838612,2.500899929,3.825547329,3.779667778,3.756096508,3.640465106,3.763168697
ENSG00000171262,FAM98B,4.231070752,3.678559533,4.197809984,4.356497396,4.227995696,4.190983941,4.53276354,4.086683176,4.40795159,4.437624852,4.780575671
ENSG00000171295,ZNF440,2.868319131,2.340631483,2.58741036,2.617478103,2.577120617,2.566828303,2.281393212,2.307037925,2.328921748,2.333045549,2.232507577
ENSG00000171298,GAA,6.445862248,6.407669929,6.455059701,6.4888194,6.427516672,6.486538723,6.20202316,6.159156491,6.167847288,6.200512985,6.159327207
ENSG00000171302,CANT1,6.309645657,6.212393154,6.193937999,6.137204031,6.080328394,6.098909543,6.386137681,6.376369504,6.374245626,6.408134345,6.25113777
